Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,03.04.,11:00,BB TWN,Bank of Taiwan,85:82,Yulon Luxgen Dinos,Super Basketball League
002,03.04.,12:00,BLR RES,Dinamo Brest Reser,2:0,Sl. Mozyr Reserve,Weißrussland Reserve Liga
003,03.04.,12:30,BLR RES,Bate Borisov Reser,1:4,Rukh Brest Reserve,Weißrussland Reserve Liga
004,03.04.,13:00,BLR RES,Sh. Soligorsk Rese,1:1,Neman Grodno Res.,Weißrussland Reserve Liga
005,03.04.,13:00,BB TWN,Pauian Archiland,88:79,Kaohsiung Jeoutai,Super Basketball League
006,03.04.,16:00,BLR 1,Belshina Bobruisk,0:1,FC Gorodeya,Weißrussland Premier League
007,03.04.,18:00,BLR 1,FC Dinamo Minsk,2:0,FC Torpedo Zhodino,Weißrussland Premier League
008,03.04.,18:00,BLR 1,FC Dinamo Minsk,2:1,Torpedo Zhodino+1,Weißrussland Premier League
009,03.04.,18:00,EH BLR,Yunost Minsk,2:2,Shakhter Soligorsk,Weißrussland Extraliga
010,03.04.,18:00,EH BLR,Yunost Minsk,2:3,Sh. Soligorsk+1,Weißrussland Extraliga
011,04.04.,13:00,BLR RES,FC Isloch Reserve,4:0,FC Slutsk Reserve,Weißrussland Reserve Liga
012,04.04.,15:30,BLR RES,RES Vitebsk*,0:4,FC Smolevichi Res,Weißrussland Reserve Liga
013,04.04.,13:00,BLR RES,Energetik Minsk Re,1:2,FC Minsk Reserve,Weißrussland Reserve Liga
014,04.04.,13:00,FTSBLR1,Ohrana-Dinamo,6:6,Dinamo-Bntu Minsk,Weißrussland 1. Division
015,04.04.,13:00,FTSBLR1,CKK Svetlogorsk,abgesagt,Dorozhnik Minsk,Weißrussland 1. Division
016,04.04.,14:00,FTSBLR1,MFK VRZ Gomel,6:2,MFK Shchuchin,Weißrussland 1. Division
017,04.04.,14:00,TAJ SC,FK Istiklol,2:1,FC Khujand,Tadschikistan Super Cup
018,04.04.,14:00,TAJ SC,FK Istiklol,2:2,FC Khujand+1,Tadschikistan Super Cup
019,04.04.,14:00,FS,BK Häcken SWE,abgesagt,Helsingborgs SWE,Freundschaftsspiele International (Klub)
020,04.04.,14:30,BLR 1,Shakhter Soligorsk,0:0,Neman Grodno,Weißrussland Premier League
021,04.04.,14:30,BLR 1,Shakhter Soligorsk,0:1,Neman Grodno+1,Weißrussland Premier League
