Num,Date,Time,League,Team 1,Score,Team 2,League Name
062,06.02.,18:30,GER CUP,RB Leipzig,1:0,VfL Wolfsburg,Deutschland DFB Pokal
063,06.02.,18:30,FRA CUP,AS Vitre,3:2,Lyon Duchere,Frankreich Coupe de France
064,06.02.,18:30,TUR CUP,Galatasaray,2:0,Hatayspor,Türkei Türkiye Kupasi
065,06.02.,20:00,SUI SL,FC Lugano,1:3,FC Thun,Schweiz Axpo Super League
066,06.02.,19:00,HB CL,Rhein-Neckar GER,27:30,Vardar Skopje MKD,"Champions League, Herren"
067,06.02.,19:30,EH ALP,Bregenzerwald AUT,1:4,EHC Lustenau AUT,Alps Hockey League
068,06.02.,20:00,ISR CUP,Bnei Sakhnin FC*,1:4,Maccabi Tel Aviv,Israel Cup
069,06.02.,20:00,SUI SL,FC St. Gallen,3:1,FC Zürich,Schweiz Axpo Super League
070,06.02.,20:45,GER CUP,FC Schalke 04,4:1,Fortuna Düsseldorf,Deutschland DFB Pokal
071,06.02.,20:45,GER CUP,Hertha BSC,2:2,FC Bayern München,Deutschland DFB Pokal
072,06.02.,20:45,GER CUP,Hertha BSC+1,3:2,FC Bayern München,Deutschland DFB Pokal
073,06.02.,20:45,ENG PL,FC Everton,0:2,Manchester City,England Premier League
074,06.02.,20:45,SCO PS,FC Aberdeen,2:4,Glasgow Rangers,Schottland Premiership
075,06.02.,20:45,SCO PS,Celtic Glasgow,2:0,Hibernian FC,Schottland Premiership
076,06.02.,20:45,SCO PS,FC Dundee,2:2,FC Kilmarnock,Schottland Premiership
077,06.02.,20:45,SCO PS,Hamilton FC,2:1,FC St. Johnstone,Schottland Premiership
078,06.02.,20:45,SCO PS,Heart of Midl.,0:0,FC Livingston,Schottland Premiership
079,06.02.,20:45,SCO PS,FC St. Mirren,1:2,FC Motherwell,Schottland Premiership
080,06.02.,21:00,ESP CUP,FC Barcelona,1:1,Real Madrid,Spanien Copa del Rey
081,06.02.,21:00,ESP CUP,FC Barcelona,1:2,Real Madrid+1,Spanien Copa del Rey
082,06.02.,21:05,ENG FA,West Bromwich,1:1,Brighton & Hove,England FA Cup
083,06.02.,21:05,FRA CUP,Stade Rennes,2:1,Lille OSC,Frankreich Coupe de France
084,06.02.,21:45,POR CUP,Benfica Lissabon,2:1,Sporting Lissabon,Portugal Taca de Portugal
085,06.02.,22:15,COPA L,Delfin SC ECU,1:1,Caracas FC VEN,Copa Libertadores
086,06.02.,22:15,COPA L,Defensor Sp. URU,1:2,Barcelona G. ECU,Copa Libertadores
087,07.02.,00:30,COPA L,CA Talleres ARG,2:0,Sao Paulo SP BRA,Copa Libertadores
088,07.02.,00:30,COPA S,Botafogo FR RJ BRA,1:0,Defensa y Jus. ARG,Copa Sudamericana
089,07.02.,01:30,NHL,Toronto Maple L.,5:4,Ottawa Senators,USA NHL
090,07.02.,02:00,NHL,New York Rangers,3:3,Boston Bruins,USA NHL
091,07.02.,09:50,AUS 1,Newcastle Jets,1:1,Wellington Ph.,Australien Hyundai A-League
092,07.02.,16:00,GRE CUP,Ergotelis FC,0:1,Asteras Tripolis,Griechenland Cup
093,07.02.,17:30,EH TOUR,Russland,2:2,Finnland,Euro Hockey Tour
094,07.02.,18:30,TUR CUP,Akhisarspor,3:1,Kasimpasa,Türkei Türkiye Kupasi
095,07.02.,18:30,GRE CUP,Atromitos Athen,0:1,AEK Athen,Griechenland Cup
096,07.02.,18:30,BB EL,Efes Istanbul TUR,93:74,Gran Canaria ESP,Euroleague
097,07.02.,19:00,BB EL,KK Buducnost V MNE,90:98,Khimki Moskau RUS,Euroleague
098,07.02.,19:00,HB GER,VfL Gummersbach,20:20,Ludwigshafen,Deutsche Handball Bundesliga
099,07.02.,19:00,HB GER,TBV Lemgo,34:30,Füchse Berlin,Deutsche Handball Bundesliga
100,07.02.,19:00,HB GER,Hannover Burgd.,33:22,TVB Stuttgart,Deutsche Handball Bundesliga
101,07.02.,19:00,EH TOUR,Tschechien*,5:2,Schweden,Euro Hockey Tour
102,07.02.,20:00,EH FS,Österreich,2:4,Dänemark,"Freundschaftsspiele, Herren"
103,07.02.,20:05,BB EL,M.Tel Aviv ISR,65:64,Olympiakos P. GRE,Euroleague
104,07.02.,20:30,ITA A,Lazio Rom,1:0,FC Empoli,Italien Serie A
105,07.02.,20:30,FRA 3,Rodez Aveyron,2:1,FC Chambly,Frankreich National
106,07.02.,20:45,HB CL,HBC Nantes FRA,31:35,Paris Handball FRA,"Champions League, Herren"
107,07.02.,21:00,BB EL,FC Barcelona ESP,78:72,BC Zalgiris LTU,Euroleague
108,07.02.,21:00,ESP CUP,Betis Sevilla,2:2,FC Valencia,Spanien Copa del Rey
109,07.02.,21:00,FRA CUP,EA Guingamp,1:2,Olympique Lyon,Frankreich Coupe de France
110,07.02.,22:15,COPA S,EC Bahia BA BRA,0:1,Liverpool Mont URU,Copa Sudamericana
111,08.02.,00:30,COPA S,Dep.Santani PAR,1:1,CD Once Caldas COL,Copa Sudamericana
112,08.02.,00:30,COPA L,Dvo. La Guaira VEN,0:1,Atletico Nac. COL,Copa Libertadores
113,08.02.,01:00,NHL,Florida Panthers,2:2,Pittsburgh Peng.,USA NHL
114,08.02.,01:00,NHL,Philadelphia Fl.,2:2,Los Angeles Kings,USA NHL
115,08.02.,01:00,NHL,Washington Cap.,3:3,Colorado Avalan.,USA NHL
116,08.02.,01:30,NHL,Montreal Canad.,5:2,Winnipeg Jets,USA NHL
117,08.02.,01:30,NHL,Detroit Red Wings,3:4,Vegas Gold.Knights,USA NHL
118,08.02.,01:30,NHL,Tampa Bay Lightn.,0:0,St. Louis Blues,USA NHL
119,08.02.,02:00,NHL,Nashville Pred.,2:2,Dallas Stars,USA NHL
120,08.02.,03:00,NHL,Calgary Flames,2:5,San Jose Sharks,USA NHL
