Num,Date,Time,League,Team 1,Score,Team 2,League Name
033,18.05.,13:30,GER 3,E. Braunschweig,1:1,Energie Cottbus,Deutschland 3. Liga
034,18.05.,15:00,ITA A,Udinese Calcio,3:2,Spal Ferrara,Italien Serie A
035,18.05.,15:30,GER BL,FC Bayern München,5:1,Eintr. Frankfurt,Deutschland Bundesliga
036,18.05.,15:30,GER BL,FC Schalke 04,0:0,VfB Stuttgart,Deutschland Bundesliga
037,18.05.,15:30,GER BL,Mönchengladbach,0:2,Bor. Dortmund,Deutschland Bundesliga
038,18.05.,15:30,GER BL,Hertha BSC,1:5,Bayer Leverkusen,Deutschland Bundesliga
039,18.05.,15:30,GER BL,Werder Bremen,2:1,RB Leipzig,Deutschland Bundesliga
040,18.05.,15:30,GER BL,SC Freiburg,5:1,1. FC Nürnberg,Deutschland Bundesliga
041,18.05.,15:30,GER BL,FSV Mainz 05,4:2,TSG Hoffenheim,Deutschland Bundesliga
042,18.05.,15:30,GER BL,VfL Wolfsburg,8:1,FC Augsburg,Deutschland Bundesliga
043,18.05.,15:30,GER BL,Fortuna Düsseldorf,2:1,Hannover 96,Deutschland Bundesliga
044,18.05.,16:15,ESP 1,FC Sevilla,2:0,Athletic Bilbao,Spanien Primera Division
045,18.05.,16:15,ESP 1,Getafe CF,2:2,Villarreal CF,Spanien Primera Division
046,18.05.,16:15,ESP 1,Espanyol Barcelona,2:0,Real Sociedad,Spanien Primera Division
047,18.05.,16:15,ESP 1,Real Valladolid,0:2,FC Valencia,Spanien Primera Division
048,18.05.,16:15,EH WM,Kanada,8:1,Deutschland,Eishockey WM
049,18.05.,17:00,AUT BL,SCR Altach,3:1,TSV Hartberg,"Österreich Bundesliga, Qualifikationsgruppe"
050,18.05.,17:00,AUT BL,Admira Wacker,3:2,Wacker Innsbruck,"Österreich Bundesliga, Qualifikationsgruppe"
051,18.05.,17:00,AUT BL,SV Mattersburg,1:0,SK Rapid Wien,"Österreich Bundesliga, Qualifikationsgruppe"
052,18.05.,18:00,CL DAM,Ol.Lyon D FRA,4:1,Barcelona D ESP,UEFA Champions League Damen
053,18.05.,18:00,ENG FA,Manchester City,6:0,FC Watford,England FA Cup
054,18.05.,18:00,ITA A,FC Genua,1:1,Cagliari Calcio,Italien Serie A
055,18.05.,18:00,TUR 1,Trabzonspor,2:1,Besiktas Istanbul,Türkei Süper Lig
056,18.05.,19:00,BB AUT,Oberwart Gunners,58:71,Swans Gmunden,Österreich Basketball Superliga
057,18.05.,19:30,POR 1,FC Porto,2:1,Sporting Lissabon,Portugal Primeira Liga
058,18.05.,20:15,EH WM,Schweden,4:3,Schweiz,Eishockey WM
059,18.05.,20:15,BB AUT,Kapfenberg Bulls,89:82,Klosterneuburg,Österreich Basketball Superliga
060,18.05.,20:30,ITA A,US Sassuolo,0:0,AS Roma,Italien Serie A
061,18.05.,20:45,ESP 1,SD Huesca,2:1,CD Leganes,Spanien Primera Division
062,18.05.,20:45,ESP 1,Celta de Vigo,2:2,Rayo Vallecano,Spanien Primera Division
063,18.05.,20:45,ESP 1,CD Alaves,2:1,FC Girona,Spanien Primera Division
064,18.05.,21:00,FRA 1,Paris SG,4:0,Dijon Football,Frankreich Ligue 1
065,18.05.,21:00,FRA 1,Lille OSC,5:0,SCO Angers,Frankreich Ligue 1
066,18.05.,21:00,FRA 1,Olympique Lyon,4:0,SM Caen,Frankreich Ligue 1
067,18.05.,21:00,FRA 1,HSC Montpellier,1:1,FC Nantes,Frankreich Ligue 1
068,18.05.,21:00,FRA 1,Bordeaux,0:1,Stade de Reims,Frankreich Ligue 1
069,18.05.,21:00,FRA 1,EA Guingamp,2:2,Olympique Nimes,Frankreich Ligue 1
070,18.05.,21:00,FRA 1,AS Saint Etienne,3:0,OGC Nizza,Frankreich Ligue 1
071,18.05.,21:00,FRA 1,Racing Strasbourg,0:2,Stade Rennes,Frankreich Ligue 1
072,18.05.,21:00,FRA 1,FC Toulouse,2:5,Olymp. Marseille,Frankreich Ligue 1
073,18.05.,21:00,FRA 1,AS Monaco,2:0,Amiens SC,Frankreich Ligue 1
074,19.05.,10:30,AUT 2,WSG Swarovs. Tirol,3:1,SKU Amstetten,Österreich Zweite Liga
075,19.05.,12:00,ESP 1,Real Madrid,0:2,Betis Sevilla,Spanien Primera Division
076,19.05.,12:30,ITA A,AC Chievo Verona,0:0,Sampdoria Genua,Italien Serie A
077,19.05.,14:00,SUI CUP,FC Basel,2:1,FC Thun,Schweiz Cup
078,19.05.,15:00,ITA A,FC Empoli,4:1,FC Torino,Italien Serie A
079,19.05.,15:00,ITA A,FC Parma,1:0,AC Fiorentina,Italien Serie A
080,19.05.,15:30,GER 2,Hamburger SV,3:0,MSV Duisburg,Deutschland 2. Bundesliga
081,19.05.,15:30,GER 2,Arminia Bielefeld,1:0,Holstein Kiel,Deutschland 2. Bundesliga
082,19.05.,15:30,GER 2,Jahn Regensburg,2:2,SV Sandhausen,Deutschland 2. Bundesliga
083,19.05.,15:30,GER 2,VfL Bochum,2:2,FC Union Berlin,Deutschland 2. Bundesliga
084,19.05.,15:30,GER 2,SV Darmstadt 98,1:0,Erzgebirge Aue,Deutschland 2. Bundesliga
085,19.05.,15:30,GER 2,FC Heidenheim,4:2,FC Ingolstadt,Deutschland 2. Bundesliga
086,19.05.,15:30,GER 2,Dynamo Dresden,3:1,SC Paderborn,Deutschland 2. Bundesliga
087,19.05.,15:30,GER 2,Greuther Fürth,2:1,FC St. Pauli,Deutschland 2. Bundesliga
088,19.05.,15:30,GER 2,FC Magdeburg,1:1,1. FC Köln,Deutschland 2. Bundesliga
089,19.05.,16:00,SCO PS,Celtic Glasgow,2:1,Heart of Midl.,Schottland Premiership
090,19.05.,16:15,ESP 1,SD Eibar,2:2,FC Barcelona,Spanien Primera Division
091,19.05.,16:15,EH WM,Österreich,0:8,Tschechien,Eishockey WM
092,19.05.,16:15,EH WM,Deutschland,1:3,USA,Eishockey WM
093,19.05.,17:00,AUT BL,SKN St. Pölten,0:1,LASK Linz,Österreich Bundesliga
094,19.05.,17:00,AUT BL,FK Austria Wien,2:0,Wolfsberger AC,Österreich Bundesliga
095,19.05.,17:00,AUT BL,SK Sturm Graz,1:2,RB Salzburg,Österreich Bundesliga
096,19.05.,18:00,ITA A,AC Milan,2:0,Frosinone Calcio,Italien Serie A
097,19.05.,18:00,TUR 1,Galatasaray,2:1,Istanbul Basakseh.,Türkei Süper Lig
098,19.05.,20:15,EH WM,Schweiz,0:3,Russland,Eishockey WM
099,19.05.,20:30,ITA A,SSC Napoli,4:1,Inter Mailand,Italien Serie A
100,19.05.,20:30,ITA A,Juventus Turin,1:1,Atalanta Bergamo,Italien Serie A
101,20.05.,17:30,FIN 1,Vaasa PS,0:1,Rovaniemi PS,Finnland Veikkausliiga
102,20.05.,17:30,FIN 1,KPV Kokkola,1:1,HIFK Helsinki,Finnland Veikkausliiga
103,20.05.,17:30,FIN 1,Tampereen Ilves,0:0,IFK Mariehamn,Finnland Veikkausliiga
104,20.05.,17:30,FIN 1,FC Lahti,3:0,HJK Helsinki,Finnland Veikkausliiga
105,20.05.,18:00,RUS PL,FC Rubin Kazan,0:0,FK Anzhi,Russland Premier League
106,20.05.,18:00,CRO 1,NK Rudes,0:1,NK Slaven Belupo,Kroatien 1. HNL
107,20.05.,19:00,TUR 1,Erzurum BB,0:1,Fenerbahce,Türkei Süper Lig
108,20.05.,19:00,DEN 1,Bröndby IF,4:1,FC Midtjylland,Dänemark Superligaen
109,20.05.,19:00,BUL 1,PFC Slavia Sofia,1:0,Et. Veliko Tarnovo,Bulgarien Premier League
110,20.05.,19:00,NOR 1,Molde FK,5:1,Viking FK,Norwegen Tippeligaen
111,20.05.,19:00,SWE 1,IFK Norrköping,2:0,GIF Sundsvall,Schweden Allsvenskan
112,20.05.,19:00,SWE 1,AIK Stockholm,2:0,Falkenbergs FF,Schweden Allsvenskan
113,20.05.,19:00,SWE 1,Östersunds FK,1:3,Örebro SK,Schweden Allsvenskan
114,20.05.,19:00,SWE 1,IFK Göteborg,0:0,Hammarby IF,Schweden Allsvenskan
115,20.05.,19:00,SWE 2,IF Brommapojkarna,0:2,Jönköpings Södra,Schweden Superettan
116,20.05.,20:00,ROU 1,AFC Astra Giurgiu,3:2,Sepsi Sf.Gheorghe,Rumänien Liga 1
117,20.05.,20:15,EH WM,Österreich,3:3,Italien,Eishockey WM
118,20.05.,20:30,ITA A,Lazio Rom,3:3,Bologna FC,Italien Serie A
119,20.05.,21:00,ESP 2,Albacete Balompie,0:1,Granada CF,Spanien Segunda Division
120,20.05.,21:15,ISL 1,KR Reykjavik,3:2,HK Kopavogs,Island Urvalsdeild
