Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,17.05.,16:15,EH WM,Österreich,3:5,Norwegen,Eishockey WM
002,17.05.,16:15,EH WM,Frankreich,3:6,Slowakei,Eishockey WM
003,17.05.,17:00,DEN CUP,FC Midtjylland,1:1,Bröndby IF,Dänemark Landspokalturneringen
004,17.05.,17:30,FIN 1,FC Inter Turku,1:0,Kuopio PS,Finnland Veikkausliiga
005,17.05.,19:00,HB AUT,Alpla HC Hard,29:25,SG Westwien,Österreich HLA
006,17.05.,19:00,AUT RLO,SV Mattersburg Am.,2:1,SC Team Wr. Linien,Österreich Regionalliga Ost
007,17.05.,19:00,AUT RLO,SC Parndorf,0:3,ASK Ebreichsdorf,Österreich Regionalliga Ost
008,17.05.,19:00,AUT RLM,SV Allerheiligen,3:2,Grazer AK,Österreich Regionalliga Mitte
009,17.05.,19:10,AUT 2,Austria Lustenau,0:0,SV Ried,Österreich Zweite Liga
010,17.05.,19:10,AUT 2,SC Wiener Neustadt,0:0,Kapfenberger SV,Österreich Zweite Liga
011,17.05.,19:10,AUT 2,BW Linz,0:5,Young Violets A.W.,Österreich Zweite Liga
012,17.05.,19:10,AUT 2,Wack. Innsbruck II,1:1,SV Horn,Österreich Zweite Liga
013,17.05.,19:10,AUT 2,Austria Klagenfurt,2:0,SV Lafnitz,Österreich Zweite Liga
014,17.05.,19:10,AUT 2,FC Juniors OÖ,4:1,SK Vorwärts Steyr,Österreich Zweite Liga
015,17.05.,19:10,AUT 2,Floridsdorfer AC,3:0,FC Liefering,Österreich Zweite Liga
016,17.05.,19:30,AUT RLO,FC Mauerwerk,2:0,SK Rapid Wien II,Österreich Regionalliga Ost
017,17.05.,19:30,AUT RLO,Wiener Sport-Club,2:0,Marchfeld Donauaue,Österreich Regionalliga Ost
018,17.05.,19:30,TUR 1,Kasimpasa,1:1,Konyaspor,Türkei Süper Lig
019,17.05.,20:30,BEL 1,KV Kortrijk,4:0,Cercle Brügge KSV,Belgien Jupiler Pro League
020,17.05.,20:30,BEL 1,RE Mouscron,2:4,Waasland-Beveren,Belgien Jupiler Pro League
021,17.05.,20:45,ENG 1,Charlton Athletic,1:2,Doncaster Rovers,England League One
022,17.05.,20:45,SCO PS,Dundee United,3:0,Inverness CT,Schottland Premiership
023,17.05.,20:45,IRL 1,Cork City FC,0:2,FC Dundalk,Irland Premier Division
024,17.05.,20:45,IRL 1,St Patrick's,1:1,Boh. Dublin,Irland Premier Division
025,17.05.,20:45,IRL 1,UC Dublin,0:1,FC Shamrock Rovers,Irland Premier Division
026,17.05.,21:00,ESP 2,Real Saragossa,4:2,Sporting Gijon,Spanien Segunda Division
027,17.05.,21:00,ITA B,Spezia Calcio,1:2,AS Cittadella,Italien Serie B
028,17.05.,21:00,IRL 1,FC Finn Harps,3:2,Waterford United,Irland Premier Division
029,17.05.,21:00,BB EL,ZSKA Moskau RUS*,95:90,Real Madrid BC ESP,Euroleague
030,17.05.,21:30,POR 1,Sporting Braga,2:0,Portimonense SC,Portugal Primeira Liga
031,18.05.,13:00,ESP 1,Levante UD,2:2,Atletico Madrid,Spanien Primera Division
032,18.05.,13:30,GER 3,FC Kaiserslautern,4:2,SV Meppen,Deutschland 3. Liga
