Num,Date,Time,League,Team 1,Score,Team 2,League Name
108,13.06.,17:00,AUT BL,Admira Wacker,0:3,WSG Swarovs. Tirol,"Österreich Bundesliga, Qualifikationsgruppe"
109,13.06.,17:00,AUT BL,SCR Altach,2:0,SKN St. Pölten,"Österreich Bundesliga, Qualifikationsgruppe"
110,13.06.,18:30,GER BL,FC Bayern München,2:1,Mönchengladbach,Deutschland Bundesliga
111,12.06.,20:30,GER BL,TSG Hoffenheim,0:2,RB Leipzig,Deutschland Bundesliga
112,13.06.,15:30,GER BL,Hertha BSC,1:4,Eintr. Frankfurt,Deutschland Bundesliga
113,14.06.,18:00,GER BL,FC Schalke 04,1:1,Bayer Leverkusen,Deutschland Bundesliga
114,13.06.,15:30,GER BL,Fortuna Düsseldorf,0:1,Bor. Dortmund,Deutschland Bundesliga
115,13.06.,15:30,GER BL,VfL Wolfsburg,2:2,SC Freiburg,Deutschland Bundesliga
116,13.06.,15:30,GER BL,1. FC Köln,1:2,FC Union Berlin,Deutschland Bundesliga
117,13.06.,15:30,GER BL,SC Paderborn,1:5,Werder Bremen,Deutschland Bundesliga
118,14.06.,15:30,GER BL,FSV Mainz 05,0:1,FC Augsburg,Deutschland Bundesliga
