Date,League,Team 1,Score,Team 2,League Name
25.12. 16:00,EGY 1,Al Ittihad,0:0,Modern Sport FC,Ägypten Premier League
25.12. 18:00,MAR 1,Maghrib Tetouan,1:2,AS FAR Rabat,"Marokko, 1. Liga"
25.12. 18:30,GOLF-C,Bahrain,2:0,Irak,Golf Cup
25.12. 19:00,ISR LCP,Maccabi Haifa*,1:3,Maccabi Tel Aviv,"Israel, League Cup Premier"
25.12. 19:00,NFL,Pittsbgh. Steelers,10:29,Kansas City Chiefs,USA NFL
25.12. 19:00,EGY 1,Pyramids FC,3:0,Pharco FC,Ägypten Premier League
26.12. 13:30,ENG PL,Manchester City,1:1,FC Everton,England Premier League
26.12. 13:30,BEL 1,Royal Antwerpen,2:2,KRC Genk,Belgien Jupiler Pro League
26.12. 16:00,BEL 1,Club Brügge,4:3,KVC Westerlo,Belgien Jupiler Pro League
26.12. 16:00,ENG PL,FC Chelsea,1:2,FC Fulham,England Premier League
26.12. 16:00,ENG PL,Newcastle United,3:0,Aston Villa,England Premier League
26.12. 16:00,ENG PL,Nottingham Forest,1:0,Tottenham,England Premier League
26.12. 16:00,ENG PL,AFC Bournemouth,0:0,Crystal Palace,England Premier League
26.12. 16:00,ENG PL,FC Southampton,0:1,West Ham United,England Premier League
26.12. 16:00,ENG CS,FC Watford,2:1,FC Portsmouth,England Championship
26.12. 16:00,ENG CS,Swansea City,3:0,Queens Park R.,England Championship
26.12. 16:00,ENG CS,Sheffield United,0:2,FC Burnley,England Championship
26.12. 16:00,ENG CS,Norwich City,2:1,FC Millwall,England Championship
26.12. 16:00,ENG CS,Middlesbrough,3:3,Sheffield Wednes.,England Championship
26.12. 16:00,ENG CS,Blackburn Rovers,2:2,AFC Sunderland,England Championship
26.12. 16:00,SCO PS,FC Kilmarnock,4:0,FC Aberdeen,Schottland Premiership
26.12. 16:00,SCO PS,Celtic Glasgow,4:0,FC Motherwell,Schottland Premiership
26.12. 17:30,EH AUT,EC VSV,4:1,HC Pustertal,win2day ICE Hockey League
26.12. 17:30,EH AUT,Black Wings Linz,1:4,Fehervar AV19,win2day ICE Hockey League
26.12. 18:30,EH AUT,EC Graz 99ers,2:3,EC RB Salzburg,win2day ICE Hockey League
26.12. 18:30,BEL 1,KV Mechelen,0:0,Standard Lüttich,Belgien Jupiler Pro League
26.12. 18:30,ENG PL,Wolverhampton,2:0,Manchester United,England Premier League
26.12. 18:30,ENG CS,Derby County,2:1,West Bromwich,England Championship
26.12. 18:45,SCO PS,FC St. Mirren,2:1,Glasgow Rangers,Schottland Premiership
26.12. 19:45,EH AUT,HC Bozen Foxes,0:3,EC KAC,win2day ICE Hockey League
26.12. 20:45,BEL 1,KAA Gent,1:3,Saint Gilloise,Belgien Jupiler Pro League
26.12. 21:00,ENG PL,FC Liverpool,3:1,Leicester City,England Premier League
26.12. 21:00,ENG CS,Stoke City,0:2,Leeds United,England Championship
27.12. 15:30,GOLF-C,Ver. Arab. Emirate,1:1,Oman,Golf Cup
27.12. 15:30,GOLF-C,Kuwait,1:1,Katar,Golf Cup
27.12. 17:30,EH FIN,Tappara Tampere,3:2,JYP Jyväskylä,Finnland SM-Liiga
27.12. 17:30,EH FIN,KooKoo Kouvola,3:4,Jukurit Mikkeli,Finnland SM-Liiga
27.12. 17:30,EH FIN,Lukko Rauma,5:3,Ilves Tampere,Finnland SM-Liiga
27.12. 17:30,EH FIN,KalPa Kuopio,9:2,SaiPa Lappeenr.,Finnland SM-Liiga
27.12. 18:30,BEL 1,OH Leuven,2:0,Beerschot VA,Belgien Jupiler Pro League
27.12. 20:30,ENG PL,Brighton & Hove,0:0,FC Brentford,England Premier League
27.12. 20:30,BB EL,Bayern München GER,69:80,Panathinaikos GRE,Euroleague
27.12. 20:30,BB EL,Partizan Belgr SRB,90:81,Fenerbahce TUR,Euroleague
27.12. 20:30,BB EL,Barcelona Bask ESP,74:78,KK Roter Stern SRB,Euroleague
27.12. 20:45,BEL 1,St. Truiden VV,1:1,Cercle Brügge,Belgien Jupiler Pro League
27.12. 20:45,BEL 1,RSC Anderlecht,2:3,FCV Dender EH,Belgien Jupiler Pro League
27.12. 20:45,SCO CS,Dunfermline,3:3,FC Falkirk,Schottland Championship
27.12. 21:15,ENG PL,FC Arsenal,1:0,Ipswich Town,England Premier League
27.12. 21:15,POR 1,FC Arouca,1:1,Gil Vicente,Portugal Primeira Liga
28.12. 14:00,EH GER,Adler Mannheim,1:4,Kölner Haie,Deutschland Eishockey Liga
28.12. 15:00,ITA A,FC Parma,2:1,AC Monza,Italien Serie A
28.12. 15:00,ITA A,FC Empoli,1:2,FC Genua,Italien Serie A
28.12. 15:30,GOLF-C,Bahrain,1:2,Jemen,Golf Cup
28.12. 15:30,GOLF-C,Irak,1:3,Saudi Arabien,Golf Cup
28.12. 16:00,SCO CS,FC Raith Rovers,2:1,FC Livingston,Schottland Championship
28.12. 16:00,SCO CS,Partick Thistle,2:1,FC Queens Park,Schottland Championship
28.12. 16:00,SCO CS,Hamilton FC,3:2,Airdrie Utd.,Schottland Championship
28.12. 16:00,SCO CS,Ayr United,0:0,Greenock Morton,Schottland Championship
28.12. 16:30,POR 1,AVS Futebol SAD,1:1,CF Estrela,Portugal Primeira Liga
28.12. 16:30,EH GER,Eisbären Berlin,7:3,Schwenninger W.W.,Deutschland Eishockey Liga
28.12. 17:15,EH GER,Nürnberg Ice Tiger,4:1,EHC München,Deutschland Eishockey Liga
28.12. 17:30,EH AUT,HC Innsbruck,4:4,EC VSV,win2day ICE Hockey League
28.12. 17:30,EH AUT,Fehervar AV19,0:3,Vienna Capitals,win2day ICE Hockey League
28.12. 18:00,ITA A,Cagliari Calcio,0:3,Inter Mailand,Italien Serie A
28.12. 18:30,EH AUT,EC Graz 99ers,5:2,Black Wings Linz,win2day ICE Hockey League
28.12. 19:00,POR 1,Estoril Praia,2:2,Moreirense FC,Portugal Primeira Liga
28.12. 19:15,EH AUT,EC RB Salzburg,1:6,Pion. Vorarlberg,win2day ICE Hockey League
28.12. 20:45,ITA A,Lazio Rom,1:1,Atalanta Bergamo,Italien Serie A
28.12. 21:30,POR 1,FC Porto,4:0,Boavista FC,Portugal Primeira Liga
29.12. 12:30,ITA A,Udinese Calcio,2:2,FC Torino,Italien Serie A
29.12. 13:30,ENG CS,Norwich City,1:1,Queens Park R.,England Championship
29.12. 13:30,ENG CS,Sheffield United,1:1,West Bromwich,England Championship
29.12. 13:30,ENG CS,Preston North End,3:1,Sheffield Wednes.,England Championship
29.12. 15:00,ITA A,SSC Napoli,1:0,Venezia FC,Italien Serie A
29.12. 15:30,ENG PL,Leicester City,0:2,Manchester City,England Premier League
29.12. 16:00,ENG PL,Tottenham,2:2,Wolverhampton,England Premier League
29.12. 16:00,ENG PL,FC Fulham,2:2,AFC Bournemouth,England Premier League
29.12. 16:00,ENG PL,FC Everton,0:2,Nottingham Forest,England Premier League
29.12. 16:00,ENG PL,Crystal Palace,2:1,FC Southampton,England Premier League
29.12. 16:00,ENG CS,Swansea City,2:1,Luton Town,England Championship
29.12. 16:00,ENG CS,Stoke City,1:0,AFC Sunderland,England Championship
29.12. 16:00,ENG CS,Coventry City,0:0,FC Millwall,England Championship
29.12. 16:00,SCO PS,FC Motherwell,2:2,Glasgow Rangers,Schottland Premiership
29.12. 16:00,SCO PS,Celtic Glasgow,4:0,FC St. Johnstone,Schottland Premiership
29.12. 18:00,ITA A,Juventus Turin,2:2,AC Fiorentina,Italien Serie A
29.12. 18:15,ENG PL,West Ham United,0:5,FC Liverpool,England Premier League
29.12. 18:45,ENG CS,Derby County,0:1,Leeds United,England Championship
29.12. 19:00,NFL,Philadelph. Eagles,41:7,Dallas Cowboys,USA NFL
29.12. 20:45,ITA A,AC Milan,1:1,AS Roma,Italien Serie A
29.12. 21:00,ENG CS,Middlesbrough,0:0,FC Burnley,England Championship
29.12. 21:30,POR 1,Sporting Lissabon,1:0,Benfica Lissabon,Portugal Primeira Liga
29.12. 22:25,NFL,Minnesota Vikings,27:25,Green Bay Packers,USA NFL
