Date,League,Team 1,Score,Team 2,League Name
05.06. 19:00,INT FS,Weißrussland,4:1,Kasachstan,Internationale Freundschaftsspiele
05.06. 19:00,SWE 3S,FC Trollhättan,4:0,IFK Skövde FK,Schweden Div 1 Södra
05.06. 19:00,HB GER,HSV Hamburg,33:29,HSG Wetzlar,Deutsche Handball Bundesliga
05.06. 19:00,HB GER,Füchse Berlin,45:35,VfL Gummersbach,Deutsche Handball Bundesliga
05.06. 19:00,HB GER,FA Göppingen,28:27,TVB Stuttgart,Deutsche Handball Bundesliga
05.06. 19:30,EGT CUP,El Zamalek,1:1,Pyramids FC,"Ägypten, Cup"
05.06. 20:15,WMQ ASI,Kuwait,0:2,Palästina,"WM Qualifikation, Asien"
05.06. 20:15,WMQ ASI,Irak,0:2,Südkorea,"WM Qualifikation, Asien"
05.06. 20:15,WMQ ASI,Nordkorea*,2:2,Kirgisistan,"WM Qualifikation, Asien"
05.06. 20:15,WMQ ASI,Katar,1:0,Iran,"WM Qualifikation, Asien"
05.06. 20:45,BB ITA,Olimpia Milano,68:78,Bologna,Italien A1
05.06. 21:00,UEFA NL,Spanien*,5:4,Frankreich,UEFA Nations League
05.06. 21:00,UEFA NL,Spanien,5:5,Frankreich+1,UEFA Nations League
05.06. 21:00,UEFA NL,Spanien+1,6:4,Frankreich,UEFA Nations League
05.06. 23:00,BRA 2,Botafogo FC SP,0:0,Coritiba FC PR,Brasilien Brasilero Serie B
06.06. 01:00,WMQCONM,Paraguay,2:0,Uruguay,"WM Qualifikation, CONMEBOL"
06.06. 01:00,WMQCONM,Paraguay,2:1,Uruguay+1,"WM Qualifikation, CONMEBOL"
06.06. 01:00,WMQCONM,Paraguay+1,3:0,Uruguay,"WM Qualifikation, CONMEBOL"
06.06. 01:00,WMQCONM,Ecuador,0:0,Brasilien,"WM Qualifikation, CONMEBOL"
06.06. 01:00,WMQCONM,Ecuador,0:1,Brasilien+1,"WM Qualifikation, CONMEBOL"
06.06. 01:00,WMQCONM,Ecuador+1,1:0,Brasilien,"WM Qualifikation, CONMEBOL"
06.06. 02:30,NBA,Oklahoma City Th.,110:111,Indiana Pacers,USA NBA
06.06. 03:00,WMQCONM,Chile,0:1,Argentinien,"WM Qualifikation, CONMEBOL"
06.06. 03:00,WMQCONM,Chile+1,1:1,Argentinien,"WM Qualifikation, CONMEBOL"
06.06. 20:00,BB GRE,BC Panathinaikos,88:99,Olympiakos Piräus,Griechenland A1
06.06. 20:45,WM Q,Tschechien,2:0,Montenegro,"WM Qualifikation, Europa"
06.06. 20:45,WM Q,Nordmazedonien,1:1,Belgien,"WM Qualifikation, Europa"
06.06. 20:45,WM Q,Norwegen,3:0,Italien,"WM Qualifikation, Europa"
06.06. 20:45,WM Q,Estland,1:3,Israel,"WM Qualifikation, Europa"
06.06. 22:30,WMQCONM,Kolumbien,0:0,Peru,"WM Qualifikation, CONMEBOL"
07.06. 00:00,WMQCONM,Venezuela,2:0,Bolivien,"WM Qualifikation, CONMEBOL"
07.06. 18:00,WM Q,Malta,0:0,Litauen,"WM Qualifikation, Europa"
07.06. 20:45,WM Q,Finnland,0:2,Niederlande,"WM Qualifikation, Europa"
07.06. 20:45,WM Q,Albanien,0:0,Serbien,"WM Qualifikation, Europa"
07.06. 20:45,WM Q,Österreich,2:1,Rumänien,"WM Qualifikation, Europa"
07.06. 20:45,WM Q,Österreich,2:2,Rumänien+1,"WM Qualifikation, Europa"
07.06. 20:45,WM Q,Österreich,2:3,Rumänien+2,"WM Qualifikation, Europa"
09.06. 16:00,WM Q,Kasachstan,0:1,Nordmazedonien,"WM Qualifikation, Europa"
09.06. 20:45,WM Q,Kroatien,5:1,Tschechien,"WM Qualifikation, Europa"
09.06. 20:45,WM Q,Belgien,4:3,Wales,"WM Qualifikation, Europa"
10.06. 20:45,WM Q,Finnland,2:1,Polen,"WM Qualifikation, Europa"
10.06. 20:45,WM Q,Lettland,1:1,Albanien,"WM Qualifikation, Europa"
10.06. 22:00,WMQCONM,Bolivien,2:0,Chile,"WM Qualifikation, CONMEBOL"
11.06. 01:00,WMQCONM,Uruguay,2:0,Venezuela,"WM Qualifikation, CONMEBOL"
11.06. 02:00,WMQCONM,Argentinien,1:1,Kolumbien,"WM Qualifikation, CONMEBOL"
11.06. 02:45,WMQCONM,Brasilien,1:0,Paraguay,"WM Qualifikation, CONMEBOL"
11.06. 03:30,WMQCONM,Peru,0:0,Ecuador,"WM Qualifikation, CONMEBOL"
