Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,21.07.,11:30,AUS 1,Sydney FC,1:2,Newcastle Jets,Australien Hyundai A-League
002,21.07.,15:00,MLSBACK,FC Toronto*,0:0,New England Rev.,"USA, MLS is Back Tournament"
003,21.07.,17:00,LAT 1,FS Metta,2:2,Valmiera FK,Lettland LMT Virsliga
004,21.07.,17:30,ROU 2A,Rapid Bukarest,1:2,FC Arges Pitesti,"Rumänien Liga 2, Seria 1"
005,21.07.,17:30,FIN 1,Rovaniemi PS,1:1,Tampereen Ilves,Finnland Veikkausliiga
006,21.07.,18:15,SUI 2,FC Vaduz,2:1,FC Lausanne-Sport,Schweiz Challenge League
007,21.07.,18:15,SUI 2,FC Winterthur,2:2,FC Wil 1900,Schweiz Challenge League
008,21.07.,18:15,SUI 2,FC Aarau,2:2,FC Chiasso,Schweiz Challenge League
009,21.07.,18:30,AUT 2,BW Linz,1:2,SKU Amstetten,Österreich Zweite Liga
010,21.07.,18:30,AUT 2,BW Linz,1:3,SKU Amstetten+1,Österreich Zweite Liga
011,21.07.,19:00,ENG PL,FC Watford,0:4,Manchester City,England Premier League
012,21.07.,19:00,ENG PL,FC Watford+1,1:4,Manchester City,England Premier League
013,21.07.,19:00,FS,Paris SG FRA,4:0,Celtic Glasgow SCO,Freundschaftsspiele International (Klub)
014,21.07.,19:00,NOR 2,Ranheim IL,1:2,Tromsö IL,Norwegen Adeccoligaen
015,21.07.,19:00,LAT 1,FC Riga,1:0,FK Ventspils,Lettland LMT Virsliga
016,21.07.,19:30,ITA A,Atalanta Bergamo,1:0,Bologna FC,Italien Serie A
017,21.07.,19:30,ITA A,Atalanta Bergamo,1:1,Bologna FC+1,Italien Serie A
018,21.07.,20:00,POR 1,Sporting Lissabon,0:0,Vitoria Setubal,Portugal Primeira Liga
019,21.07.,20:00,ROU 2A,AFC Turris-Oltul,0:0,Petrolul Ploiesti,"Rumänien Liga 2, Seria 1"
020,21.07.,20:30,SUI 2,Grasshoppers,5:3,FC Schaffhausen,Schweiz Challenge League
021,21.07.,20:30,SUI 2,FC Stade Ls Ouchy,2:0,SC Kriens,Schweiz Challenge League
022,21.07.,21:15,ISL 2,Throttur Reykjavik,2:2,Fram Reykjavik,Island 2. Liga
023,21.07.,21:15,ISL 2,UMF Grindavik,2:2,Afturelding,Island 2. Liga
