Date,League,Team 1,Score,Team 2,League Name
08.05. 18:00,NOR CUP,Raufoss IL,2:3,Fredrikstad FK,Norwegen Cup
08.05. 18:00,NOR CUP,Stabaek IF,5:1,Bryne FK,Norwegen Cup
08.05. 18:00,NOR CUP,Valerenga IF,2:2,HamKam,Norwegen Cup
08.05. 18:00,NOR CUP,Molde FK,4:2,Sarpsborg 08,Norwegen Cup
08.05. 18:00,BOS CUP,Zrinjski Mostar,1:0,Borac Banja Luka,Bosnien Cup
08.05. 18:45,CON LG,Club Brügge BEL,1:1,AC Fiorentina ITA,UEFA Europa Conference League
08.05. 18:45,CON LG,Club Brügge,1:2,AC Fiorentina+1,UEFA Europa Conference League
08.05. 18:45,CON LG,Club Brügge+1,2:1,AC Fiorentina,UEFA Europa Conference League
08.05. 19:00,MLT CUP,Birkirkara FC*,0:0,Sliema Wanderers,Malta FA Trophy
08.05. 19:00,BB EL,AS Monaco FRA,70:70,Fenerbahce TUR,Euroleague
08.05. 19:05,NOR CUP,Levanger FK,2:2,Viking FK,Norwegen Cup
08.05. 19:30,AUT RLM,SV Wallern,1:2,SPG Hertha Wels,Österreich Regionalliga Mitte
08.05. 19:30,TUR CUP,Karagümrük,0:4,Trabzonspor,Türkei Türkiye Kupasi
08.05. 19:30,TUR CUP,Karagümrük+1,1:4,Trabzonspor,Türkei Türkiye Kupasi
08.05. 19:30,SUI 3,SC Cham,1:2,Rapperswil-Jona,"Schweiz, 1, Liga Promotion"
08.05. 21:00,BB EL,Barcelona Bask ESP,59:63,Olympiakos P. GRE,Euroleague
08.05. 21:00,ENG 1,Peterborough Utd.,1:1,Oxford United,England League One
08.05. 21:00,ENG 1,Peterborough Utd.,1:2,Oxford United+1,England League One
08.05. 21:00,CL,Real Madrid ESP,2:1,Bayern München GER,UEFA Champions League
08.05. 21:00,CL,Real Madrid,2:2,Bayern München+1,UEFA Champions League
09.05. 00:00,COPA L,CA Talleres ARG,3:1,Barcelona G. ECU,Copa Libertadores
09.05. 00:00,COPA S,Departivo Rayo VEN,1:5,CA Paranaense BRA,Copa Sudamericana
09.05. 00:00,COPA S,Sp. Luqueno PAR,0:0,Coquimbo Un. CHI,Copa Sudamericana
09.05. 02:00,COPA L,Alianza Lima PER,1:1,Cerro Porteno PAR,Copa Libertadores
09.05. 02:00,COPA S,Nac. Potosi BOL,4:1,Fortaleza EC C BRA,Copa Sudamericana
09.05. 02:00,COPA S,Cuiaba MT BRA,3:0,Metropolitanos VEN,Copa Sudamericana
09.05. 02:30,COPA L,Botafogo FR RJ BRA,2:1,LDU Quito ECU,Copa Libertadores
09.05. 02:30,COPA L,Cobresal CHI,1:3,Sao Paulo SP BRA,Copa Libertadores
09.05. 02:30,COPA S,Sportivo Trini PAR,1:2,Boca Juniors ARG,Copa Sudamericana
09.05. 04:00,COPA L,Millonarios COL,1:1,Bolivar La Paz BOL,Copa Libertadores
09.05. 04:00,NHL,Vancouver Can.,5:4,Edmonton Oilers,USA NHL
09.05. 14:00,DA CUP,St. Pölten Frauen*,3:0,Austria W. Frauen,Österreich Frauen Cup
09.05. 14:00,DA CUP,St. Pölten Frauen,3:1,Austria W. Fr+1,Österreich Frauen Cup
09.05. 15:30,BEL CUP,Saint Gilloise*,1:0,Royal Antwerpen,Belgium Beker van Belgie
09.05. 15:30,BEL CUP,Saint Gilloise,1:1,Royal Antwerpen+1,Belgium Beker van Belgie
09.05. 16:00,GER CDA,Bayern M. Frauen*,0:2,Wolfsburg Frauen,Deutschland DFB Pokal Frauen
09.05. 16:00,HB WM Q,Georgien,25:27,Österreich,"WM Qualifikation, Männer"
09.05. 17:00,DEN CUP,Silkeborg IF*,1:0,AGF Aarhus,Dänemark Landspokalturneringen
09.05. 17:00,SAUD 1,Al Fayha FC,2:2,Al Fateh SC,Saudi Professional League
09.05. 17:00,SAUD 1,Al Riyadh,0:0,Al Taawoun FC,Saudi Professional League
09.05. 17:30,AUT RLO,SV Leobendorf,1:0,SC Neusiedl,Österreich Regionalliga Ost
09.05. 18:00,SUI 2,FC Wil 1900,3:1,FC Baden,Schweiz Challenge League
09.05. 18:00,SUI 2,FC Stade Nyonnais,1:3,AC Bellinzona,Schweiz Challenge League
09.05. 18:00,SUI 2,FC Aarau,1:2,FC Sion,Schweiz Challenge League
09.05. 18:00,NOR CUP,Strömsgodset IF,3:3,Lilleström SK,Norwegen Cup
09.05. 18:00,BB AUT,Traiskirchen Lions,97:70,Oberwart Gunners,Basketball Superliga
09.05. 18:00,BB AUT,Klosterneuburg,69:70,UBSC Graz,Basketball Superliga
09.05. 18:30,ISR 1,Hap. Beer Sheva,2:1,Maccabi Bnei Reine,Israel Superliga
09.05. 18:30,ISR 1,Hapoel Haifa,1:2,Bnei Sakhnin FC,Israel Superliga
09.05. 20:00,SAUD 1,Al Akhdood,2:3,Al Nasr Riad,Saudi Professional League
09.05. 21:00,EL,Leverkusen GER,2:2,AS Roma ITA,UEFA Europa League
09.05. 21:00,EL,Bayer Leverkusen,2:3,AS Roma+1,UEFA Europa League
09.05. 21:00,EL,Bayer Leverkusen,2:4,AS Roma+2,UEFA Europa League
09.05. 21:00,EL,Atalanta BC ITA,3:0,Ol. Marseille FRA,UEFA Europa League
09.05. 21:00,EL,Atalanta Bergamo,3:1,Olymp. Marseille+1,UEFA Europa League
09.05. 21:00,CON LG,Olympiakos P. GRE,2:0,Aston Villa ENG,UEFA Europa Conference League
09.05. 21:00,CON LG,Olympiakos Pir.+1,3:0,Aston Villa,UEFA Europa Conference League
10.05. 00:00,COPA L,Liverpool Mont URU,0:5,SE Palmeiras S BRA,Copa Libertadores
10.05. 02:00,COPA L,The Strongest BOL,1:0,Estudiantes LP ARG,Copa Libertadores
10.05. 02:00,COPA L,Colo Colo CHI,0:1,Fluminense RJ BRA,Copa Libertadores
