Date,League,Team 1,Score,Team 2,League Name
07.05. 18:00,ISR 2,Sectzya Nes Ziona,1:2,Hapoel Kfar Saba,Israel National League
07.05. 18:00,ISR 2,SC Kfar Qasem,2:0,Hap. Rishon LeZion,Israel National League
07.05. 18:00,ISR 2,Hapoel Akko,1:2,Hapoel Ramat Gan,Israel National League
07.05. 18:00,ISR 2,Hapoel Nof HaGalil,2:0,I. Ramat Hasharon,Israel National League
07.05. 18:00,ISR 2,El Fahem,1:2,Maccabi Herzliya,Israel National League
07.05. 18:00,ISR 2,Ironi K. Shmona,2:0,Ironi Tiberias,Israel National League
07.05. 18:00,CYP 1,Othellos Athienou,3:0,Doxa Katokopias,Zypern 1. Division
07.05. 18:00,CYP 1,Karmiotissa,1:3,Salamis Famagusta,Zypern 1. Division
07.05. 18:00,CYP 1,Ethnikos Achnas,2:0,AEL Limassol,Zypern 1. Division
07.05. 18:00,SERB 1,Spartak Subotica,3:1,FK Radnicki Nis,Serbien Meridijan Superliga
07.05. 18:00,EGY 1,Al Ahly Kairo,4:1,Al Ittihad,Ägypten Premier League
07.05. 18:00,EH FS,Slowakei,2:6,USA,Freundschaftsspiele Männer
07.05. 18:30,GER 2,VfL Osnabrück*,0:4,FC Schalke 04,Deutschland 2. Bundesliga
07.05. 18:30,GER 2,VfL Osnabrück+1,1:4,FC Schalke 04,Deutschland 2. Bundesliga
07.05. 19:00,AUT RLM,SC Weiz,2:2,St. Anna am Aigen,Österreich Regionalliga Mitte
07.05. 19:00,SWE 2,Örgryte Göteborg,0:1,Helsingborgs IF,Schweden Superettan
07.05. 19:00,SERB 1,FK Vozdovac,2:3,Zel. Pancevo,Serbien Meridijan Superliga
07.05. 19:00,MLT CUP,Floriana FC*,2:2,Gzira United FC,Malta FA Trophy
07.05. 19:00,BB AUT,UBSC Graz,88:93,Klosterneuburg,Basketball Superliga
07.05. 19:30,TUR CUP,Besiktas Istanbul,1:0,MKE Ankaragücü,Türkei Türkiye Kupasi
07.05. 19:30,TUR CUP,Besiktas Istanbul,1:1,MKE Ankaragücü+1,Türkei Türkiye Kupasi
07.05. 19:30,RSA PL,Cape Town City FC,2:0,Moroka Swallows FC,"Südafrika, Premier League"
07.05. 19:30,RSA PL,Royal AM FC,0:1,Cape Town Spurs FC,"Südafrika, Premier League"
07.05. 20:15,BB EL,Panathinaikos GRE,81:72,M.Tel Aviv ISR,Euroleague
07.05. 20:15,BB AUT,Oberwart Gunners,67:66,Traiskirchen Lions,Basketball Superliga
07.05. 20:30,ITACRPO,Atalanta BC U23,3:1,AC Trento,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Giana Erminio,3:0,Pro Vercelli,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Legnago Salus SSD,1:0,AC Lumezzane,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,AS Gubbio,0:1,Rimini Calcio,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Juventus Turin U23,2:0,AC Arezzo,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Delfino Pescara,2:2,Pontedera,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Audace Cerignola,1:1,FC Giugliano 1928,"Italien Serie C, Relegations Playoff"
07.05. 20:30,ITACRPO,Taranto Sport,0:0,Latina Calcio,"Italien Serie C, Relegations Playoff"
07.05. 20:45,SCO PS,Airdrie Utd.,2:2,Partick Thistle,Schottland Premiership
07.05. 20:45,SCO CS,FC Alloa Athletic,2:2,Hamilton FC,Schottland Championship
07.05. 20:45,SCO CS,FC Montrose,0:0,Inverness CT,Schottland Championship
07.05. 21:00,ENG 1,Bolton Wanderers,2:3,FC Barnsley,England League One
07.05. 21:00,ENG 1,Bolton Wanderers,2:4,FC Barnsley+1,England League One
07.05. 21:00,ITACRPO,AZ Picerno,2:0,FC Crotone,"Italien Serie C, Relegations Playoff"
07.05. 21:00,CL,Paris SG FRA,0:1,Bor. Dortmund GER,UEFA Champions League
07.05. 21:00,CL,Paris SG,0:2,Bor. Dortmund+1,UEFA Champions League
07.05. 21:00,CL,Paris SG,0:3,Bor. Dortmund+2,UEFA Champions League
08.05. 00:00,COPA L,Caracas FC VEN,0:1,CA Penarol URU,Copa Libertadores
08.05. 00:00,COPA L,Rosario Cen. ARG,0:1,Atletico MG BRA,Copa Libertadores
08.05. 00:00,COPA S,Nacional Asunc PAR,0:2,Corinthians SP BRA,Copa Sudamericana
08.05. 00:00,COPA S,RC Montevideo URU,2:1,Arg. Juniors ARG,Copa Sudamericana
08.05. 02:00,COPA L,Palestino CHI,1:0,Flamengo RJ BRA,Copa Libertadores
08.05. 02:00,COPA L,Club Nacional URU,2:2,CA River Plate ARG,Copa Libertadores
08.05. 02:00,COPA L,Dep. Tachira VEN,1:1,Club Libertad PAR,Copa Libertadores
08.05. 02:00,COPA S,Cesar Vallejo PER,1:5,Ind. Medellin COL,Copa Sudamericana
08.05. 02:30,COPA S,Sp. Ameliano PAR,2:1,Danubio FC URU,Copa Sudamericana
08.05. 02:30,COPA S,Alianza Valled COL,0:3,Cruzeiro EC MG BRA,Copa Sudamericana
08.05. 03:30,NHL,Dallas Stars,3:3,Colorado Avalan.,USA NHL
08.05. 04:00,COPA L,Universitario PER,1:1,Atl. Junior COL,Copa Libertadores
08.05. 04:00,COPA S,Alw.Ready BOL,3:0,Defensa y Jus. ARG,Copa Sudamericana
08.05. 16:00,SERB 1,TSC Backa Topola,4:3,FK Radnicki 1923,Serbien Meridijan Superliga
08.05. 16:00,SERB 1,Napredak Krusevac,3:3,Partizan Belgrad,Serbien Meridijan Superliga
08.05. 17:30,CZE 2,AFK Chrudim,0:2,FK Dukla Prag,Tschechien 2. Liga
08.05. 18:00,CZE 2,FC Zbrojovka Brno,0:2,FK Viktoria Zizkov,Tschechien 2. Liga
08.05. 18:00,SERB 1,FK Vojvodina,2:3,Cukaricki Belgrad,Serbien Meridijan Superliga
