Num,Date,Time,League,Team 1,Score,Team 2,League Name
092,24.03.,20:45,EM Q,Slowenien,1:1,Nordmazedonien,Europameisterschaft Qualifikation
093,24.03.,20:45,EM Q,Polen,2:0,Lettland,Europameisterschaft Qualifikation
094,24.03.,20:45,EM Q,Zypern,0:2,Belgien,Europameisterschaft Qualifikation
095,25.03.,17:30,EH FIN,Pelicans Lahti,1:1,HIFK Helsinki,Finnland SM-Liiga
096,25.03.,17:30,EH FIN,HC TPS Turku,2:2,HPK Hämeenlinna,Finnland SM-Liiga
097,25.03.,17:30,EH FIN,Kärpät Oulu,2:1,Ilves Tampere,Finnland SM-Liiga
098,25.03.,17:30,EH FIN,Tappara Tampere,3:2,Lukko Rauma,Finnland SM-Liiga
099,25.03.,18:00,EM Q,Türkei,4:0,Moldawien,Europameisterschaft Qualifikation
100,25.03.,18:00,ISR 2,Hapoel Kfar Saba,2:3,M. Ahi Nazareth,Israel National League
101,25.03.,18:00,ISR 2,Hapoel Akko,2:2,Sectzya Nes Ziona,Israel National League
102,26.03.,18:00,ISR 2,Hapoel Ashkelon,abgesagt,I. Ramat Hasharon,Israel National League
103,25.03.,18:45,FS U21,Spanien U21,3:0,Österreich U21,U21 Freundschaftsspiele
104,25.03.,19:00,GER 3,FSV Zwickau,2:1,Energie Cottbus,Deutschland 3. Liga
105,25.03.,19:00,EH SWE,Skelleftea AIK,3:6,Djurgardens IF,Schweden Elitserien
106,25.03.,19:00,EH SWE,Malmö IF,3:2,Frölunda HC,Schweden Elitserien
107,25.03.,19:30,BB AUT,UBSC Graz,84:84,BC Vienna,Österreich Basketball Superliga
108,25.03.,20:45,EM Q,Kosovo,1:1,Bulgarien,Europameisterschaft Qualifikation
109,25.03.,20:45,EM Q,Montenegro,1:5,England,Europameisterschaft Qualifikation
110,25.03.,20:45,EM Q,Portugal,1:1,Serbien,Europameisterschaft Qualifikation
111,25.03.,20:45,EM Q,Luxemburg,1:2,Ukraine,Europameisterschaft Qualifikation
112,25.03.,20:45,EM Q,Frankreich,4:0,Island,Europameisterschaft Qualifikation
113,25.03.,20:45,EM Q,Andorra,0:3,Albanien,Europameisterschaft Qualifikation
114,25.03.,20:45,ITA C1C,Juve Stabia,1:1,FC Rieti,"Italien, Lega Pro Prima Divisione, Girone C"
115,25.03.,21:00,ESP 2,RCD Mallorca,3:0,Real Saragossa,Spanien Segunda Division
116,26.03.,00:00,NHL,New York Rangers,2:5,Pittsburgh Peng.,USA NHL
117,26.03.,00:30,NHL,Tampa Bay Lightn.,5:4,Boston Bruins,USA NHL
118,26.03.,01:00,NHL,St. Louis Blues,3:1,Vegas Gold.Knights,USA NHL
119,26.03.,01:00,NHL,Minnesota Wild,0:1,Nashville Pred.,USA NHL
120,26.03.,01:00,NHL,Winnipeg Jets,2:5,Dallas Stars,USA NHL
