Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,17.04.,12:00,BLR RES,FC Isloch Reserve,3:0,Sl. Mozyr Reserve,Weißrussland Reserve Liga
002,17.04.,12:00,BLR RES,Rukh Brest Reserve,3:1,FC Minsk Reserve,Weißrussland Reserve Liga
003,17.04.,12:30,BLR RES,Bate Borisov Reser,0:2,Torpedo Zhodino Re,Weißrussland Reserve Liga
004,17.04.,15:00,BLR RES,FC Vitebsk Reserve,2:1,Dinamo Brest Reser,Weißrussland Reserve Liga
005,17.04.,16:30,BLR 1,Belshina Bobruisk,1:1,FC Smolevichi,Weißrussland Premier League
006,17.04.,16:30,BLR 1,Belshina Bobruisk,1:2,FC Smolevichi+1,Weißrussland Premier League
007,17.04.,16:30,BLR 2,Lokomotiv Gomel,5:0,FC Khimik Svetlogo,Weißrussland Pervaya Liga
008,17.04.,18:30,BLR 1,Shakhter Soligorsk,1:2,FC Slutsk,Weißrussland Premier League
009,17.04.,18:30,BLR 1,Shakhter Soligorsk,1:3,FC Slutsk+1,Weißrussland Premier League
010,18.04.,12:00,BB TWN,Yulon Dinos,100:85,Pauian Archiland,Super Basketball League
011,18.04.,13:00,FS,Landskrona Boi SWE,abgesagt,Torns IF SWE,Freundschaftsspiele International (Klub)
012,18.04.,15:00,BLR 1,FC Rukh Brest,1:0,FC Minsk,Weißrussland Premier League
013,18.04.,15:00,BLR 1,FC Rukh Brest,1:1,FC Minsk+1,Weißrussland Premier League
014,18.04.,13:00,BLR 2,FC NFK Minsk,4:1,FC Granit Mikashev,Weißrussland Pervaya Liga
015,18.04.,12:30,BLR 2,Arsenal Dzerzhinsk,0:3,FC Oshmyany,Weißrussland Pervaya Liga
016,18.04.,13:30,TAJ 1,Dushanbe 83,0:0,Faizkand,Tadschikistan 1. Liga
017,18.04.,13:30,TAJ 1,Regar-TadAZ,4:1,Istaravshan,Tadschikistan 1. Liga
018,18.04.,14:00,FS,BK Häcken SWE,abgesagt,Falkenbergs FF SWE,Freundschaftsspiele International (Klub)
019,18.04.,14:00,BLR 2,Sputnik Rechica,1:1,FK Smorgon,Weißrussland Pervaya Liga
020,18.04.,14:30,BLR 2,FC Gomel,0:0,Naftan Novopolotsk,Weißrussland Pervaya Liga
