Date,League,Team 1,Score,Team 2,League Name
10.01. 20:45,ITA A,Lazio Rom,1:1,Como Calcio,Italien Serie A
10.01. 20:45,BEL 1,Standard Lüttich,1:0,KV Kortrijk,Belgien Jupiler Pro League
10.01. 20:45,ENG FA,Wycombe Wanderers,2:0,FC Portsmouth,England FA Cup
10.01. 21:00,ENG FA,Aston Villa,2:1,West Ham United,England FA Cup
10.01. 21:00,ESP 1,Rayo Vallecano,2:1,Celta de Vigo,Spanien La Liga
10.01. 21:05,FRA 1,AJ Auxerre,0:0,Lille OSC,Frankreich Ligue 1
11.01. 13:00,ENG FA,Birmingham City,2:1,Lincoln City,England FA Cup
11.01. 13:00,ENG FA,Middlesbrough,0:1,Blackburn Rovers,England FA Cup
11.01. 13:00,ENG FA,Bristol City,1:2,Wolverhampton,England FA Cup
11.01. 14:00,FRA 2,SC Bastia,4:0,AC Ajaccio,Frankreich Ligue 2
11.01. 14:00,ESP 1,CD Alaves,0:1,FC Girona,Spanien La Liga
11.01. 15:00,ITA A,Udinese Calcio,0:0,Atalanta Bergamo,Italien Serie A
11.01. 15:00,ITA A,FC Empoli,1:3,US Lecce,Italien Serie A
11.01. 15:00,ENG FA,Leicester City,6:2,Queens Park R.,England FA Cup
11.01. 15:30,GER BL,FC St. Pauli,0:1,Eintr. Frankfurt,Deutschland Bundesliga
11.01. 15:30,GER BL,FSV Mainz 05,2:0,VfL Bochum,Deutschland Bundesliga
11.01. 15:30,GER BL,SC Freiburg,3:2,Holstein Kiel,Deutschland Bundesliga
11.01. 15:30,GER BL,FC Heidenheim,2:0,Union Berlin,Deutschland Bundesliga
11.01. 15:30,GER BL,TSG Hoffenheim,0:1,VfL Wolfsburg,Deutschland Bundesliga
11.01. 16:00,ENG FA,Nottingham Forest,2:0,Luton Town,England FA Cup
11.01. 16:00,ENG FA,AFC Sunderland,1:1,Stoke City,England FA Cup
11.01. 16:00,ENG FA,AFC Bournemouth,5:1,West Bromwich,England FA Cup
11.01. 16:15,ESP 1,Real Valladolid,1:0,Betis Sevilla,Spanien La Liga
11.01. 17:00,FRA 1,Stade Brest,2:1,Olympique Lyon,Frankreich Ligue 1
11.01. 18:00,ITA A,FC Torino,1:1,Juventus Turin,Italien Serie A
11.01. 18:30,GER BL,Mönchengladbach,0:1,Bayern München,Deutschland Bundesliga
11.01. 18:30,ESP 1,Espanyol Barcelona,1:1,CD Leganes,Spanien La Liga
11.01. 19:00,FRA 1,Stade de Reims,2:4,OGC Nizza,Frankreich Ligue 1
11.01. 20:45,ITA A,AC Milan,1:1,Cagliari Calcio,Italien Serie A
11.01. 21:00,ESP 1,FC Sevilla,1:1,FC Valencia,Spanien La Liga
11.01. 21:00,NL 1,PSV Eindhoven,2:2,AZ Alkmaar,Niederlande Eredivisie
11.01. 21:05,FRA 1,Stade Rennes,1:2,Olymp. Marseille,Frankreich Ligue 1
12.01. 14:00,ESP 1,UD Las Palmas,1:2,Getafe CF,Spanien La Liga
12.01. 15:00,ITA A,Venezia FC,0:1,Inter Mailand,Italien Serie A
12.01. 15:00,EH AUT,EC RB Salzburg,3:1,Black Wings Linz,win2day ICE Hockey League
12.01. 15:30,GER BL,RB Leipzig,4:2,SV Werder Bremen,Deutschland Bundesliga
12.01. 16:00,ENG FA,Crystal Palace,1:0,Stockport County,England FA Cup
12.01. 16:00,ENG FA,FC Arsenal,1:1,Manchester United,England FA Cup
12.01. 16:15,ESP 1,Atletico Madrid,1:0,CA Osasuna,Spanien La Liga
12.01. 17:00,TUR 1,Basaksehir,1:2,Galatasaray,Türkei Süper Lig
12.01. 17:30,GER BL,FC Augsburg,0:1,VfB Stuttgart,Deutschland Bundesliga
12.01. 17:30,EH AUT,EC VSV,3:1,HC Bozen Foxes,win2day ICE Hockey League
12.01. 17:30,EH AUT,EC KAC,6:1,Vienna Capitals,win2day ICE Hockey League
12.01. 18:00,ITA A,Bologna FC,2:2,AS Roma,Italien Serie A
12.01. 18:30,BEL 1,RSC Anderlecht,0:3,Club Brügge,Belgien Jupiler Pro League
12.01. 20:45,ITA A,SSC Napoli,2:0,Hellas Verona,Italien Serie A
13.01. 17:00,GRE 1,OFI Kreta,0:0,APO Levadiakos FC,Griechenland Super League
13.01. 17:00,GRE 1,Asteras Tripolis,2:0,Panaitolikos,Griechenland Super League
13.01. 17:30,CYP 1,Karmiotissa,3:1,Omonia Aradippou,Zypern 1. Division
13.01. 18:00,TUR 1,Göztepe,5:0,Kasimpasa,Türkei Süper Lig
13.01. 18:00,TUR 1,Konyaspor,2:3,Fenerbahce,Türkei Süper Lig
13.01. 18:00,TUR 2,Manisa FK,0:3,Ümraniyespor,Türkei TFF 1. Lig
13.01. 18:30,CYP 1,Anorthosis,2:1,Ethnikos Achnas,Zypern 1. Division
13.01. 20:30,ENG FA,FC Millwall,3:0,Dagenham Redbridge,England FA Cup
13.01. 20:30,ESP 2,CD Eldense,1:3,SD Eibar,Spanien Segunda Division
13.01. 20:30,ITA B,SC Pisa,2:1,Carrarese Calcio,Italien Serie B
13.01. 20:30,ITA C1C,SS Cavese,1:0,FC Giugliano 1928,"Italien, Lega Pro Prima Divisione, Girone C"
13.01. 20:30,ITA C1C,AC Monopoli,1:0,US Foggia,"Italien, Lega Pro Prima Divisione, Girone C"
13.01. 20:30,ITA C1C,Audace Cerignola,1:1,US Avellino,"Italien, Lega Pro Prima Divisione, Girone C"
13.01. 20:45,ITA A,AC Monza,2:1,AC Fiorentina,Italien Serie A
13.01. 21:00,ESP 1,Real Sociedad,1:0,Villarreal CF,Spanien La Liga
