Date,League,Team 1,Score,Team 2,League Name
05.01. 17:00,AFR CUP,Ägypten,1:1,Benin,Afrika Cup
05.01. 17:00,AFR CUP,Ägypten,1:2,Benin+1,Afrika Cup
05.01. 17:30,EH FIN,Tappara Tampere,2:1,HPK Hämeenlinna,Finnland SM-Liiga
05.01. 17:30,EH FIN,KooKoo Kouvola,3:4,SaiPa Lappeenr.,Finnland SM-Liiga
05.01. 17:30,EH FIN,Jukurit Mikkeli,1:2,Lukko Rauma,Finnland SM-Liiga
05.01. 18:30,EH SVK,Slovan Bratislava,4:1,MSHK Zilina,Slowakei Extraliga
05.01. 18:30,TUR SC,Galatasaray*,4:1,Trabzonspor,Türkei Süper Kupa
05.01. 18:30,TUR SC,Galatasaray,4:2,Trabzonspor+1,Türkei Süper Kupa
05.01. 19:15,EH AUT,EC KAC,3:2,HC Pustertal,win2day ICE Hockey League
05.01. 19:15,EH AUT,Vienna Capitals,5:2,EC VSV,win2day ICE Hockey League
05.01. 19:15,EH AUT,HK Olimpija,5:1,Ferencvaros TC,win2day ICE Hockey League
05.01. 19:15,EH AUT,Fehervar AV19,5:2,EC Graz 99ers,win2day ICE Hockey League
05.01. 19:30,ISR 1,Maccabi Haifa,2:0,Hapoel Haifa,Israel Premier League
05.01. 19:30,EH AUT,Pion. Vorarlberg,6:4,HC Innsbruck,win2day ICE Hockey League
05.01. 19:45,EH AUT,HC Bozen Foxes,1:1,EC RB Salzburg,win2day ICE Hockey League
05.01. 20:00,AFR CUP,Nigeria,4:0,Mosambik,Afrika Cup
05.01. 20:00,AFR CUP,Nigeria,4:1,Mosambik+1,Afrika Cup
05.01. 20:30,ITA C1A,Triestina Calcio,1:2,Alcione Milano,"Italien Lega Pro Prima Divisione, Girone A"
05.01. 20:30,ITA C1C,Benevento Calcio,2:1,FC Crotone,"Italien, Lega Pro Prima Divisione, Girone C"
05.01. 20:30,ITA C1C,Cosenza Calcio,0:2,AC Monopoli,"Italien, Lega Pro Prima Divisione, Girone C"
05.01. 20:30,ITA C1C,ASD Altamura,0:2,FC Casertana,"Italien, Lega Pro Prima Divisione, Girone C"
05.01. 20:45,FRA 2,HSC Montpellier,1:3,Dunkerque,Frankreich Ligue 2
05.01. 21:00,ENG CS,Leicester City,2:1,West Bromwich,England Championship
05.01. 21:00,ENG CS,Leicester City,2:2,West Bromwich+1,England Championship
05.01. 21:15,POR 2,FC Vizela,0:1,SCU Torreense,Portugal Segunda Liga
06.01. 01:07,NHL,Washington Cap.,7:4,Anaheim Ducks,USA NHL
06.01. 01:07,NHL,New York Rangers,2:2,Utah Mammoth,USA NHL
06.01. 01:47,NHL,Ottawa Senators,3:5,Detroit Red Wings,USA NHL
06.01. 03:37,NHL,Calgary Flames,1:5,Seattle Kraken,USA NHL
06.01. 04:30,NHL,Los Angeles Kings,4:2,Minnesota Wild,USA NHL
06.01. 14:00,EH GER,Schwenninger W.W.,3:3,EHC Wolfsburg,Deutschland Eishockey Liga
06.01. 15:00,ITA A,SC Pisa,0:3,Como Calcio,Italien Serie A
06.01. 16:30,EH GER,EHC München,2:3,Eisbären Berlin,Deutschland Eishockey Liga
06.01. 16:30,EH GER,ERC Ingolstadt,6:3,Löwen Frankfurt,Deutschland Eishockey Liga
06.01. 16:30,EH GER,Nürnberg Ice Tiger,2:4,Kölner Haie,Deutschland Eishockey Liga
06.01. 17:00,AFR CUP,Algerien,0:0,DR Kongo,Afrika Cup
06.01. 17:00,AFR CUP,Algerien,0:1,DR Kongo+1,Afrika Cup
06.01. 18:00,ITA A,US Lecce,0:2,AS Roma,Italien Serie A
06.01. 18:00,ITA A,US Lecce+1,1:2,AS Roma,Italien Serie A
06.01. 18:30,TUR SC,Fenerbahce*,2:0,Samsunspor,Türkei Süper Kupa
06.01. 18:30,TUR SC,Fenerbahce,2:1,Samsunspor+1,Türkei Süper Kupa
06.01. 19:00,ESP CUP,Granada CF,1:3,Rayo Vallecano,Spanien Copa del Rey
06.01. 19:00,GRE CUP,PAOK Thessaloniki,1:1,Atromitos Athen,Griechenland Cup
06.01. 19:00,EH GER,Straubing Tigers,4:1,Adler Mannheim,Deutschland Eishockey Liga
06.01. 19:00,EH GER,Augsburger Panth.,2:2,Iserlohn Roosters,Deutschland Eishockey Liga
06.01. 19:30,EH GER,Dresdner Eislöwen,2:3,Bremerhaven P.,Deutschland Eishockey Liga
06.01. 20:00,AFR CUP,Elfenbeinküste,3:0,Burkina Faso,Afrika Cup
06.01. 20:00,AFR CUP,Elfenbeinküste,3:1,Burkina Faso+1,Afrika Cup
06.01. 20:45,ITA A,US Sassuolo,0:3,Juventus Turin,Italien Serie A
06.01. 20:45,ITA A,US Sassuolo+1,1:3,Juventus Turin,Italien Serie A
06.01. 20:45,SCO CC,FC St. Johnstone,abgesagt,FC Ross County,Schottland Challenge Cup
06.01. 20:45,SCO CC,Partick Thistle,abgesagt,Inverness CT,Schottland Challenge Cup
06.01. 20:45,SCO PS,FC Livingston,abgesagt,FC St. Mirren,Schottland Premiership
06.01. 21:00,SCO PS,Glasgow Rangers,2:0,FC Aberdeen,Schottland Premiership
