Date,League,Team 1,Score,Team 2,League Name
06.01. 21:00,SCO PS,Glasgow Rangers,2:1,FC Aberdeen+1,Schottland Premiership
06.01. 21:00,ENG PL,West Ham United,1:2,Nottingham Forest,England Premier League
06.01. 21:00,ENG PL,West Ham+1,2:2,Nottingham Forest,England Premier League
06.01. 21:00,POR LC,Sporting Lissabon*,1:2,Vitoria Guimaraes,Portugal Liga Cup
06.01. 21:00,POR LC,Sporting Lissabon,1:3,Vit. Guimaraes+1,Portugal Liga Cup
07.01. 18:00,HE-SL,"Meillard, Loic",McGrath,"McGrath, Atle Lie","Ski Alpin, Herren Slalom"
07.01. 18:00,HE-SL,"Noel, Clement",Noel C.,"Haugan, Timon","Ski Alpin, Herren Slalom"
07.01. 18:00,HE-SL,"P. Braathen, Lucas",Braathe,Kristoffersen H.,"Ski Alpin, Herren Slalom"
07.01. 18:00,HE-SL,"Schwarz, Marco",Rassat,"Rassat, Paco","Ski Alpin, Herren Slalom"
07.01. 18:00,HE-SL,"Feller, Manuel",Strasse,"Strasser, Linus","Ski Alpin, Herren Slalom"
07.01. 18:00,HE-SL,"Gstrein, Fabio","Amiez,","Amiez, Steven","Ski Alpin, Herren Slalom"
07.01. 18:30,ITA A,SSC Napoli,2:2,Hellas Verona,Italien Serie A
07.01. 18:30,ITA A,SSC Napoli,2:3,Hellas Verona+1,Italien Serie A
07.01. 18:30,ITA A,Bologna FC,0:2,Atalanta Bergamo,Italien Serie A
07.01. 20:00,ESP SC,FC Barcelona*,5:0,Athletic Bilbao,Spanien Supercopa
07.01. 20:00,ESP SC,FC Barcelona,5:1,Athletic Bilbao+1,Spanien Supercopa
07.01. 20:30,ENG PL,Manchester City,1:1,Brighton & Hove FC,England Premier League
07.01. 20:30,ENG PL,Manchester City,1:2,Brighton & Hove+1,England Premier League
07.01. 20:30,ENG PL,FC Fulham,2:1,FC Chelsea,England Premier League
07.01. 20:30,ENG PL,FC Fulham+1,3:1,FC Chelsea,England Premier League
07.01. 20:30,ENG PL,Crystal Palace,0:0,Aston Villa,England Premier League
07.01. 20:30,ENG PL,Crystal Palace,0:1,Aston Villa+1,England Premier League
07.01. 20:30,ENG PL,Crystal Palace+1,1:0,Aston Villa,England Premier League
07.01. 20:30,ENG PL,FC Everton,1:1,Wolverhampton,England Premier League
07.01. 20:30,ENG PL,FC Brentford,3:0,AFC Sunderland,England Premier League
07.01. 20:30,ENG PL,AFC Bournemouth,3:2,Tottenham,England Premier League
07.01. 20:45,ITA A,FC Parma,0:2,Inter Mailand,Italien Serie A
07.01. 20:45,ITA A,FC Parma+1,1:2,Inter Mailand,Italien Serie A
07.01. 20:45,ITA A,Lazio Rom,2:2,AC Fiorentina,Italien Serie A
07.01. 20:45,ITA A,Lazio Rom,2:3,AC Fiorentina+1,Italien Serie A
07.01. 20:45,ITA A,FC Torino,1:2,Udinese Calcio,Italien Serie A
07.01. 21:00,POR LC,Benfica Lissabon*,1:3,Sporting Braga,Portugal Liga Cup
07.01. 21:15,ENG PL,Newcastle United,4:3,Leeds United,England Premier League
07.01. 21:15,ENG PL,FC Burnley,2:2,Manchester United,England Premier League
07.01. 21:15,ENG PL,FC Burnley+1,3:2,Manchester United,England Premier League
08.01. 18:30,ITA A,US Cremonese,2:2,Cagliari Calcio,Italien Serie A
08.01. 19:00,FRA SC,Paris SG*,2:2,Olymp. Marseille,Frankreich Trophée des Champions
08.01. 19:00,FRA SC,Paris SG,2:3,Olymp. Marseille+1,Frankreich Trophée des Champions
08.01. 19:00,EH SWE,Frölunda HC,1:2,Lulea Hockey,Schweden Elitserien
08.01. 19:00,EH SWE,Leksands IF,3:0,Linköpings HC,Schweden Elitserien
08.01. 19:00,EH SWE,Växjö Lakers,3:3,Färjestads BK,Schweden Elitserien
08.01. 19:00,EH SWE,Malmö Redhawks,3:2,Brynas IF,Schweden Elitserien
08.01. 19:00,EH SWE,Skelleftea AIK,2:2,HV 71,Schweden Elitserien
08.01. 19:00,EH SWE,Timra IK,4:1,Rögle BK,Schweden Elitserien
08.01. 19:00,EH SWE,Djurgardens IF,3:4,Örebro Hockey,Schweden Elitserien
08.01. 19:30,EH GER,Iserlohn Roosters,4:3,Eisbären Berlin,Deutschland Eishockey Liga
08.01. 19:45,EH SUI,HC Servette Genf,1:1,HC Lugano,Schweiz National League A
08.01. 19:45,EH SUI,Fribourg Gotteron,2:2,EV Zug,Schweiz National League A
08.01. 20:00,EH SUI,Rapperswil Lakers,2:1,SCL Tigers Langnau,Schweiz National League A
08.01. 20:00,ESP SC,Atletico Madrid*,1:2,Real Madrid,Spanien Supercopa
08.01. 20:00,ESP SC,Atletico Madrid+1,2:2,Real Madrid,Spanien Supercopa
08.01. 20:45,ITA A,AC Milan,1:1,FC Genua,Italien Serie A
08.01. 20:45,ITA A,AC Milan,1:2,FC Genua+1,Italien Serie A
08.01. 21:00,ENG PL,FC Arsenal,0:0,FC Liverpool,England Premier League
08.01. 21:00,ENG PL,FC Arsenal,0:1,FC Liverpool+1,England Premier League
09.01. 20:30,GER BL,Eintr. Frankfurt,3:3,Borussia Dortmund,Deutschland Bundesliga
10.01. 15:30,GER BL,FC Heidenheim,2:2,1. FC Köln,Deutschland Bundesliga
10.01. 15:30,GER BL,FC St. Pauli,abgesagt,RB Leipzig,Deutschland Bundesliga
10.01. 15:30,GER BL,Union Berlin,2:2,FSV Mainz 05,Deutschland Bundesliga
10.01. 15:30,GER BL,SV Werder Bremen,abgesagt,TSG Hoffenheim,Deutschland Bundesliga
10.01. 15:30,GER BL,SC Freiburg,2:1,Hamburger SV,Deutschland Bundesliga
10.01. 18:30,GER BL,Bayer Leverkusen,1:4,VfB Stuttgart,Deutschland Bundesliga
11.01. 15:30,GER BL,Mönchengladbach,4:0,FC Augsburg,Deutschland Bundesliga
11.01. 17:30,GER BL,Bayern München,8:1,VfL Wolfsburg,Deutschland Bundesliga
