Date,League,Team 1,Score,Team 2,League Name
18.06. 18:00,EM,Türkei,3:1,Georgien,Europameisterschaft
18.06. 18:00,EM,Türkei,3:2,Georgien+1,Europameisterschaft
18.06. 18:00,EM,1.HZ Türkei,3:1,1.HZ Georgien,Europameisterschaft
18.06. 18:00,EM,HZ/T Türkei,3:1,HZ/T Georgien,Europameisterschaft
18.06. 18:00,EGY 1,Al Ittihad,0:1,Al Ahly Kairo,Ägypten Premier League
18.06. 18:00,EGY 1,ZED FC,2:2,Pharco FC,Ägypten Premier League
18.06. 20:00,ISL 1,Fylkir Reykjavik,3:2,IF Vestri,Island Bestadeild
18.06. 21:00,EM,Portugal,2:1,Tschechien,Europameisterschaft
18.06. 21:00,EM,Portugal,2:2,Tschechien+1,Europameisterschaft
18.06. 21:00,EM,Portugal,2:3,Tschechien+2,Europameisterschaft
18.06. 21:00,EM,1.HZ Portugal,2:1,1.HZ Tschechien,Europameisterschaft
18.06. 21:00,EM,HZ/T Portugal,2:1,HZ/T Tschechien,Europameisterschaft
18.06. 21:15,ISL 1,Stjarnan Gardab.,4:2,FH Hafnarfjördur,Island Bestadeild
18.06. 21:15,ISL 1,IA Akranes,2:1,KR Reykjavik,Island Bestadeild
18.06. 21:15,ISL 1,Fram Reykjavik,1:2,HK Kopavogs,Island Bestadeild
18.06. 22:15,ISL 1,Valur Reykjavik,2:2,Vikingur Reykjavik,Island Bestadeild
19.06. 00:00,BRA 2,Guarani FC SP,3:3,Ituano FC SP,Brasilien Brasilero Serie B
19.06. 02:00,NHL,Florida Panthers,3:5,Edmonton Oilers,USA NHL
19.06. 02:30,BRA 2,Paysandu SC PA,1:1,CR Brasil AL,Brasilien Brasilero Serie B
19.06. 15:00,EM,Kroatien,2:2,Albanien,Europameisterschaft
19.06. 15:00,EM,Kroatien,2:3,Albanien+1,Europameisterschaft
19.06. 15:00,EM,Kroatien,2:4,Albanien+2,Europameisterschaft
19.06. 15:00,EM,1.HZ Kroatien,2:2,1.HZ Albanien,Europameisterschaft
19.06. 15:00,EM,HZ/T Kroatien,2:2,HZ/T Albanien,Europameisterschaft
19.06. 18:00,EM,Deutschland,2:0,Ungarn,Europameisterschaft
19.06. 18:00,EM,Deutschland,2:1,Ungarn+1,Europameisterschaft
19.06. 18:00,EM,Deutschland,2:2,Ungarn+2,Europameisterschaft
19.06. 18:00,EM,1.HZ Deutschland,2:0,1.HZ Ungarn,Europameisterschaft
19.06. 18:00,EM,HZ/T Deutschland,2:0,HZ/T Ungarn,Europameisterschaft
19.06. 18:00,FIN 2,SalPa,1:3,Järvenpään PS,Finnland Ykkosliiga
19.06. 18:00,FIN 2,Turun Palloseura,2:2,PK-35 Helsinki,Finnland Ykkosliiga
19.06. 18:00,EGY 1,Ceramica Cleopatra,0:1,Future FC,Ägypten Premier League
19.06. 18:00,EGY 1,Baladiyyat Mehalla,0:2,Pyramids FC,Ägypten Premier League
19.06. 20:00,FIN 1,HJK Helsinki,3:1,Kuopio PS,Finnland Veikkausliiga
19.06. 20:00,FIN 1,Ekenäs IF,1:2,IFK Mariehamn,Finnland Veikkausliiga
19.06. 20:00,FIN 1,Tampereen Ilves,2:2,Seinajoen JK,Finnland Veikkausliiga
19.06. 20:00,FIN 1,Vaasa PS,1:1,AC Oulu,Finnland Veikkausliiga
19.06. 20:00,FIN 1,Haka Valkeakoski,0:0,FC Inter Turku,Finnland Veikkausliiga
19.06. 20:00,FIN 1,FC Lahti,3:3,IF Gnistan,Finnland Veikkausliiga
19.06. 21:00,EM,Schottland,1:1,Schweiz,Europameisterschaft
19.06. 21:00,EM,Schottland+1,2:1,Schweiz,Europameisterschaft
19.06. 21:00,EM,1.HZ Schottland,1:1,1.HZ Schweiz,Europameisterschaft
19.06. 21:00,EM,HZ/T Schottland,1:1,HZ/T Schweiz,Europameisterschaft
19.06. 21:15,ISL 1,Breidablik,2:1,KA Akureyri,Island Bestadeild
20.06. 00:00,BRA 1,Atletico GO,1:2,Criciuma EC SC,Brasilien Brasilero Serie A
20.06. 00:00,BRA 1,Botafogo FR RJ,1:1,CA Paranaense,Brasilien Brasilero Serie A
20.06. 01:00,BRA 1,EC Juventude RS,2:0,Vasco Da Gama RJ,Brasilien Brasilero Serie A
20.06. 01:00,BRA 1,Fortaleza EC CE,1:0,Gremio RS,Brasilien Brasilero Serie A
20.06. 01:00,BRA 1,Sao Paulo SP,0:1,Cuiaba MT,Brasilien Brasilero Serie A
20.06. 01:30,USA MLS,CF Montreal,2:2,NY Red Bulls,USA Major League Soccer
