Date,League,Team 1,Score,Team 2,League Name
26.01. 13:30,GER 2,Hannover 96,2:2,Preussen Münster,Deutschland 2. Bundesliga
26.01. 13:30,GER 2,SV Darmstadt 98,0:1,SC Paderborn,Deutschland 2. Bundesliga
26.01. 14:00,ESP 1,Rayo Vallecano,2:1,FC Girona,Spanien La Liga
26.01. 15:00,ENG PL,Tottenham,1:2,Leicester City,England Premier League
26.01. 15:00,ENG PL,Crystal Palace,1:2,FC Brentford,England Premier League
26.01. 15:00,ITA A,Udinese Calcio,1:2,AS Roma,Italien Serie A
26.01. 15:30,GER BL,TSG Hoffenheim,2:2,Eintr. Frankfurt,Deutschland Bundesliga
26.01. 15:30,EH AUT,Black Wings Linz,8:1,HK Olimpija,win2day ICE Hockey League
26.01. 16:00,EH AUT,EC KAC,11:3,HC Innsbruck,win2day ICE Hockey League
26.01. 16:15,ESP 1,Real Sociedad,0:3,Getafe CF,Spanien La Liga
26.01. 17:00,TUR 1,Fenerbahce,3:2,Göztepe,Türkei Süper Lig
26.01. 17:15,FRA 1,RC Lens,1:0,SCO Angers,Frankreich Ligue 1
26.01. 17:15,FRA 1,FC Toulouse,1:2,HSC Montpellier,Frankreich Ligue 1
26.01. 17:15,FRA 1,FC Nantes,1:1,Olympique Lyon,Frankreich Ligue 1
26.01. 17:30,GER BL,FC St. Pauli,3:0,Union Berlin,Deutschland Bundesliga
26.01. 17:30,ENG PL,Aston Villa,1:1,West Ham United,England Premier League
26.01. 17:30,EH AUT,Vienna Capitals,5:3,EC RB Salzburg,win2day ICE Hockey League
26.01. 18:00,ITA A,US Lecce,0:4,Inter Mailand,Italien Serie A
26.01. 18:30,ESP 1,Athletic Bilbao,0:0,CD Leganes,Spanien La Liga
26.01. 19:30,GRE 1,Olympiakos Piräus,1:1,Panathinaikos,Griechenland Super League
26.01. 20:00,ENG PL,FC Fulham,0:1,Manchester United,England Premier League
26.01. 20:45,ITA A,Lazio Rom,1:2,AC Fiorentina,Italien Serie A
26.01. 20:45,FRA 1,OGC Nizza,2:0,Olymp. Marseille,Frankreich Ligue 1
26.01. 21:00,ESP 1,FC Barcelona,7:1,FC Valencia,Spanien La Liga
26.01. 21:00,NFL,Philadelph. Eagles,55:23,Washington Com.,USA NFL
26.01. 21:30,POR 1,Sporting Braga,3:0,Boavista FC,Portugal Primeira Liga
27.01. 00:30,NFL,Kansas City Chiefs,32:29,Buffalo Bills,USA NFL
27.01. 18:00,TUR 1,Kasimpasa,5:4,Hatayspor,Türkei Süper Lig
27.01. 18:00,TUR 2,Sakaryaspor,1:2,Manisa FK,Türkei TFF 1. Lig
27.01. 18:00,ISR 2,Hapoel Tel Aviv,2:0,Hapoel Nof HaGalil,Israel National League
27.01. 18:00,ISR 2,Hapoel Akko,2:0,I. Ramat Hasharon,Israel National League
27.01. 18:00,ISR 2,Hapoel Ramat Gan,3:1,Hapoel Afula FC,Israel National League
27.01. 18:30,ITA A,Venezia FC,1:1,Hellas Verona,Italien Serie A
27.01. 18:30,ITA A,Venezia FC,1:2,Hellas Verona+1,Italien Serie A
27.01. 19:00,POR 2,SCU Torreense,1:1,Benfica Lissabon B,Portugal Segunda Liga
27.01. 19:00,ROU 1,CFR 1907 Cluj,3:1,FC Farul Constanta,Rumänien Liga 1
27.01. 19:30,ISR 1,Maccabi Haifa,abgesagt,Maccabi Tel Aviv,Israel Premier League
27.01. 20:00,NL 2,Jong PSV Eindh.,1:2,VVV Venlo,Niederlande Jupiler League
27.01. 20:30,ESP 2,Cadiz CF,3:1,CD Mirandes,Spanien Segunda Division
27.01. 20:30,ITA C1B,AC Arezzo,2:4,Pontedera,"Italien Lega Pro Prima Divisione, Girone B"
27.01. 20:30,ITA C1C,FC Crotone,0:0,AZ Picerno,"Italien, Lega Pro Prima Divisione, Girone C"
27.01. 20:45,ITA A,FC Genua,2:0,AC Monza,Italien Serie A
27.01. 20:45,FRA 2,Annecy FC,0:2,Dunkerque,Frankreich Ligue 2
27.01. 21:00,ESP 1,CD Alaves,1:1,Celta de Vigo,Spanien La Liga
27.01. 21:00,ESP 1,CD Alaves,1:2,Celta de Vigo+1,Spanien La Liga
27.01. 21:00,ENG CS,FC Burnley,0:0,Leeds United,England Championship
27.01. 21:15,POR 1,AVS Futebol SAD,1:0,Gil Vicente,Portugal Primeira Liga
