Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,19.02.,14:00,BUL 1,Ludogorets,1:1,Botev Plovdiv,Bulgarien Premier League
002,19.02.,16:00,FIN CUP,HJK Helsinki,2:3,FC Honka,Finnland Cup
003,19.02.,16:30,BUL 1,ZSKA Sofia,2:1,Botev Vratsa,Bulgarien Premier League
004,19.02.,19:30,EH GER,Kölner Haie,6:3,Nürnberg Ice Tiger,Deutschland Deutsche Eishockey Liga
005,19.02.,19:30,EH GER,Straubing Tigers,7:3,Eisbären Berlin,Deutschland Deutsche Eishockey Liga
006,19.02.,19:30,EH GER,Krefeld Pinguine,2:2,EHC München,Deutschland Deutsche Eishockey Liga
007,19.02.,19:30,EH GER,Adler Mannheim,6:5,Bremerhaven P.,Deutschland Deutsche Eishockey Liga
008,19.02.,19:30,EH GER,ERC Ingolstadt,4:1,Schwenninger W.W.,Deutschland Deutsche Eishockey Liga
009,19.02.,19:45,EH SUI,HC Davos,3:4,SC Bern,Schweiz National League A
010,19.02.,19:45,EH SUI,EV Zug,3:6,HC Ambri Piotta,Schweiz National League A
011,19.02.,19:45,EH SUI,HC Lausanne,0:7,HC Lugano,Schweiz National League A
012,19.02.,20:00,EH ALP,Ritten Sport ITA,1:0,SG Cortina ITA,Alps Hockey League
013,19.02.,20:30,EH ALP,HC Gröden ITA,2:3,VEU Feldkirch AUT,Alps Hockey League
014,19.02.,20:30,ITA C1B,Rimini Calcio,abgesagt,Ternana Calcio,"Italien Lega Pro Prima Divisione, Girone B"
015,19.02.,20:45,ENG CS,Queens Park R.,2:3,West Bromwich,England Championship
016,19.02.,20:45,ENG 1,Accrington Stanley,4:2,Oxford United,England League One
017,19.02.,20:45,ENG 1,FC Rochdale,3:4,AFC Wimbledon,England League One
018,19.02.,20:45,ENG 1,FC Barnsley,0:0,Burton Albion,England League One
019,19.02.,20:45,ENG 1,AFC Sunderland,4:2,FC Gillingham,England League One
020,19.02.,20:45,ENG 1,FC Portsmouth,1:1,Bristol Rovers,England League One
021,19.02.,20:45,SCO FA,Inverness CT,2:2,FC Ross County,Schottland FA Cup
022,19.02.,21:00,CL,Ol. Lyon FRA,0:0,FC Barcelona ESP,UEFA Champions League
023,19.02.,21:00,CL,Olympique Lyon+1,1:0,FC Barcelona,UEFA Champions League
024,19.02.,21:00,CL,FC Liverpool ENG,0:0,Bayern München GER,UEFA Champions League
025,19.02.,21:00,CL,FC Liverpool,0:1,Bayern München+1,UEFA Champions League
026,19.02.,21:00,CL,FC Liverpool+1,1:0,FC Bayern München,UEFA Champions League
027,19.02.,23:15,BRA CUP,Londrina EC PR,1:1,Parana Clube PR,Brasilien Cup
028,20.02.,01:00,NHL,Florida Panthers,4:2,Buffalo Sabres,USA NHL
029,20.02.,01:00,NHL,New Jersey Devils,3:4,Pittsburgh Peng.,USA NHL
030,20.02.,01:00,NHL,Philadelphia Fl.,2:5,Tampa Bay Lightn.,USA NHL
031,20.02.,01:00,NHL,Carolina Hurric.,1:2,New York Rangers,USA NHL
032,20.02.,01:30,COPA S,Chapecoense SC BRA,1:1,Un.La Calera CHI,Copa Sudamericana
033,20.02.,01:30,NHL,Montreal Canad.,3:2,Columbus Blue J.,USA NHL
034,20.02.,02:00,NHL,St. Louis Blues,2:2,Toronto Maple L.,USA NHL
035,20.02.,02:00,NHL,Minnesota Wild,0:4,Anaheim Ducks,USA NHL
036,20.02.,02:30,NHL,Dallas Stars,3:5,Nashville Pred.,USA NHL
037,20.02.,03:00,NHL,Edmonton Oilers,2:2,Arizona Coyotes,USA NHL
038,20.02.,13:30,BUL 1,Lokomotiv Plovdiv,0:2,FK Septemvri Sofia,Bulgarien Premier League
039,20.02.,14:00,CYP CUP,Ethnikos Achnas,1:3,Karmiotissa Pol.,Zypern Cup
040,20.02.,14:30,ITA C1A,Virtus Entella,3:1,AC Pistoiese,"Italien Lega Pro Prima Divisione, Girone A"
041,20.02.,14:30,ITA C1A,Cuneo,0:1,Lucchese Libertas,"Italien Lega Pro Prima Divisione, Girone A"
042,20.02.,14:30,ITA C1C,US Siracusa,1:0,Viterbese,"Italien, Lega Pro Prima Divisione, Girone C"
043,20.02.,17:00,CYP CUP,Doxa Katokopias,0:3,APOEL Nikosia,Zypern Cup
044,20.02.,16:00,CYP CUP,FC Pafos,2:2,Enosis N.Paralimni,Zypern Cup
045,20.02.,16:00,BUL 1,Vitosha Bistrica,0:2,Levski Sofia,Bulgarien Premier League
046,20.02.,17:00,KHL,Torp. Nowgorod,2:0,Traktor Chelyab.,Kontinental Hockey League
047,20.02.,17:00,KHL,Neftekhimik,0:4,SKA St. Petersburg,Kontinental Hockey League
048,20.02.,17:00,KHL,Sev. Cherepovets,4:4,HK Dinamo Riga,Kontinental Hockey League
049,20.02.,17:30,KHL,HC Vityaz Podolsk,4:3,HK Dinamo Minsk,Kontinental Hockey League
050,20.02.,17:30,KHL,Dynamo Moskau,1:2,Met. Magnitogorsk,Kontinental Hockey League
051,20.02.,17:30,KHL,HC Sochi,2:0,Spartak Moskau,Kontinental Hockey League
052,20.02.,17:30,KHL,HK CSKA Moskau,1:1,Lok. Jaroslawl,Kontinental Hockey League
053,20.02.,17:30,KHL,Jokerit Helsinki,7:1,Slovan Bratislava,Kontinental Hockey League
054,20.02.,17:30,EH FIN,HPK Hämeenlinna,4:3,Jukurit Mikkeli,Finnland SM-Liiga
055,20.02.,17:30,EH FIN,KalPa Kuopio,2:5,Tappara Tampere,Finnland SM-Liiga
056,20.02.,17:30,EH FIN,Kookoo,1:1,Ilves Tampere,Finnland SM-Liiga
057,20.02.,17:30,EH FIN,Kärpät Oulu,6:1,HC TPS Turku,Finnland SM-Liiga
058,20.02.,17:30,EH FIN,Vaasan Sport,3:3,HIFK Helsinki,Finnland SM-Liiga
059,20.02.,17:30,EH FIN,Ässät Pori,3:4,JYP Jyväskylä,Finnland SM-Liiga
060,20.02.,18:00,EL,FC Sevilla ESP,2:0,Lazio Rom ITA,UEFA Europa League
061,20.02.,19:00,FRA 1,Bordeaux,0:0,EA Guingamp,Frankreich Ligue 1
062,20.02.,19:00,EH SWE,HC Örebro,4:2,Linköpings HC,Schweden Elitserien
063,20.02.,19:00,EH SWE,Rögle BK,1:6,Färjestads BK,Schweden Elitserien
064,20.02.,19:00,EH SWE,Djurgardens IF,2:1,Malmö IF,Schweden Elitserien
065,20.02.,19:30,EH GER,Iserlohn Roosters,4:2,DEG Metro Stars,Deutschland Deutsche Eishockey Liga
066,20.02.,19:30,EH GER,EHC Wolfsburg,2:1,Augsburger Panth.,Deutschland Deutsche Eishockey Liga
067,20.02.,19:30,SUI 2,FC Winterthur,2:0,Rapperswil-Jona,Schweiz Challenge League
068,20.02.,20:45,ENG CS,Derby County,0:1,FC Millwall,England Championship
069,20.02.,20:45,SCO FA,Glasgow Rangers,5:0,FC Kilmarnock,Schottland FA Cup
070,20.02.,21:00,CL,FC Schalke 04 GER,2:3,Man. City ENG,UEFA Champions League
071,20.02.,21:00,CL,FC Schalke 04+1,3:3,Manchester City,UEFA Champions League
072,20.02.,21:00,CL,Atl. Madrid ESP,2:0,Juventus Turin ITA,UEFA Champions League
073,20.02.,21:00,CL,Atletico Madrid,2:1,Juventus Turin+1,UEFA Champions League
074,20.02.,21:00,CL,Atletico Madrid+1,3:0,Juventus Turin,UEFA Champions League
075,20.02.,21:00,FRA 1,Paris SG,5:1,HSC Montpellier,Frankreich Ligue 1
076,21.02.,01:00,ARG 1,Boca Juniors,1:2,Atletico Tucuman,Argentinien Primera Division
077,21.02.,01:30,COPA S,Defensa y Jus. ARG,0:3,Botafogo FR RJ BRA,Copa Sudamericana
078,21.02.,01:30,NHL,Detroit Red Wings,4:4,Chicago Blackhawks,USA NHL
079,21.02.,02:30,NHL,Colorado Avalan.,7:1,Winnipeg Jets,USA NHL
080,21.02.,03:30,NHL,Calgary Flames,4:2,NY Islanders,USA NHL
081,21.02.,04:00,NHL,Vegas Gold.Knights,2:2,Boston Bruins,USA NHL
082,21.02.,16:30,BUL 1,Beroe Stara Zag.,1:0,Et. Veliko Tarnovo,Bulgarien Premier League
083,21.02.,18:30,BB EL,Efes Istanbul TUR,75:65,Olympiakos P. GRE,Euroleague
084,21.02.,18:55,EL,RB Salzburg AUT,4:0,Club Brügge BEL,UEFA Europa League
085,21.02.,18:55,EL,RB Salzburg,4:1,Club Brügge+1,UEFA Europa League
