Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,28.12.,10:30,DA-RTL,"Shiffrin, Mikaela",Worley,"Worley, Tessa","Ski Alpin, Damen Riesentorlauf"
002,28.12.,10:30,DA-RTL,Rebensburg V.,Rebensb,"Brignone, Federica","Ski Alpin, Damen Riesentorlauf"
003,28.12.,10:30,DA-RTL,Mowinckel R.,Brunner,"Brunner, Stephanie","Ski Alpin, Damen Riesentorlauf"
004,28.12.,10:30,DA-RTL,"Veith, Anna",Vlhova,"Vlhova, Petra","Ski Alpin, Damen Riesentorlauf"
005,28.12.,10:30,DA-RTL,"Haver-Löseth, Nina",Holdene,"Holdener, Wendy","Ski Alpin, Damen Riesentorlauf"
006,28.12.,17:00,KHL,Lok. Jaroslawl,3:1,Spartak Moskau,Kontinental Hockey League
007,28.12.,17:30,KHL,Sev. Cherepovets,3:5,Dynamo Moskau,Kontinental Hockey League
008,28.12.,17:30,KHL,HC Sochi,3:4,Jokerit Helsinki,Kontinental Hockey League
009,28.12.,17:30,KHL,HK CSKA Moskau,4:2,AK Bars Kasan,Kontinental Hockey League
010,28.12.,18:30,KHL,HK Dinamo Riga,2:2,Torp. Nowgorod,Kontinental Hockey League
011,28.12.,18:30,KHL,Slovan Bratislava,3:1,Neftekhimik,Kontinental Hockey League
012,28.12.,18:30,BB EL,Fenerbahce TUR,65:63,Real Madrid BC ESP,Euroleague
013,28.12.,19:15,EH AUT,KAC Klagenfurt,1:0,Villacher SV,Österreich Eishockey Liga
014,28.12.,19:15,EH AUT,EC RB Salzburg,4:2,HC Bozen Foxes,Österreich Eishockey Liga
015,28.12.,18:45,EH AUT,Fehervar,5:2,Vienna Capitals,Österreich Eishockey Liga
016,28.12.,19:15,EH AUT,Black Wings Linz,2:6,HC Znojmo,Österreich Eishockey Liga
017,28.12.,19:15,EH AUT,HC Innsbruck,5:1,EC Dornbirn,Österreich Eishockey Liga
018,28.12.,19:30,EH GER,EHC München,3:3,Eisbären Berlin,Deutschland Deutsche Eishockey Liga
019,28.12.,19:30,EH GER,Krefeld Pinguine,5:4,Adler Mannheim,Deutschland Deutsche Eishockey Liga
020,28.12.,19:30,EH GER,Bremerhaven P.,8:1,EHC Wolfsburg,Deutschland Deutsche Eishockey Liga
021,28.12.,19:30,EH GER,Augsburger Panth.,2:5,Straubing Tigers,Deutschland Deutsche Eishockey Liga
022,28.12.,19:30,EH GER,ERC Ingolstadt,1:0,DEG Metro Stars,Deutschland Deutsche Eishockey Liga
023,28.12.,19:30,EH GER,Schwenninger W.W.,1:4,Kölner Haie,Deutschland Deutsche Eishockey Liga
024,28.12.,20:00,POR LC,Vitoria Setubal,0:4,Sporting Braga,Portugal Carlsberg Cup
025,28.12.,20:00,POR LC,CD Tondela,2:1,CD Nacional,Portugal Carlsberg Cup
026,28.12.,20:00,BB EL,Panathinaikos GRE,96:84,ZSKA Moskau RUS,Euroleague
027,28.12.,20:30,BB EL,Bayern München GER,93:88,KK Buducnost V MNE,Euroleague
028,28.12.,21:00,BB EL,Gran Canaria ESP,73:66,BC Zalgiris LTU,Euroleague
029,28.12.,22:15,POR LC,CD Aves,1:1,Benfica Lissabon,Portugal Carlsberg Cup
030,28.12.,22:15,POR LC,Rio Ave FC,1:1,FC Pacos Ferreira,Portugal Carlsberg Cup
031,29.12.,10:30,DA-SL,"Vlhova, Petra",Vlhova,"Hansdotter, Frida","Ski Alpin, Damen Slalom"
032,29.12.,10:30,DA-SL,"Holdener, Wendy",Holdene,"Schild, Bernadette","Ski Alpin, Damen Slalom"
033,29.12.,10:30,DA-SL,"Liensberger, Kath.",Liensbe,Swenn-Larsson A.,"Ski Alpin, Damen Slalom"
034,29.12.,10:30,DA-SL,"Mielzynski, Erin",Truppe,"Truppe, Katharina","Ski Alpin, Damen Slalom"
035,29.12.,10:30,DA-SL,"Dürr, Lena",Dürr L.,Ackermann C.,"Ski Alpin, Damen Slalom"
036,29.12.,12:30,ITA A,Juventus Turin,2:1,Sampdoria Genua,Italien Serie A
037,29.12.,13:30,SCO PS,Glasgow Rangers,1:0,Celtic Glasgow,Schottland Premiership
038,29.12.,14:00,ENG 1,Oxford United,0:2,Bristol Rovers,England League One
039,29.12.,15:00,ITA A,Lazio Rom,1:1,FC Torino,Italien Serie A
040,29.12.,15:00,ITA A,FC Empoli,0:1,Inter Mailand,Italien Serie A
041,29.12.,15:00,ITA A,FC Parma,0:2,AS Roma,Italien Serie A
042,29.12.,15:00,ITA A,FC Genua,0:0,AC Fiorentina,Italien Serie A
043,29.12.,15:00,ITA A,AC Chievo Verona,1:0,Frosinone Calcio,Italien Serie A
044,29.12.,15:00,ITA A,Udinese Calcio,2:0,Cagliari Calcio,Italien Serie A
045,29.12.,15:00,ITA A,US Sassuolo,2:6,Atalanta Bergamo,Italien Serie A
046,29.12.,16:00,ENG PL,Brighton & Hove,1:0,FC Everton,England Premier League
047,29.12.,16:00,ENG PL,FC Fulham,1:0,Huddersfield Town,England Premier League
048,29.12.,16:00,ENG PL,Leicester City,0:1,Cardiff City,England Premier League
049,29.12.,16:00,ENG PL,Tottenham,1:3,Wolverhampton,England Premier League
050,29.12.,16:00,ENG PL,FC Watford,1:1,Newcastle United,England Premier League
051,29.12.,16:00,ENG CS,Leeds United,0:2,Hull City,England Championship
052,29.12.,16:00,ENG CS,Swansea City,2:2,Wigan Athletic,England Championship
053,29.12.,16:00,ENG CS,Bolton Wanderers,0:0,Stoke City,England Championship
054,29.12.,16:00,ENG CS,FC Millwall,1:0,Nottingham Forest,England Championship
055,29.12.,16:00,ENG CS,Norwich City,3:4,Derby County,England Championship
056,29.12.,16:00,ENG CS,Preston North End,1:1,Aston Villa,England Championship
057,29.12.,16:00,ENG CS,Queens Park R.,0:0,FC Reading,England Championship
058,29.12.,16:00,ENG CS,FC Middlesbrough,2:0,Ipswich Town,England Championship
059,29.12.,16:00,ENG CS,Bristol City,1:0,Rotherham United,England Championship
060,29.12.,16:00,ENG CS,Birmingham City,0:0,FC Brentford,England Championship
061,29.12.,16:00,ENG CS,Sheffield United,3:0,Blackburn Rovers,England Championship
062,29.12.,16:00,ENG CS,West Bromwich,1:1,Sheffield Wednes.,England Championship
063,29.12.,16:00,ENG 1,AFC Wimbledon,0:0,FC Blackpool,England League One
064,29.12.,16:00,ENG 1,Accrington Stanley,0:4,Peterborough Utd.,England League One
065,29.12.,16:00,ENG 1,FC Barnsley,2:1,Charlton Athletic,England League One
066,29.12.,16:00,ENG 1,Burton Albion,1:1,Plymouth Argyle,England League One
067,29.12.,16:00,ENG 1,Coventry City,1:0,Southend United,England League One
068,29.12.,16:00,ENG 1,Fleetwood Town,2:5,FC Portsmouth,England League One
069,29.12.,16:00,ENG 1,FC Gillingham,1:3,Doncaster Rovers,England League One
070,29.12.,16:00,ENG 1,FC Rochdale,0:4,Bradford City FC,England League One
071,29.12.,16:00,ENG 1,AFC Sunderland,1:1,Shrewsbury Town,England League One
072,29.12.,16:00,ENG 1,FC Walsall,2:2,Luton Town,England League One
073,29.12.,16:00,SCO PS,FC Dundee,0:2,FC St. Johnstone,Schottland Premiership
074,29.12.,16:00,SCO PS,Hamilton FC,1:2,FC Motherwell,Schottland Premiership
075,29.12.,16:00,SCO PS,FC Kilmarnock,2:1,FC St. Mirren,Schottland Premiership
076,29.12.,16:00,SCO PS,FC Livingston,1:2,FC Aberdeen,Schottland Premiership
077,29.12.,17:00,BB AUT,Vienna Timberw.,77:85,Klosterneuburg,Österreich Basketball Superliga
078,29.12.,18:00,ITA A,SSC Napoli,3:2,Bologna FC,Italien Serie A
079,29.12.,18:30,ENG PL,FC Liverpool,5:1,FC Arsenal,England Premier League
080,29.12.,18:30,SCO PS,Hibernian FC,0:1,Heart of Midl.,Schottland Premiership
081,29.12.,19:00,BB AUT,Swans Gmunden,75:64,Traiskirchen,Österreich Basketball Superliga
082,29.12.,19:00,BB AUT,Flyers Wels,84:84,UBSC Graz,Österreich Basketball Superliga
083,29.12.,20:30,ITA A,AC Milan,2:1,Spal Ferrara,Italien Serie A
084,29.12.,20:45,POR LC,Maritimo Funchal,0:1,GD Estoril Praia,Portugal Carlsberg Cup
085,29.12.,20:45,POR LC,CD Feirense,1:4,Sporting Lissabon,Portugal Carlsberg Cup
086,30.12.,12:30,ITA B,US Foggia,2:2,Hellas Verona,Italien Serie B
087,30.12.,13:00,ENG PL,Crystal Palace,0:1,FC Chelsea,England Premier League
088,30.12.,14:00,EH GER,Adler Mannheim,4:1,Bremerhaven P.,Deutschland Deutsche Eishockey Liga
089,30.12.,14:00,EH GER,Straubing Tigers,3:1,Kölner Haie,Deutschland Deutsche Eishockey Liga
090,30.12.,15:00,ITA B,AS Cittadella,0:1,US Palermo,Italien Serie B
091,30.12.,15:00,ITA B,Salernitana Calcio,2:4,Pescara Calcio,Italien Serie B
092,30.12.,15:00,ITA B,Ascoli FC,3:2,FC Crotone,Italien Serie B
093,30.12.,15:00,ITA B,US Cremonese,4:0,Perugia Calcio,Italien Serie B
094,30.12.,15:00,ITA B,SSC Venezia,1:1,Carpi FC,Italien Serie B
095,30.12.,15:15,ENG PL,FC Burnley,2:0,West Ham United,England Premier League
096,30.12.,15:15,ENG PL,FC Southampton,1:3,Manchester City,England Premier League
097,30.12.,15:30,KHL,Avangard Omsk,3:3,HC Barys,Kontinental Hockey League
098,30.12.,15:30,KHL,HK CSKA Moskau,2:1,Torp. Nowgorod,Kontinental Hockey League
099,30.12.,16:00,KHL,HK Dinamo Riga,5:4,Dynamo Moskau,Kontinental Hockey League
100,30.12.,16:00,ITA B,Benevento Calcio,1:1,Brescia Calcio,Italien Serie B
101,30.12.,16:30,EH GER,Augsburger Panth.,8:1,Schwenninger W.W.,Deutschland Deutsche Eishockey Liga
102,30.12.,16:30,EH GER,Eisbären Berlin,2:4,ERC Ingolstadt,Deutschland Deutsche Eishockey Liga
103,30.12.,17:00,EH GER,EHC Wolfsburg,0:4,EHC München,Deutschland Deutsche Eishockey Liga
104,30.12.,17:00,KHL,Slovan Bratislava,1:3,Jokerit Helsinki,Kontinental Hockey League
105,30.12.,17:30,EH AUT,Vienna Capitals,3:0,HC Znojmo,Österreich Eishockey Liga
106,30.12.,17:00,EH AUT,HC Bozen Foxes,3:1,HC Innsbruck,Österreich Eishockey Liga
107,30.12.,17:30,EH AUT,Villacher SV,1:4,EC Graz 99ers,Österreich Eishockey Liga
108,30.12.,17:30,EH AUT,EC Dornbirn,4:3,EC RB Salzburg,Österreich Eishockey Liga
109,30.12.,17:30,EH AUT,Fehervar,2:4,Black Wings Linz,Österreich Eishockey Liga
110,30.12.,17:30,ENG PL,Manchester United,4:1,AFC Bournemouth,England Premier League
111,30.12.,18:00,POR LC,Belenenses L.,1:2,FC Porto,Portugal Carlsberg Cup
112,30.12.,18:00,POR LC,GD Chaves,3:1,Varzim SC,Portugal Carlsberg Cup
113,30.12.,18:00,ITA B,AS Livorno,1:1,Padua Calcio,Italien Serie B
114,30.12.,18:00,ISR 1,Hapoel Hadera,3:0,Macc. Petach Tikva,Israel Winner League
115,30.12.,18:00,BB AUT,BC Vienna,72:69,Kapfenberg Bulls,Österreich Basketball Superliga
116,30.12.,19:00,EH GER,Iserlohn Roosters,2:2,Krefeld Pinguine,Deutschland Deutsche Eishockey Liga
117,30.12.,19:30,ISR 1,Hapoel Tel Aviv,2:0,Bnei Sakhnin FC,Israel Winner League
