Num,Date,Time,League,Team 1,Score,Team 2,League Name
030,02.05.,16:30,BLR 3,FC BGU Minsk,0:3,FC Ostrovets,Weißrussland Vtoraya Liga
046,02.05.,17:00,BLR 2,FC Orsha,0:0,FK Smorgon,Weißrussland Pervaya Liga
047,02.05.,17:00,BLR 1,FC Dinamo Minsk,1:2,FC Slutsk,Weißrussland Premier League
048,02.05.,17:00,BLR 1,FC Dinamo Minsk,1:3,FC Slutsk+1,Weißrussland Premier League
049,02.05.,20:30,DART HO,"Evans, Ricky",2:5,"Atkins, Martin","Darts, PDC Home Tour (best of 9 Legs)"
050,02.05.,20:55,DART HO,"Bunse, Christian",1:5,"Smith, Jeff","Darts, PDC Home Tour (best of 9 Legs)"
051,02.05.,21:20,DART HO,"Atkins, Martin",5:4,"Smith, Jeff","Darts, PDC Home Tour (best of 9 Legs)"
052,02.05.,21:55,DART HO,"Evans, Ricky",5:3,"Bunse, Christian","Darts, PDC Home Tour (best of 9 Legs)"
053,02.05.,22:20,DART HO,"Bunse, Christian",5:2,"Atkins, Martin","Darts, PDC Home Tour (best of 9 Legs)"
054,02.05.,22:45,DART HO,"Smith, Jeff",5:4,"Evans, Ricky","Darts, PDC Home Tour (best of 9 Legs)"
055,03.05.,10:00,TWN 1,Tatung FC,5:1,National Taiwan Un,Taiwan Football Premier League
056,03.05.,10:00,TWN 1,FC Taicheng Lions,1:6,Taiwan Power Co.,Taiwan Football Premier League
057,03.05.,10:00,TWN 1,Tainan City FC,0:1,Taichung Futuro FC,Taiwan Football Premier League
058,03.05.,10:00,TWN 1,Hang Yuen,1:0,Ming Chuan Univ.,Taiwan Football Premier League
059,03.05.,13:00,BLR 1,Belshina Bobruisk,0:3,Dinamo Brest,Weißrussland Premier League
060,03.05.,13:00,BLR 1,Bel. Bobruisk+1,1:3,Dinamo Brest,Weißrussland Premier League
061,03.05.,14:00,BLR 2,Sputnik Rechica,2:0,FC Granit Mikashev,Weißrussland Pervaya Liga
062,03.05.,15:00,BLR 1,FC Vitebsk,2:3,Slavia Mozyr,Weißrussland Premier League
063,03.05.,15:00,BLR 1,FC Vitebsk,2:4,Slavia Mozyr+1,Weißrussland Premier League
064,03.05.,15:00,BLR 2,FC Lida,3:0,FC Slonim,Weißrussland Pervaya Liga
065,03.05.,16:00,BLR 2,FC NFK Minsk,1:1,FC Gomel,Weißrussland Pervaya Liga
066,03.05.,17:00,BLR 1,FC BATE Borisov,3:1,Neman Grodno,Weißrussland Premier League
067,03.05.,17:00,BLR 1,FC BATE Borisov,3:2,Neman Grodno+1,Weißrussland Premier League
068,03.05.,17:00,BLR 1,FC BATE Borisov,3:3,Neman Grodno+2,Weißrussland Premier League
069,03.05.,19:00,BLR 1,Shakhter Soligorsk,4:0,Isloch,Weißrussland Premier League
070,03.05.,19:00,BLR 1,Shakhter Soligorsk,4:1,Isloch+1,Weißrussland Premier League
074,04.05.,14:00,TURK 1,Merw Mary,2:0,Nebitci Balkanabat,Turkmenistan 1. Liga
073,04.05.,14:15,TURK 1,Shagadam Turkmen.,1:0,Kopetdag Asgabat,Turkmenistan 1. Liga
071,04.05.,15:30,TURK 1,Altyn Asyr FC,4:1,FC Asgabat,Turkmenistan 1. Liga
072,04.05.,15:30,TURK 1,Altyn Asyr FC,4:2,FC Asgabat+1,Turkmenistan 1. Liga
075,08.05.,16:00,BLR 1,FC Slutsk,1:2,Energet. BGU Minsk,Weißrussland Premier League
076,08.05.,18:00,BLR 1,FC Gorodeya,1:1,FC Minsk,Weißrussland Premier League
077,09.05.,14:00,BLR 1,Slavia Mozyr,0:0,FC Torpedo Zhodino,Weißrussland Premier League
078,09.05.,16:00,BLR 1,Neman Grodno,2:4,FC Rukh Brest,Weißrussland Premier League
079,10.05.,13:00,BLR 1,Isloch,2:1,Belshina Bobruisk,Weißrussland Premier League
080,10.05.,15:00,BLR 1,FC Vitebsk,0:0,Shakhter Soligorsk,Weißrussland Premier League
081,10.05.,17:00,BLR 1,FC Smolevichi,3:5,FC BATE Borisov,Weißrussland Premier League
082,10.05.,17:00,BLR 1,FC Smolevichi+1,4:5,FC BATE Borisov,Weißrussland Premier League
083,10.05.,19:00,BLR 1,Dinamo Brest,2:1,FC Dinamo Minsk,Weißrussland Premier League
