Num,Date,Liga,Team 1,Score,Team 2,Result,Liga Title
053,27.05. 20:00,HUN 1,Ujpest FC,0:1,Ferencvaros,?,Ungarn NB I
054,27.05. 20:10,POL CUP,FKS Stal Mielec,1:3,Lech Posen,?,Polen Cup
055,27.05. 20:30,GER BL,FC Augsburg,0:0,SC Paderborn,?,Deutschland Bundesliga
056,27.05. 20:30,GER BL,FC Augsburg,0:1,SC Paderborn+1,?,Deutschland Bundesliga
057,27.05. 20:30,GER BL,Fortuna Düsseldorf,2:1,FC Schalke 04,?,Deutschland Bundesliga
058,27.05. 20:30,GER BL,Fortuna Düsseldorf,2:2,FC Schalke 04+1,?,Deutschland Bundesliga
059,27.05. 20:30,GER BL,FC Union Berlin,1:1,FSV Mainz 05,?,Deutschland Bundesliga
060,27.05. 20:30,GER BL,FC Union Berlin,1:2,FSV Mainz 05+1,?,Deutschland Bundesliga
061,27.05. 20:30,GER BL,TSG Hoffenheim,3:1,1. FC Köln,?,Deutschland Bundesliga
062,27.05. 20:30,GER BL,TSG Hoffenheim,3:2,1. FC Köln+1,?,Deutschland Bundesliga
063,27.05. 20:35,DART HO,"Bunting, Stephen",6:5,"De Decker, Mike",?,"Darts, PDC Home Tour (best of 9 Legs)"
064,27.05. 22:05,DART HO,"Bunting, Stephen",6:3,"Durrant, Glen",?,"Darts, PDC Home Tour (best of 9 Legs)"
065,27.05. 23:00,CRC 1,Municipal Grecia,3:1,LD Alajuelense,?,Costa Rica Primera División
066,28.05. 04:00,CRC 1,Uni. de Costa Rica,1:2,CS Herediano,?,Costa Rica Primera División
067,27.05. 20:00,FRO 1,TB Tvoeroyri,1:3,B36 Torshavn,?,Färöer Inseln Premier League
068,28.05. 15:00,TURK 1,Kopetdag Asgabat,1:2,Altyn Asyr FC,?,Turkmenistan 1. Liga
069,28.05. 14:15,TURK 1,Shagadam Turkmen.,1:2,Ahal FC,?,Turkmenistan 1. Liga
070,28.05. 17:00,FS,SK Rapid Wien,3:0,SV Horn,?,Freundschaftsspiele Österreich
071,28.05. 18:00,CZE 2,FK Usti nad Labem,1:2,Zbrojovka Brno,?,Tschechien 1. Division
072,28.05. 18:00,FRO 1,HB Torshavn,3:0,Vikingur Gota,?,Färöer Inseln Premier League
073,28.05. 19:00,DEN 1,AGF Aarhus,1:1,Randers FC,?,Dänemark Superligaen
074,28.05. 20:00,FRO 1,KI Klaksvik,3:0,EB/Streymur,?,Färöer Inseln Premier League
075,28.05. 20:00,FRO 1,Skala IF,1:1,AB Argir,?,Färöer Inseln Premier League
076,28.05. 20:30,GER 2,VfB Stuttgart,3:2,Hamburger SV,?,Deutschland 2. Bundesliga
077,28.05. 20:30,GER 2,VfB Stuttgart,3:3,Hamburger SV+1,?,Deutschland 2. Bundesliga
078,28.05. 20:30,GER 2,VfB Stuttgart+1,4:2,Hamburger SV,?,Deutschland 2. Bundesliga
079,28.05. 20:30,DART HO,"Anderson, Gary",6:2,"Kenny, Nick",?,"Darts, PDC Home Tour (best of 9 Legs)"
080,28.05. 21:05,DART HO,"Humphries, Luke",6:2,"Lewis, Jamie",?,"Darts, PDC Home Tour (best of 9 Legs)"
081,28.05. 22:10,DART HO,"Anderson, Gary",6:1,"Humphries, Luke",?,"Darts, PDC Home Tour (best of 9 Legs)"
082,28.05. 22:55,DART HO,"Lewis, Jamie",3:6,"Anderson, Gary",?,"Darts, PDC Home Tour (best of 9 Legs)"
083,28.05. 23:00,CRC 1,Guadalupe FC,3:1,Perez Zeledon,?,Costa Rica Primera División
084,29.05. 20:45,AUT CUP,RB Salzburg*,5:0,Austria Lustenau,?,Österreich ÖFB Cup
085,29.05. 20:45,AUT CUP,RB Salzburg,5:1,Austria Lustenau+1,?,Österreich ÖFB Cup
086,03.06. 18:30,AUT BL,SK Sturm Graz,1:2,Wolfsberger AC,?,Österreich Bundesliga
087,03.06. 18:30,AUT BL,LASK Linz,1:2,TSV Hartberg,?,Österreich Bundesliga
088,03.06. 20:30,AUT BL,RB Salzburg,2:0,SK Rapid Wien,?,Österreich Bundesliga
