Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,07.05.,12:00,AFC CL,Kawasaki Front JPN,2:2,SIPG Shanghai CHN,AFC Champions League
002,07.05.,12:00,AFC CL,Ulsan Hyundai KOR,1:0,Sydney FC AUS,AFC Champions League
003,07.05.,13:00,AFC CL,Buriram United THA,1:2,Urawa RD JPN,AFC Champions League
004,07.05.,14:00,AFC CL,Beijing Guoan CHN,0:1,Jeonbuk Hyu. KOR,AFC Champions League
005,07.05.,16:15,BUL 1,Botev Vratsa,0:0,PFC Slavia Sofia,Bulgarien Premier League
006,07.05.,17:00,CZE 2,Zbrojovka Brno,2:0,FC Hradec Kralove,Tschechien 1. Division
007,07.05.,17:30,FIN 1,Vaasa PS,1:1,HJK Helsinki,Finnland Veikkausliiga
008,07.05.,17:30,FIN 1,FC Inter Turku,3:0,Rovaniemi PS,Finnland Veikkausliiga
009,07.05.,17:30,FIN 1,Tampereen Ilves,1:1,FC Honka,Finnland Veikkausliiga
010,07.05.,19:00,SWE 2,Degerfors IF,1:0,IK Brage,Schweden Superettan
011,07.05.,19:00,BB AUT,BC Vienna,78:78,Oberwart Gunners,Österreich Basketball Superliga
012,07.05.,19:00,BB AUT,Vienna Timberw.,81:91,Kapfenberg Bulls,Österreich Basketball Superliga
013,07.05.,19:00,BB AUT,Traiskirchen,74:72,Swans Gmunden,Österreich Basketball Superliga
014,07.05.,19:00,BB AUT,Flyers Wels,73:87,Klosterneuburg,Österreich Basketball Superliga
015,07.05.,19:00,BB GER,BBC Bayreuth,84:99,Würzburg Baskets,Deutschland BBL
016,07.05.,19:00,EH FS,Deutschland,2:5,USA,"Freundschaftsspiele, Herren"
017,07.05.,19:15,EH FS,Österreich,5:7,Kanada,"Freundschaftsspiele, Herren"
018,07.05.,20:00,AFC CL,AL Wahda SCC,3:1,Lok. Tashkent UZB,AFC Champions League
019,07.05.,20:30,AFC CL,AL Zawraa SC IRQ,2:2,Zob Ahan IRI,AFC Champions League
020,07.05.,20:30,AFC CL,AL Rayyan SC QAT,0:2,Al-Ittihad KSA,AFC Champions League
021,07.05.,20:45,SCO PS,Ayr United,1:3,Inverness CT,Schottland Premiership
022,07.05.,20:45,SCO CS,FC Raith Rovers,2:1,Forfar Athletic,Schottland Championship
023,07.05.,20:45,SCO CS,FC Montrose,2:1,Queen of South,Schottland Championship
024,07.05.,20:45,SCO 1,Annan Athletic,2:0,FC Stenhousemuir,Schottland League One
025,07.05.,20:45,SCO 1,Edinburgh City,0:1,FC Clyde,Schottland League One
026,07.05.,20:45,NIRL 1,FC Glenavon,2:4,Glentoran Belfast,Nordirland JJB Sports Premiership
027,07.05.,20:45,NIRL 1,FC Cliftonville,3:3,FC Coleraine,Nordirland JJB Sports Premiership
028,07.05.,21:00,CL,FC Liverpool ENG,4:0,FC Barcelona ESP,UEFA Champions League
029,07.05.,21:00,CL,FC Liverpool,4:1,FC Barcelona+1,UEFA Champions League
030,07.05.,21:00,CL,FC Liverpool+1,5:0,FC Barcelona,UEFA Champions League
031,08.05.,00:15,COPA L,Club Nacional URU,1:1,Cerro Porteno PAR,Copa Libertadores
032,08.05.,00:15,COPA L,Zamora FC VEN,1:2,Atletico MG BRA,Copa Libertadores
033,08.05.,02:30,COPA L,Alianza Lima PER,1:2,Palestino CHI,Copa Libertadores
034,08.05.,02:30,COPA L,CA River Plate ARG,2:2,Internacional BRA,Copa Libertadores
035,08.05.,02:00,NBA,Toronto Raptors,125:89,Philadelphia 76ers,USA NBA
036,08.05.,04:30,NBA,Denver Nuggets,124:98,Portland T.,USA NBA
037,08.05.,12:00,AFC CL,Daegu FC KOR,4:0,Melbourne Vic. AUS,AFC Champions League
038,08.05.,12:00,AFC CL,S. Hiroshima JPN,1:0,Guangzhou Ev. CHN,AFC Champions League
039,08.05.,12:00,JPN LC,Hokkaido Consadole,0:4,Yokohama F Marinos,Japan Nabisco Cup
040,08.05.,12:00,JPN LC,Shonan Bellmare,1:0,V-Varen Nagasaki,Japan Nabisco Cup
041,08.05.,12:00,JPN LC,FC Tokyo,0:0,Vegalta Sendai,Japan Nabisco Cup
042,08.05.,12:00,JPN LC,Oita Trinita,2:1,Vissel Kobe,Japan Nabisco Cup
043,08.05.,12:00,JPN LC,Gamba Osaka,3:1,Shimizu S-Pulse,Japan Nabisco Cup
044,08.05.,12:00,JPN LC,Jubilo Iwata,1:0,Matsumoto Yamaga,Japan Nabisco Cup
045,08.05.,12:30,JPN LC,Sagan Tosu,0:0,Kashiwa Reysol,Japan Nabisco Cup
046,08.05.,12:30,JPN LC,Nagoya Grampus,2:2,Cerezo Osaka,Japan Nabisco Cup
047,08.05.,13:30,AFC CL,Shandong L. CHN,2:1,Gyeongnam FC KOR,AFC Champions League
048,08.05.,14:45,AFC CL,Johor D. T. FC MAS,1:0,Kashima A. JPN,AFC Champions League
049,08.05.,17:00,CZE 2,1. SC Znojmo,2:3,MAS Taborsko,Tschechien 1. Division
