Num,Date,Time,League,Team 1,Score,Team 2,League Name
085,17.09.,19:00,EL,FC Riga LAT,1:0,SP Tre Fiori SMR,UEFA Europa League
086,17.09.,19:00,EL,Djurgardens IF SWE,2:1,Europa FC GIB,UEFA Europa League
087,17.09.,19:00,EL,KF Laci ALB*,1:2,H. Beer Sheva ISR,UEFA Europa League
088,17.09.,19:00,EL,Connah's Quay WAL*,0:1,Dinamo Tiflis GEO,UEFA Europa League
089,17.09.,19:00,EL,Hibernians FC MLT,0:1,Fehervar FC HUN,UEFA Europa League
090,17.09.,19:00,EL,ZSKA Sofia BUL,2:0,BATE Borisov BLR,UEFA Europa League
091,17.09.,19:00,EL,FC Sfintul Gh MDA*,0:0,FK Partizan SRB,UEFA Europa League
092,17.09.,19:00,EL,Maccabi Haifa ISR,2:1,Kairat Almaty KAZ,UEFA Europa League
093,17.09.,19:30,EL,Inter Club DE AND,0:1,FC Dundalk IRL,UEFA Europa League
094,17.09.,20:00,EL,Piast Gliwice POL,3:2,TSV Hartberg AUT,UEFA Europa League
095,17.09.,20:00,EL,Piast Gliwice,3:3,TSV Hartberg+1,UEFA Europa League
096,17.09.,20:00,EL,Shamrock IRL,0:2,AC Milan ITA,UEFA Europa League
097,17.09.,20:00,EL,FK Sileks Kra MKD*,0:2,KF Drita KOS,UEFA Europa League
098,17.09.,20:00,EL,Borac Banja L. BIH,0:2,Rio Ave FC POR,UEFA Europa League
099,17.09.,20:00,EL,Stand. Lüttich BEL,2:0,Bala Town WAL,UEFA Europa League
100,17.09.,20:00,EL,KS Kukesi ALB*,0:4,VfL Wolfsburg GER,UEFA Europa League
101,17.09.,20:00,EL,Aris Saloniki GRE,1:2,Kolos Kovalivka,UEFA Europa League
102,17.09.,20:00,ENG LC,Wolverhampton,0:1,Stoke City,England Liga Cup
103,17.09.,20:15,EL,NS Mura SLO,3:0,AGF Aarhus DEN,UEFA Europa League
104,17.09.,20:30,EL,Viking FK NOR,0:2,FC Aberdeen SCO,UEFA Europa League
105,17.09.,20:30,EL,FC Coleraine NIR,2:2,FC Motherwell SCO,UEFA Europa League
106,17.09.,20:45,EL,Dunajska Str. SVK,3:3,FK Jablonec CZE,UEFA Europa League
107,17.09.,20:45,EL,FC Linfield NIR,0:1,Floriana FC MLT,UEFA Europa League
108,17.09.,20:45,EL,Servette Genf SUI,0:1,Stade de Reims FRA,UEFA Europa League
109,17.09.,20:45,EL,NK Osijek CRO,1:2,FC Basel SUI,UEFA Europa League
110,17.09.,20:45,ENG LC,Brighton & Hove,4:0,FC Portsmouth,England Liga Cup
111,17.09.,21:00,EL,FK Topola SRB,4:4,FCS Bukarest ROU,UEFA Europa League
112,17.09.,21:05,EL,Honved Budap. HUN,0:2,Malmö FF SWE,UEFA Europa League
113,17.09.,21:00,FRA 1,Olymp. Marseille,0:2,AS Saint Etienne,Frankreich Ligue 1
114,17.09.,22:00,COPA L,Racing Club ARG,0:1,Club Nacional URU,Copa Libertadores
115,18.09.,00:00,COPA L,Sao Paulo SP BRA,2:2,CA River Plate ARG,Copa Libertadores
116,18.09.,00:00,COPA L,Defensa y Jus. ARG,3:0,Delfin SC ECU,Copa Libertadores
117,18.09.,02:00,COPA L,Indep. d.Valle ECU,5:0,CR Flamengo RJ BRA,Copa Libertadores
118,18.09.,02:00,COPA L,Club Libertad PAR,0:2,Boca Juniors ARG,Copa Libertadores
119,18.09.,04:00,COPA L,Barcelona G. ECU,1:2,Atl. Junior COL,Copa Libertadores
120,18.09.,04:00,COPA L,Guar. Asuncion PAR,4:1,CA Tigre ARG,Copa Libertadores
