Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,08.01.,12:30,KHL,Avtomobilist,0:6,SKA St. Petersburg,Kontinental Hockey League
002,08.01.,12:30,KHL,Salavat Yulaev Ufa,7:4,HC Red Star Kunlun,Kontinental Hockey League
003,08.01.,14:00,GRE CUP,PAS Giannina FC,1:1,Panionios Athen,Griechenland Cup
004,08.01.,14:30,ASICUP,Irak*,3:2,Vietnam,Asien Cup
005,08.01.,14:30,KHL,HC Barys,4:2,Amur Chabarowsk,Kontinental Hockey League
006,08.01.,15:00,KHL,Lok. Jaroslawl,1:0,HK CSKA Moskau,Kontinental Hockey League
007,08.01.,16:00,GRE CUP,Panachaiki 1891 FC,2:1,PAOK Thessaloniki,Griechenland Cup
008,08.01.,16:15,GRE CUP,Skoda Xanthi FC,0:0,Olympiakos Piräus,Griechenland Cup
009,08.01.,17:00,ASICUP,Saudi Arabien*,4:0,Nordkorea,Asien Cup
010,08.01.,17:30,KHL,Jokerit Helsinki,2:3,Dynamo Moskau,Kontinental Hockey League
011,08.01.,17:30,KHL,HK Dinamo Minsk,5:3,Slovan Bratislava,Kontinental Hockey League
012,08.01.,18:00,EH CL,Frölunda HC SWE,6:3,HC Pilsen CZE,Champions Hockey League
013,08.01.,18:00,BB EL,Khimki Moskau RUS,72:72,Fenerbahce TUR,Euroleague
014,08.01.,18:00,DA-SL,"Shiffrin, Mikaela",Vlhova,"Vlhova, Petra","Ski Alpin, Damen Slalom"
015,08.01.,18:00,DA-SL,"Holdener, Wendy",Holdene,"Hansdotter, Frida","Ski Alpin, Damen Slalom"
016,08.01.,18:00,DA-SL,"Schild, Bernadette",Tipp X,Swenn-Larsson A.,"Ski Alpin, Damen Slalom"
017,08.01.,18:00,DA-SL,"Liensberger, Kath.",Liensbe,"Gisin, Michelle","Ski Alpin, Damen Slalom"
018,08.01.,18:00,DA-SL,"Truppe, Katharina",Truppe,"Costazza, Chiara","Ski Alpin, Damen Slalom"
019,08.01.,18:00,DA-SL,"Mielzynski, Erin",abgesagt,"Curtoni, Irene","Ski Alpin, Damen Slalom"
020,08.01.,18:30,GRE CUP,Ergotelis FC,1:1,OFI Kreta,Griechenland Cup
021,08.01.,18:30,RSA PL,Orlando Pirates FC,4:2,Chippa United,"Südafrika, Premier League"
022,08.01.,18:30,RSA PL,Mamelodi FC,abgesagt,Polokwane City,"Südafrika, Premier League"
