Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,06.11.,17:00,SVK CUP,MSK Zilina,3:1,SKF Sered,Slowakei Cup
002,06.11.,17:00,KHL,Sev. Cherepovets,0:4,Jokerit Helsinki,Kontinental Hockey League
003,06.11.,17:30,KHL,HC Sochi,1:2,HK Dinamo Minsk,Kontinental Hockey League
004,06.11.,17:30,DEN CUP,Hobro IK,2:4,Odense BK,Dänemark Landspokalturneringen
005,06.11.,18:00,ISR 2,Beitar Tel Aviv,2:0,Hapoel Iksal Imad,Israel National League
006,06.11.,18:00,EH CL,Kometa Brünn CZE,5:1,Tappara Tamper FIN,Champions Hockey League
007,06.11.,18:00,EH CL,Malmö IF SWE,4:1,SC Bern SUI,Champions Hockey League
008,06.11.,18:30,EH CL,Storhamar Hock NOR,4:4,Skelleftea AIK SWE,Champions Hockey League
009,06.11.,18:55,CL,AS Monaco FRA,0:4,Club Brügge BEL,UEFA Champions League
010,06.11.,18:55,CL,Roter Stern B. SRB,2:0,FC Liverpool ENG,UEFA Champions League
011,06.11.,19:00,AUT RLO,SV Mattersburg Am.,2:1,SK Rapid Wien II,Österreich Regionalliga Ost
012,07.11.,20:30,ITA C1C,Catania Calcio,2:1,US Siracusa,"Italien, Lega Pro Prima Divisione, Girone C"
013,06.11.,19:45,EH CL,Bozen Foxes ITA,1:6,HC Pilsen CZE,Champions Hockey League
014,06.11.,19:45,EH CL,Zürcher Lions SUI,4:4,Kärpät Oulu FIN,Champions Hockey League
015,06.11.,19:45,EH CL,HC Lugano SUI,1:1,Frölunda HC SWE,Champions Hockey League
016,06.11.,20:00,EH CL,Rouen HE FRA,3:3,EC RB Salzburg AUT,Champions Hockey League
017,06.11.,20:00,EH CL,EHC München GER,2:3,EV Zug SUI,Champions Hockey League
018,06.11.,20:45,ENG 1,FC Gillingham,0:1,FC Blackpool,England League One
019,06.11.,20:45,ENG 1,FC Walsall,0:2,Charlton Athletic,England League One
020,06.11.,20:45,ENG LTR,Wycombe Wanderers,0:3,Oxford United,England Football League Trophy
021,06.11.,20:45,ENG LTR,AFC Wimbledon,4:0,FC Stevenage,England Football League Trophy
022,06.11.,21:00,CL,SSC Napoli ITA,1:1,Paris SG FRA,UEFA Champions League
023,06.11.,21:00,CL,Atl. Madrid ESP,2:0,Bor. Dortmund GER,UEFA Champions League
024,06.11.,21:00,CL,FC Schalke 04 GER,2:0,Galatasaray TUR,UEFA Champions League
025,06.11.,21:00,CL,FC Porto POR,4:1,Lok Moskau RUS,UEFA Champions League
026,06.11.,21:00,CL,Inter Mailand ITA,1:1,FC Barcelona ESP,UEFA Champions League
027,06.11.,21:00,CL,Inter Mailand+1,2:1,FC Barcelona,UEFA Champions League
028,06.11.,21:00,CL,Tottenham ENG,2:1,PSV Eindhoven NED,UEFA Champions League
029,06.11.,21:30,PER 1,Univ. San Martin,2:3,Real Garcilaso,Peru Primera Division
030,06.11.,22:15,BRA 2,Londrina EC PR,4:2,Criciuma EC SC,Brasilien Brasilero Serie B
031,06.11.,22:15,BRA 2,Atletico GO,2:2,Avai FC SC,Brasilien Brasilero Serie B
032,06.11.,23:30,BRA 2,Sao Bento SP,5:2,Coritiba FC PR,Brasilien Brasilero Serie B
033,06.11.,23:30,BRA 2,AA Ponte Preta SP,1:0,Boa EC MG,Brasilien Brasilero Serie B
034,07.11.,00:30,BRA 2,CR Brasil AL,2:0,EC Juventude RS,Brasilien Brasilero Serie B
035,07.11.,00:30,BRA 2,Figueirense FC SC,0:0,Guarani FC SP,Brasilien Brasilero Serie B
036,07.11.,00:30,BRA 2,Paysandu SC PA,4:3,Oeste FC SP,Brasilien Brasilero Serie B
037,07.11.,00:30,BRA 2,Fortaleza EC CE,1:1,CS Alagoano AL,Brasilien Brasilero Serie B
038,07.11.,01:00,NHL,Toronto Maple L.,3:1,Vegas Gold.Knights,USA NHL
039,07.11.,01:00,NHL,New York Rangers,5:3,Montreal Canad.,USA NHL
040,07.11.,01:00,NHL,Columbus Blue J.,4:1,Dallas Stars,USA NHL
041,07.11.,01:30,NHL,Ottawa Senators,7:3,New Jersey Devils,USA NHL
042,07.11.,01:30,NHL,Detroit Red Wings,2:2,Vancouver Can.,USA NHL
043,07.11.,01:30,NHL,Tampa Bay Lightn.,5:2,Edmonton Oilers,USA NHL
044,07.11.,02:00,NHL,St. Louis Blues,4:1,Carolina Hurric.,USA NHL
