Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,10.04.,11:00,BB TWN,Yulon Luxgen Dinos,90:85,Bank of Taiwan,Super Basketball League
002,10.04.,12:30,BLR RES,Gorodeya Reserve,0:6,Din Minsk Reserve,Weißrussland Reserve Liga
003,10.04.,13:00,BB TWN,Kaohsiung Jeoutai,79:79,Pauian Archiland,Super Basketball League
004,10.04.,14:00,BLR RES,FC Slutsk Reserve,3:3,FC Vitebsk Reserve,Weißrussland Reserve Liga
005,10.04.,16:00,BLR RES,Torpedo Zhodino Re,0:0,Energetik Minsk Re,Weißrussland Reserve Liga
006,10.04.,18:00,BLR 1,Neman Grodno,1:1,Belshina Bobruisk,Weißrussland Premier League
007,10.04.,18:00,BLR 1,Neman Grodno,1:2,Bel. Bobruisk+1,Weißrussland Premier League
008,11.04.,12:00,BLR RES,Dinamo Brest Reser,2:4,FC Isloch Reserve,Weißrussland Reserve Liga
009,11.04.,12:00,BLR RES,FC Minsk Reserve,3:0,Bate Borisov Reser,Weißrussland Reserve Liga
010,11.04.,13:00,BLR RES,FC Smolevichi Res,0:4,Sh. Soligorsk Rese,Weißrussland Reserve Liga
011,11.04.,13:00,BLR 1,FC Slutsk,1:1,FC Vitebsk,Weißrussland Premier League
012,11.04.,13:00,BLR 1,FC Slutsk,1:2,FC Vitebsk+1,Weißrussland Premier League
013,11.04.,15:00,BLR 1,FC Torpedo Zhodino,2:0,Energet. BGU Minsk,Weißrussland Premier League
014,11.04.,15:00,BLR 1,FC Torpedo Zhodino,2:1,E.BGU Minsk+1,Weißrussland Premier League
015,11.04.,15:00,BUR 1,Musongati FC,abgesagt,LLB Academic,Burundi 1.Liga
016,11.04.,16:00,BUR 1,Athletico Olympic,abgesagt,Bujumbura City,Burundi 1.Liga
017,11.04.,17:00,BLR 1,FC Gorodeya,1:0,FC Dinamo Minsk,Weißrussland Premier League
018,11.04.,17:00,BLR 1,FC Gorodeya+1,2:0,FC Dinamo Minsk,Weißrussland Premier League
019,11.04.,21:30,NIC U20,U20 ART Jalapa,1:0,U20 Diriangen,Nicaragua U20
020,11.04.,21:30,NIC U20,U20 Las Sabanas CF,1:5,U20 Managua,Nicaragua U20
021,11.04.,23:00,NIC U20,U20 Juve Managua,5:1,U20 Real Madriz,Nicaragua U20
022,12.04.,23:00,NIC 1,Chinandega FC,1:3,Real Esteli FC,Nicaragua Primera Division
