Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,25.06.,12:00,AFC CL,S. Hiroshima JPN,3:2,Kashima A. JPN,AFC Champions League
002,25.06.,13:30,AFC CL,Shandong L. CHN,2:1,Guangzhou Ev. CHN,AFC Champions League
003,25.06.,15:00,CL Q,SP Tre Penne SMR*,0:1,FC Santa Colom AND,"UEFA Champions League, Qualifikation"
004,25.06.,17:00,LAT 1,FK Ventspils,2:2,Spartaks Jurmala,Lettland LMT Virsliga
005,25.06.,17:00,FIN 1,IFK Mariehamn,0:2,HJK Helsinki,Finnland Veikkausliiga
006,25.06.,17:30,FIN 1,Tampereen Ilves,4:2,KPV Kokkola,Finnland Veikkausliiga
007,25.06.,17:30,FIN 1,FC Honka,1:0,Rovaniemi PS,Finnland Veikkausliiga
008,25.06.,17:30,FIN 1,Kuopio PS,5:1,FC Lahti,Finnland Veikkausliiga
009,25.06.,17:30,FIN 1,FC Inter Turku,1:1,Vaasa PS,Finnland Veikkausliiga
010,25.06.,17:30,FIN 2,AC Oulu,2:2,AC Kajaani,Finnland Ykkonen
011,25.06.,17:30,FIN 2,Mypa Myllykoski,0:5,FF Jaro,Finnland Ykkonen
012,25.06.,17:30,FIN 2,Musa Pori,1:0,TPV Tampere,Finnland Ykkonen
013,25.06.,18:00,WM DAM,Italien Damen,2:0,China Damen,Damen WM 2019 in Frankreich
014,25.06.,18:00,FS,SK Sturm Graz AUT*,1:0,Mlada Boleslav CZE,Freundschaftsspiele International (Klub)
015,25.06.,19:00,AFR CUP,Kamerun,2:0,Guinea-Bissau,Afrika Cup
016,25.06.,19:00,SWE 1,AIK Stockholm,0:2,IFK Norrköping,Schweden Allsvenskan
017,25.06.,19:00,SWE 2,Dalkurd FF,1:6,Vasteraas SK,Schweden Superettan
018,25.06.,19:00,LAT 1,Rigas Futb.Skola,1:2,FK Liepaja,Lettland LMT Virsliga
019,25.06.,19:00,FS,Leobendorf AUT,0:3,SK Rapid Wien AUT,Freundschaftsspiele International (Klub)
020,25.06.,20:45,CL Q,Feronikeli KOS*,1:0,Lincoln FC GIB,"UEFA Champions League, Qualifikation"
021,25.06.,20:45,BB FRA,Asvel Lyon Villeur,66:55,AS Monaco,Frankreich Pro A
022,25.06.,21:00,WM DAM,Niederlande Damen,2:1,Japan Damen,Damen WM 2019 in Frankreich
023,25.06.,21:00,WM DAM,Niederlande Damen,2:2,Japan Damen+1,Damen WM 2019 in Frankreich
024,25.06.,22:00,AFR CUP,Ghana,2:2,Benin,Afrika Cup
025,26.06.,02:00,G-CUP,Jamaika,1:1,Curacao,Gold Cup
026,26.06.,04:30,G-CUP,Honduras,4:0,El Salvador,Gold Cup
027,26.06.,12:00,JPN LC,Vegalta Sendai,1:0,Nagoya Grampus,Japan Nabisco Cup
028,26.06.,12:00,JPN LC,Cerezo Osaka,1:1,FC Tokyo,Japan Nabisco Cup
029,26.06.,12:00,JPN LC,Hokkaido Consadole,2:1,Jubilo Iwata,Japan Nabisco Cup
030,26.06.,12:00,JPN LC,Gamba Osaka,0:2,V-Varen Nagasaki,Japan Nabisco Cup
031,26.06.,12:00,AFC CL,Jeonbuk Hyu. KOR,1:1,SIPG Shanghai CHN,AFC Champions League
032,26.06.,13:00,AFC CL,Ulsan Hyundai KOR,0:3,Urawa RD JPN,AFC Champions League
033,26.06.,14:00,FS,FC Ingolstadt GER,3:1,SKN St. Pölten AUT,Freundschaftsspiele International (Klub)
034,26.06.,16:00,FS,FC Vaduz LIE,1:0,YB Bern SUI,Freundschaftsspiele International (Klub)
035,26.06.,16:30,AFR CUP,Nigeria,1:0,Guinea,Afrika Cup
036,26.06.,19:00,FS,1860 München GER*,1:5,FC Basel SUI,Freundschaftsspiele International (Klub)
037,26.06.,17:00,FS,Honved Budap. HUN*,3:0,WSG Sw.Tirol AUT,Freundschaftsspiele International (Klub)
038,26.06.,18:00,NOR CUP,Kfum Oslo,2:1,Tromsdalen UIL,Norwegen Cup
039,26.06.,18:00,NOR CUP,Viking FK,5:2,Stabaek IF,Norwegen Cup
040,26.06.,18:00,NOR CUP,Ranheim IL,4:0,SK Brann,Norwegen Cup
041,26.06.,18:00,NOR CUP,Kongsvinger IL,0:3,Mjöndalen,Norwegen Cup
042,26.06.,18:00,NOR CUP,FK Haugesund,0:0,Strömmen IF,Norwegen Cup
043,26.06.,18:00,NOR CUP,Fram Larvik,3:1,Baerum,Norwegen Cup
044,26.06.,18:00,NOR CUP,Kristiansund BK,1:1,Odds BK,Norwegen Cup
045,26.06.,18:00,FS,FC Rostov RUS*,2:0,Spartak Moskau RUS,Freundschaftsspiele International (Klub)
046,26.06.,18:45,LAT 1,BFC Daugavpils,0:0,FS Metta,Lettland LMT Virsliga
047,26.06.,19:00,LAT 1,FC Riga,0:1,FK Jelgava,Lettland LMT Virsliga
048,26.06.,19:00,AFR CUP,Uganda,1:1,Simbabwe,Afrika Cup
049,26.06.,20:00,NOR CUP,Rosenborg BK,1:1,Aalesunds FK,Norwegen Cup
050,26.06.,20:00,ISL CUP,IBV Vestmannaeyjar,2:3,Vikingur Reykjavik,Island Cup
051,26.06.,21:15,ISL 2,Fram Reykjavik,2:1,Throttur Reykjavik,Island 2. Liga
052,26.06.,22:00,AFR CUP,Ägypten,2:0,Kongo DR,Afrika Cup
053,26.06.,22:00,AFR CUP,Ägypten,2:1,Kongo DR+1,Afrika Cup
054,27.06.,00:30,G-CUP,Trinidad & Tobago,1:1,Guyana,Gold Cup
055,27.06.,01:00,USA MLS,New England Rev.,1:1,Philadelphia Union,USA Major League Soccer
056,27.06.,01:30,USA MLS,Montreal Impact,2:1,Portland Timbers,USA Major League Soccer
057,27.06.,02:00,USA MLS,DC United,1:0,Orlando City SC,USA Major League Soccer
058,27.06.,02:00,USA MLS,FC Toronto,3:2,Atlanta United FC,USA Major League Soccer
059,27.06.,03:00,G-CUP,Panama,0:1,USA,Gold Cup
060,27.06.,03:00,USA MLS,FC Dallas,2:2,Vancouver W'caps,USA Major League Soccer
061,27.06.,04:30,USA MLS,SJ Earthquakes,2:0,Houston Dynamo,USA Major League Soccer
062,27.06.,12:00,BB EMDA,Schweden,67:51,Montenegro,Europameisterschaft Damen
063,27.06.,14:30,BB EMDA,Frankreich,74:61,Tschechien,Europameisterschaft Damen
064,27.06.,16:00,BB EMDA,Ungarn,88:84,Slowenien,Europameisterschaft Damen
065,27.06.,16:30,AFR CUP,Madagaskar,1:0,Burundi,Afrika Cup
066,27.06.,17:30,BB EMDA,Großbritannien,74:60,Lettland,Europameisterschaft Damen
067,27.06.,17:45,BB EMDA,Russland,54:67,Belgien,Europameisterschaft Damen
068,27.06.,18:00,U21 EM,Deutschland U21,4:2,Rumänien U21,U21 Europameisterschaft
069,27.06.,18:00,FS,FC Krasnodar RUS*,1:0,ZSKA Moskau RUS,Freundschaftsspiele International (Klub)
070,27.06.,18:30,BB EMDA,Türkei,54:57,Italien,Europameisterschaft Damen
071,27.06.,19:00,AFR CUP,Senegal,0:1,Algerien,Afrika Cup
072,27.06.,19:30,EL,FC Barry Town WAL,0:0,Cliftonville NIR,UEFA Europa League
073,27.06.,19:30,EL,P. Niederkorn LUX,1:0,Cardiff M.U. WAL,UEFA Europa League
074,27.06.,20:00,EL,KI Klaksvik FRO,5:1,SP Tre Fiori SMR,UEFA Europa League
075,27.06.,20:00,EL,Sant Julia AND,3:2,Europa FC GIB,UEFA Europa League
076,27.06.,20:00,BB EMDA,Ukraine,77:95,Spanien,Europameisterschaft Damen
077,27.06.,20:30,BB EMDA,Weißrussland,53:55,Serbien,Europameisterschaft Damen
078,27.06.,20:45,EL,FC Pristina KOS,1:1,St. Joseph's GIB,UEFA Europa League
079,27.06.,20:45,EL,SP La Fiorita SMR,0:1,UE Engordany AND,UEFA Europa League
080,27.06.,20:45,EL,Ballymena NIR,2:0,NSI Runavik FRO,UEFA Europa League
