Num,Date,Time,League,Team 1,Score,Team 2,League Name
081,27.06.,21:00,WM DAM,Norwegen Damen,0:3,England Damen,Damen WM 2019 in Frankreich
082,27.06.,21:00,WM DAM,Norwegen Damen+1,1:3,England Damen,Damen WM 2019 in Frankreich
083,27.06.,21:00,U21 EM,Spanien U21,4:1,Frankreich U21,U21 Europameisterschaft
084,27.06.,21:15,ISL 2,Keflavik IF,1:3,Leiknir Reykjavik,Island 2. Liga
085,27.06.,21:15,ISL 2,Afturelding,0:3,Grotta,Island 2. Liga
086,27.06.,21:15,ISL 3,UMF Tindastoll,0:0,Völsungur,Island 3. Liga
087,27.06.,21:15,ISL CUP,FH Hafnarfjördur,7:1,UMF Grindavik,Island Cup
088,27.06.,21:15,ISL CUP,Breidablik,2:2,Fylkir Reykjavik,Island Cup
089,27.06.,22:00,AFR CUP,Kenia,3:2,Tansania,Afrika Cup
090,28.06.,02:30,COPA AM,Brasilien,0:0,Paraguay,Copa America
