Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,12.07.,13:35,CHN SL,Hebei China Fortun,2:1,Shenhua Shanghai,China Chinese Super League
002,12.07.,13:35,CHN SL,Dalian Aerbin FC,3:2,Guangzhou R&F FC,China Chinese Super League
003,12.07.,13:35,CHN SL,FC Henan Jianye,3:2,Shandong Luneng,China Chinese Super League
004,12.07.,14:00,TEN ATP,"Djokovic, Novak",3:1,"Bautista, Roberto",Tennis ATP
005,12.07.,17:15,TEN ATP,"Nadal, Rafael",1:3,"Federer, Roger",Tennis ATP
006,12.07.,16:00,FS,FC Wil 1900 SUI*,1:0,Aust. Lustenau AUT,Freundschaftsspiele International (Klub)
007,12.07.,17:30,ROU 1,CS Voluntari,0:0,Sepsi Sf.Gheorghe,Rumänien Liga 1
008,12.07.,17:45,BUL 1,Botev Vratsa,1:3,Beroe Stara Zag.,Bulgarien Premier League
009,12.07.,18:00,CZE 1,FK Baumit Jablonec,2:0,Bohem.Prag 1905,Tschechien Gambrinus Liga
010,12.07.,18:00,FS,RB Leipzig GER,1:4,FC Zürich SUI,Freundschaftsspiele International (Klub)
011,12.07.,18:00,FS,Grasshoppers SUI*,2:3,VfL Bochum GER,Freundschaftsspiele International (Klub)
012,12.07.,18:00,FS,SV Ried AUT*,0:3,Union Berlin GER,Freundschaftsspiele International (Klub)
013,12.07.,18:30,FS,RB Salzburg AUT*,3:1,Feyenoord NED,Freundschaftsspiele International (Klub)
014,12.07.,19:00,FS,Austria Wien AUT,3:1,Queens Park R. ENG,Freundschaftsspiele International (Klub)
015,12.07.,19:00,RUS PL,Arsenal Tula,1:1,Dinamo Moskau,Russland Premier League
016,12.07.,19:00,DEN 1,FC Midtjylland,1:0,Esbjerg FB,Dänemark Superligaen
017,12.07.,19:00,NOR 3,Levanger,4:3,FK Arendal,"Norwegen 2. Division, avd. 1"
018,12.07.,19:45,BLR 1,FC Minsk,3:3,Isloch,Weißrussland Premier League
019,12.07.,20:00,FS,FC Luzern SUI*,1:3,E. Frankfurt GER,Uhrencup
020,12.07.,20:00,BUL 1,ZSKA Sofia,2:2,Et. Veliko Tarnovo,Bulgarien Premier League
021,12.07.,20:45,SCO LC,Heart of Midl.,1:1,Dundee United,Schottland League Cup
022,12.07.,20:45,IRL 1,FC Derry City,0:0,UC Dublin,Irland Premier Division
023,12.07.,20:45,IRL 2,FC Bray Wanderers,1:0,FC Limerick 37,Irland First Division
024,12.07.,20:45,IRL 2,Shelbourne Dublin,1:1,Cabinteely FC,Irland First Division
025,12.07.,20:45,IRL 2,Wexford Youths,0:0,FC Galway United,Irland First Division
026,12.07.,21:00,FS,Betis Sevilla ESP*,0:1,Sheffield Utd. ENG,Freundschaftsspiele International (Klub)
027,13.07.,00:15,BRA 2,CR Brasil AL,2:1,Guarani FC SP,Brasilien Brasilero Serie B
028,13.07.,01:00,USA MLS,DC United,2:2,New England Rev.,USA Major League Soccer
029,13.07.,03:00,USA MLS,Houston Dynamo,1:3,Los Angeles FC,USA Major League Soccer
030,13.07.,05:00,USA MLS,LA Galaxy,1:3,SJ Earthquakes,USA Major League Soccer
031,13.07.,12:00,FIN 1,FC Honka,3:0,HIFK Helsinki,Finnland Veikkausliiga
032,13.07.,12:00,JPN 1,Yokohama F Marinos,3:1,Urawa RD,Japan J.League
033,13.07.,12:00,JPN 1,Gamba Osaka,1:0,Shimizu S-Pulse,Japan J.League
034,13.07.,12:00,JPN 1,Vegalta Sendai,0:4,Kashima Antlers,Japan J.League
035,13.07.,12:00,JPN 1,Cerezo Osaka,3:0,Nagoya Grampus,Japan J.League
037,13.07.,13:00,FS,Perth Glory AUS,0:2,Manchester U. ENG,Freundschaftsspiele International (Klub)
038,13.07.,13:35,CHN SL,Jiangsu Suning,0:3,SIPG Shanghai,China Chinese Super League
039,13.07.,15:00,TEN WTA,"Williams, Serena",0:2,"Halep, Simona",Tennis WTA
040,13.07.,15:00,FS,YB Bern SUI,2:0,Crystal Palace ENG,Uhrencup
041,13.07.,15:00,FS,Mattersburg AUT*,1:1,Holstein Kiel GER,Freundschaftsspiele International (Klub)
042,13.07.,15:30,FS,Hoffenheim GER*,3:0,Braunschweig GER,Freundschaftsspiele International (Klub)
043,13.07.,15:30,FS,LASK Linz AUT*,1:1,FC Heidenheim GER,Freundschaftsspiele International (Klub)
044,13.07.,15:30,NOR 1,Rosenborg BK,5:1,Viking FK,Norwegen Tippeligaen
045,13.07.,15:30,RUS PL,Ural Jekaterinburg,3:2,FC Ufa,Russland Premier League
046,13.07.,16:00,SWE 1,AIK Stockholm,3:0,IF Elfsborg,Schweden Allsvenskan
047,13.07.,16:00,SWE 1,Falkenbergs FF,1:1,IFK Göteborg,Schweden Allsvenskan
048,13.07.,16:00,SWE 2,IK Frej,1:2,Mjällby AIF,Schweden Superettan
049,13.07.,16:00,SWE 2,Örgryte Göteborg,2:0,Östers IF,Schweden Superettan
050,13.07.,16:00,FIN 1,Seinajoen JK,1:0,Vaasa PS,Finnland Veikkausliiga
051,13.07.,16:00,FS,Hamburger SV GER*,0:1,Huddersfield ENG,Freundschaftsspiele International (Klub)
052,13.07.,17:00,FS,Wolfsberger AC AUT,3:1,Bordeaux FRA,Freundschaftsspiele International (Klub)
053,13.07.,18:00,RUS PL,FC Spartak Moskau,1:0,FK Sochi,Russland Premier League
054,13.07.,18:00,SWE 1,AFC Eskilstuna,3:1,Kalmar FF,Schweden Allsvenskan
055,13.07.,18:00,SWE 2,IK Brage,3:1,IF Brommapojkarna,Schweden Superettan
056,13.07.,18:00,ISL 1,IBV Vestmannaeyjar,1:2,FH Hafnarfjördur,Island Urvalsdeild
057,13.07.,18:00,FS,Vorwärts Steyr AUT,0:4,RB Salzburg AUT,Freundschaftsspiele International (Klub)
058,13.07.,19:30,CZE 1,Viktoria Pilsen,3:1,SK Sigma Olmütz,Tschechien Gambrinus Liga
059,13.07.,20:00,CRO SC,NK Dinamo Zagreb,1:0,HNK Rijeka,Kroatien Supercup
060,13.07.,20:15,FS,FC Basel SUI,2:3,VfB Stuttgart GER,Freundschaftsspiele International (Klub)
061,13.07.,20:30,RUS PL,FC Rostov,2:1,Gazovik Orenburg,Russland Premier League
062,13.07.,20:30,POL SC,Piast Gliwice,1:3,KS Lechia Gdansk,Polen Supercup
063,13.07.,21:00,NOR 1,Bodö Glimt,5:1,Ranheim IL,Norwegen Tippeligaen
064,13.07.,21:00,IRL 1,FC Sligo Rovers,0:0,Waterford United,Irland Premier Division
065,13.07.,21:00,FS,FC Sevilla ESP*,2:1,FC Reading ENG,Freundschaftsspiele International (Klub)
066,13.07.,22:00,BRA 1,Fortaleza EC CE,2:0,Avai FC SC,Brasilien Brasilero Serie A
067,13.07.,22:00,BRA 1,Gremio RS,2:1,Vasco Da Gama RJ,Brasilien Brasilero Serie A
068,14.07.,00:00,BRA 1,Sao Paulo SP,1:1,SE Palmeiras SP,Brasilien Brasilero Serie A
069,14.07.,12:00,DEN 1,SönderjyskE,2:1,Randers FC,Dänemark Superligaen
070,14.07.,12:00,JPN 1,FC Tokyo,0:3,Kawasaki Frontale,Japan J.League
071,14.07.,12:00,JPN 1,Shonan Bellmare,3:1,Vissel Kobe,Japan J.League
072,14.07.,15:00,SWE 1,BK Häcken,3:0,Örebro SK,Schweden Allsvenskan
073,14.07.,15:00,SWE 1,Östersunds FK,2:1,IFK Norrköping,Schweden Allsvenskan
074,14.07.,15:00,SWE 2,GAIS Göteborg,1:5,Dalkurd FF,Schweden Superettan
075,14.07.,15:00,FS,SCR Altach AUT,1:1,FC Southampton ENG,Freundschaftsspiele International (Klub)
076,14.07.,15:00,TEN ATP,"Djokovic, Novak",3:2,"Federer, Roger",Tennis ATP
077,14.07.,15:10,F1,"Bottas, Valtteri",Bottas,"Leclerc, Charles",Formel 1
078,14.07.,15:10,F1,"Vettel, Sebastian",Verstap,"Verstappen, Max",Formel 1
079,14.07.,15:10,F1,"Raikkonen, Kimi",Ricciar,"Ricciardo, Daniel",Formel 1
080,14.07.,15:30,RUS PL,Kryliya Sovetov,2:0,ZSKA Moskau,Russland Premier League
081,14.07.,16:00,AFB AFL,Vienna Vikings,28:21,Prag Bl. Panthers,Austrian Football League
082,14.07.,16:00,DEN 1,Odense BK,2:3,FC Kopenhagen,Dänemark Superligaen
083,14.07.,16:00,BRA 1,CR Flamengo RJ,6:1,Goias EC GO,Brasilien Brasilero Serie A
084,14.07.,16:00,FS,Gl.Rangers SCO,4:0,Ol. Marseille FRA,Freundschaftsspiele International (Klub)
085,14.07.,18:00,FS,Ajax Amsterd. NED*,2:1,Ist.Basaks TUR,Freundschaftsspiele International (Klub)
086,14.07.,17:30,SWE 1,Djurgardens IF,1:1,Malmö FF,Schweden Allsvenskan
087,14.07.,17:30,FIN 1,IFK Mariehamn,3:0,KPV Kokkola,Finnland Veikkausliiga
088,14.07.,17:30,FIN 1,FC Lahti,1:0,Tampereen Ilves,Finnland Veikkausliiga
089,14.07.,18:00,AFR CUP,Senegal,0:0,Tunesien,Afrika Cup
090,14.07.,18:00,RUS PL,Zenit St.Petersb.,2:1,FK Tambow,Russland Premier League
091,14.07.,18:00,DEN 1,Bröndby IF,3:0,Silkeborg IF,Dänemark Superligaen
092,14.07.,18:00,NOR 1,FK Haugesund,5:1,Tromsö IL,Norwegen Tippeligaen
093,14.07.,18:00,NOR 1,Mjöndalen,2:0,Odds BK,Norwegen Tippeligaen
