Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,10.12.,18:00,EH CL,Lulea Hockey SWE,5:2,HC Lausanne SUI,Champions Hockey League
002,10.12.,18:55,CL,RB Salzburg AUT,0:2,FC Liverpool ENG,UEFA Champions League
003,10.12.,18:55,CL,RB Salzburg+1,1:2,FC Liverpool,UEFA Champions League
004,10.12.,18:55,CL,RB Salzburg,0:3,FC Liverpool+1,UEFA Champions League
005,10.12.,18:55,CL,SSC Napoli ITA,4:0,KRC Genk BEL,UEFA Champions League
006,10.12.,18:55,CL,SSC Napoli,4:2,KRC Genk+2,UEFA Champions League
007,10.12.,19:15,EH AUT,Fehervar,2:2,HC Bozen Foxes,Österreich Eishockey Liga
008,10.12.,19:45,EH SUI,HC Davos,1:2,HC Ambri Piotta,Schweiz National League A
009,10.12.,19:45,EH CL,EHC Biel SUI,3:4,Frölunda HC SWE,Champions Hockey League
010,10.12.,19:45,EH CL,EV Zug SUI,0:4,Mountfield HK CZE,Champions Hockey League
011,10.12.,20:00,EH CL,EHC München GER,0:3,Djurgardens IF SWE,Champions Hockey League
012,10.12.,20:45,NIRL 1,FC Glenavon,1:0,FC Carrick Rangers,Nordirland JJB Sports Premiership
013,10.12.,20:45,SCO CS,Ayr United,1:1,FC Arbroath,Schottland Championship
014,10.12.,20:45,SCO CS,Greenock Morton,1:2,Dundee United,Schottland Championship
015,10.12.,20:45,ENG FA,FC Crewe Alexandra,3:1,Eastleigh FC,England FA Cup
016,10.12.,20:45,ENG FA,Carlisle United,1:0,Forest Green,England FA Cup
017,10.12.,20:45,ENG FA,Ipswich Town,1:2,Coventry City,England FA Cup
018,10.12.,20:45,ENG FA,Hartlepool United,0:0,Exeter City,England FA Cup
019,10.12.,20:45,ENG LTR,Accrington Stanley,2:0,Bolton Wanderers,England Football League Trophy
020,10.12.,20:45,ENG CS,Bristol City,1:2,FC Millwall,England Championship
021,10.12.,20:55,ENG CS,Charlton Athletic,0:1,Huddersfield Town,England Championship
022,10.12.,20:45,ENG CS,Leeds United,2:0,Hull City,England Championship
023,10.12.,20:45,ENG CS,Nottingham Forest,1:1,FC Middlesbrough,England Championship
024,10.12.,20:45,ENG CS,Preston North End,2:1,FC Fulham,England Championship
025,10.12.,21:00,ENG CS,Stoke City,3:0,Luton Town,England Championship
026,10.12.,21:00,CL,Bor. Dortmund GER,2:1,Slavia Prag CZE,UEFA Champions League
027,10.12.,21:00,CL,Bor. Dortmund,2:3,SK Slavia Prag+2,UEFA Champions League
028,10.12.,21:00,CL,Inter Mailand ITA,1:2,FC Barcelona ESP,UEFA Champions League
029,10.12.,21:00,CL,Benfica Lissab POR,3:0,Zenit St.Peter RUS,UEFA Champions League
030,10.12.,21:00,CL,Ol. Lyon FRA,2:2,RB Leipzig GER,UEFA Champions League
031,10.12.,21:00,CL,FC Chelsea ENG,2:1,Lille OSC FRA,UEFA Champions League
032,10.12.,21:00,CL,Ajax Amsterd. NED,0:1,FC Valencia ESP,UEFA Champions League
033,10.12.,21:00,CL,Ajax Amsterdam,0:2,FC Valencia+1,UEFA Champions League
034,11.12.,01:00,NHL,Florida Panthers,1:2,Tampa Bay Lightn.,USA NHL
035,11.12.,01:00,NHL,Pittsburgh Peng.,1:4,Montreal Canad.,USA NHL
036,11.12.,01:30,NHL,Buffalo Sabres,5:2,St. Louis Blues,USA NHL
037,11.12.,02:00,NHL,Nashville Pred.,3:1,San Jose Sharks,USA NHL
038,11.12.,02:00,NHL,Minnesota Wild,2:2,Anaheim Ducks,USA NHL
039,11.12.,02:00,NHL,Winnipeg Jets,5:1,Detroit Red Wings,USA NHL
040,11.12.,02:30,NHL,Dallas Stars,2:0,New Jersey Devils,USA NHL
041,11.12.,03:00,NHL,Edmonton Oilers,3:6,Carolina Hurric.,USA NHL
042,11.12.,03:00,NHL,Arizona Coyotes,2:5,Calgary Flames,USA NHL
043,11.12.,04:00,NHL,Vancouver Can.,1:4,Toronto Maple L.,USA NHL
044,11.12.,04:00,NHL,Vegas Gold.Knights,5:1,Chicago Blackhawks,USA NHL
045,11.12.,04:30,NHL,Los Angeles Kings,3:1,New York Rangers,USA NHL
046,11.12.,14:30,ITA C1C,Paganese Calcio,3:1,Catania Calcio,"Italien, Lega Pro Prima Divisione, Girone C"
047,11.12.,17:30,EH FIN,Ässät Pori,1:2,Pelicans Lahti,Finnland SM-Liiga
048,11.12.,17:30,EH FIN,JYP Jyväskylä,3:2,Jukurit Mikkeli,Finnland SM-Liiga
049,11.12.,17:30,EH FIN,Tappara Tampere,3:2,Kookoo,Finnland SM-Liiga
050,11.12.,17:30,EH FIN,Kärpät Oulu,1:1,HPK Hämeenlinna,Finnland SM-Liiga
