Num,Date,Time,League,Team 1,Score,Team 2,League Name
001,12.05.,17:15,DA INT,"Monk, Aaron",4:3,"Nicholson, Paul","Darts, International"
002,12.05.,17:40,DA INT,"Fitton, Darryl",2:4,"Huckvale, Adam","Darts, International"
003,12.05.,18:10,DA INT,"Mitchell, Scott",3:4,"Nijman, Wessel","Darts, International"
004,12.05.,18:35,DA INT,"Nicholson, Paul",1:4,"Evans, David","Darts, International"
005,12.05.,18:55,DA INT,"Fitton, Darryl",0:4,"Mitchell, Scott","Darts, International"
006,12.05.,19:25,DA INT,"Nicholson, Paul",1:4,"Fitton, Darryl","Darts, International"
007,12.05.,19:50,DA INT,"Mitchell, Scott",3:4,"Nicholson, Paul","Darts, International"
008,13.05.,14:30,TURK 1,Nebitci Balkanabat,1:2,Ahal FC,Turkmenistan 1. Liga
009,13.05.,14:30,TURK 1,Merw Mary,0:4,Altyn Asyr FC,Turkmenistan 1. Liga
010,13.05.,14:45,TURK 1,FC Asgabat,1:1,Shagadam Turkmen.,Turkmenistan 1. Liga
011,13.05.,14:45,TURK 1,FC Asgabat,1:2,Shagadam Turkmen+1,Turkmenistan 1. Liga
012,13.05.,20:00,DART CZ,"Kysilka, Ondrej",5:7,"Sedlak, Vitezslav",Czech Darts Premier League
013,13.05.,20:40,DART CZ,"Smejda, Michal",7:2,"Ondo, Michal",Czech Darts Premier League
014,13.05.,21:20,DART CZ,"Pisek, David",4:7,"Masek, Alexander",Czech Darts Premier League
015,13.05.,21:50,DART CZ,"Gawlas, A.",7:1,"Barborak, Daniel",Czech Darts Premier League
016,14.05.,12:00,BLR RES,FC Minsk Reserve,abgesagt,Neman Grodno Res.,Weißrussland Reserve Liga
017,14.05.,15:00,TURK 1,FC Energetik Mary,2:4,Kopetdag Asgabat,Turkmenistan 1. Liga
018,14.05.,15:00,TURK 1,Energetik Mary+1,3:4,Kopetdag Asgabat,Turkmenistan 1. Liga
019,14.05.,16:00,BLR RES,Torpedo Zhodino Re,9:4,Gorodeya Reserve,Weißrussland Reserve Liga
020,14.05.,20:00,DART CZ,"Gawlas, A.",7:5,"Ondo, Michal",Czech Darts Premier League
021,14.05.,20:45,DART CZ,"Kysilka, Ondrej",3:7,"Smejda, Michal",Czech Darts Premier League
022,14.05.,21:30,DART CZ,"Sedlak, Vitezslav",7:3,"Pisek, David",Czech Darts Premier League
023,14.05.,22:05,DART CZ,"Masek, Alexander",5:7,"Barborak, Daniel",Czech Darts Premier League
024,15.05.,17:00,BLR 1,FC Minsk,abgesagt,Neman Grodno,Weißrussland Premier League
025,15.05.,17:00,BLR 1,FC Minsk,abgesagt,Neman Grodno+1,Weißrussland Premier League
026,15.05.,17:00,BLR 1,FC Torpedo Zhodino,3:1,FC Gorodeya,Weißrussland Premier League
027,15.05.,17:00,BLR 1,FC Torpedo Zhodino,3:2,FC Gorodeya+1,Weißrussland Premier League
028,16.05.,15:30,GER BL,Bor. Dortmund,4:0,FC Schalke 04,Deutschland Bundesliga
029,16.05.,15:30,GER BL,Bor. Dortmund,4:1,FC Schalke 04+1,Deutschland Bundesliga
030,16.05.,15:30,GER BL,Bor. Dortmund,4:2,FC Schalke 04+2,Deutschland Bundesliga
031,16.05.,15:30,GER BL,RB Leipzig,1:1,SC Freiburg,Deutschland Bundesliga
032,16.05.,15:30,GER BL,RB Leipzig,1:2,SC Freiburg+1,Deutschland Bundesliga
033,16.05.,15:30,GER BL,TSG Hoffenheim,0:3,Hertha BSC,Deutschland Bundesliga
034,16.05.,15:30,GER BL,TSG Hoffenheim,0:4,Hertha BSC+1,Deutschland Bundesliga
035,16.05.,15:30,GER BL,FC Augsburg,1:2,VfL Wolfsburg,Deutschland Bundesliga
036,16.05.,15:30,GER BL,FC Augsburg+1,2:2,VfL Wolfsburg,Deutschland Bundesliga
037,16.05.,15:30,GER BL,Fortuna Düsseldorf,0:0,SC Paderborn,Deutschland Bundesliga
038,16.05.,15:30,GER BL,Fortuna Düsseldorf,0:1,SC Paderborn+1,Deutschland Bundesliga
039,16.05.,18:30,GER BL,Eintr. Frankfurt,1:3,Mönchengladbach,Deutschland Bundesliga
040,16.05.,18:30,GER BL,Eintr. Frankfurt,1:4,Mönchengladbach+1,Deutschland Bundesliga
041,16.05.,18:30,GER BL,Eintr. Frankfurt+1,2:3,Mönchengladbach,Deutschland Bundesliga
042,17.05.,15:30,GER BL,1. FC Köln,2:2,FSV Mainz 05,Deutschland Bundesliga
043,17.05.,15:30,GER BL,1. FC Köln,2:3,FSV Mainz 05+1,Deutschland Bundesliga
044,17.05.,18:00,GER BL,FC Union Berlin,0:2,FC Bayern München,Deutschland Bundesliga
045,17.05.,18:00,GER BL,FC Union Berlin+1,1:2,FC Bayern München,Deutschland Bundesliga
046,17.05.,18:00,GER BL,FC Union Berlin+2,2:2,FC Bayern München,Deutschland Bundesliga
047,18.05.,20:30,GER BL,Werder Bremen,1:4,Bayer Leverkusen,Deutschland Bundesliga
048,18.05.,20:30,GER BL,W. Bremen+1,2:4,Bayer Leverkusen,Deutschland Bundesliga
049,16.05.,13:00,GER 2,Jahn Regensburg,2:2,Holstein Kiel,Deutschland 2. Bundesliga
050,16.05.,13:00,GER 2,Karlsruher SC,2:0,SV Darmstadt 98,Deutschland 2. Bundesliga
051,16.05.,13:00,GER 2,VfL Bochum,3:0,FC Heidenheim,Deutschland 2. Bundesliga
052,16.05.,13:00,GER 2,Erzgebirge Aue,3:1,SV Sandhausen,Deutschland 2. Bundesliga
053,17.05.,13:30,GER 2,FC St. Pauli,1:0,1. FC Nürnberg,Deutschland 2. Bundesliga
054,17.05.,13:30,GER 2,Greuther Fürth,2:2,Hamburger SV,Deutschland 2. Bundesliga
055,17.05.,13:30,GER 2,Wehen Wiesbaden,2:1,VfB Stuttgart,Deutschland 2. Bundesliga
056,17.05.,13:30,GER 2,Arminia Bielefeld,1:1,VfL Osnabrück,Deutschland 2. Bundesliga
