Date,League,Team 1,Score,Team 2,League Name
08.07. 23:30,BRA 1,Coritiba FC PR,3:1,America Mineiro MG,Brasilien Brasilero Serie A
08.07. 23:30,BRA 1,Atletico MG,0:1,Corinthians SP,Brasilien Brasilero Serie A
09.07. 01:00,G-CUP,Panama,4:0,Katar,Gold Cup
09.07. 01:00,G-CUP,Panama,4:1,Katar+1,Gold Cup
09.07. 01:30,ARG 1,CA San Lorenzo,0:0,CA River Plate,Argentinien Primera Division
09.07. 01:30,USA MLS,NY Red Bulls,2:1,New England Rev.,USA Major League Soccer
09.07. 01:30,USA MLS,Columbus Crew,1:1,New York City FC,USA Major League Soccer
09.07. 01:30,USA MLS,Charlotte FC,2:2,FC Cincinnati,USA Major League Soccer
09.07. 02:00,BRA 1,SE Palmeiras SP,1:1,Flamengo RJ,Brasilien Brasilero Serie A
09.07. 03:30,G-CUP,Mexiko,2:0,Costa Rica,Gold Cup
09.07. 03:30,G-CUP,Mexiko,2:1,Costa Rica+1,Gold Cup
09.07. 03:30,USA MLS,Real Salt Lake,4:0,Orlando City SC,USA Major League Soccer
09.07. 04:30,USA MLS,Vancouver W'caps,2:3,Seattle Sounders,USA Major League Soccer
09.07. 15:00,NOR 2,Aasane Fotball,0:0,Skeid Fotball,Norwegen Adeccoligaen
09.07. 15:00,NOR 2,Moss FK,2:1,Bryne FK,Norwegen Adeccoligaen
09.07. 15:00,NOR 2,Fredrikstad FK,1:1,Kongsvinger IL,Norwegen Adeccoligaen
09.07. 15:00,SWE 1,IK Sirius FK,1:2,Hammarby IF,Schweden Allsvenskan
09.07. 15:00,SWE 1,Malmö FF,1:2,Mjällby AIF,Schweden Allsvenskan
09.07. 15:00,SWE 2,IK Brage,4:1,Örgryte Göteborg,Schweden Superettan
09.07. 16:00,BRA 1,Santos SP,4:3,Goias EC GO,Brasilien Brasilero Serie A
09.07. 16:25,ELF,Raiders Tirol,13:34,Vienna Vikings,European League of Football
09.07. 17:00,NOR 1,Tromsö IL,0:0,Valerenga IF,Norwegen Tippeligaen
09.07. 17:00,NOR 1,Strömsgodset,5:2,Sarpsborg 08,Norwegen Tippeligaen
09.07. 17:00,NOR 1,Sandefjord Fotball,0:0,Stabaek IF,Norwegen Tippeligaen
09.07. 17:00,NOR 1,Rosenborg BK,1:2,Lilleström SK,Norwegen Tippeligaen
09.07. 17:00,NOR 1,Odds BK,0:2,Bodö Glimt,Norwegen Tippeligaen
09.07. 17:00,SWE 2,Skövde AIK,0:0,GAIS Göteborg,Schweden Superettan
09.07. 17:30,SWE 1,Kalmar FF,0:4,IF Elfsborg,Schweden Allsvenskan
09.07. 17:30,FIN 1,IFK Mariehamn,1:2,AC Oulu,Finnland Veikkausliiga
09.07. 18:00,U19 EM,Portugal U19,2:4,Malta U19+3,U19 Europameisterschaft
09.07. 18:00,U19 EM,Italien U19,1:1,Polen U19,U19 Europameisterschaft
09.07. 19:15,NOR 1,Molde FK,2:0,Brann Bergen,Norwegen Tippeligaen
09.07. 20:30,ARG 1,CA Platense,1:0,CA Sarmiento,Argentinien Primera Division
09.07. 20:30,ARG 1,Instituto Cordoba,0:1,CA Tigre,Argentinien Primera Division
09.07. 21:00,BRA 1,RB Bragantino,0:0,Sao Paulo SP,Brasilien Brasilero Serie A
09.07. 21:00,BRA 1,Fluminense RJ,2:0,Internacional RS,Brasilien Brasilero Serie A
09.07. 23:00,G-CUP,Guatemala,0:1,Jamaika,Gold Cup
09.07. 23:00,G-CUP,Guatemala+1,1:1,Jamaika,Gold Cup
09.07. 23:00,ARG 1,Velez Sarsfield,1:1,CD Godoy Cruz,Argentinien Primera Division
09.07. 23:30,BRA 1,Fortaleza EC CE,1:0,CA Paranaense,Brasilien Brasilero Serie A
09.07. 23:30,BRA 1,Gremio RS,0:2,Botafogo FR RJ,Brasilien Brasilero Serie A
10.07. 01:30,G-CUP,USA,1:1,Kanada,Gold Cup
10.07. 01:30,G-CUP,USA,1:2,Kanada+1,Gold Cup
10.07. 01:30,ARG 1,Defensa y Justicia,2:2,Atletico Lanus,Argentinien Primera Division
10.07. 01:30,ARG 1,CA Banfield,0:0,Arsenal de Sarandi,Argentinien Primera Division
10.07. 15:00,COSAFAC,Angola,0:1,Mauritius,COSAFA Cup
10.07. 17:00,LAT 1,FS Metta,0:0,BFC Daugavpils,Lettland LMT Virsliga
10.07. 18:00,COSAFAC,Mosambik,0:1,Lesotho,COSAFA Cup
10.07. 19:00,NOR 3,Grorud IL,4:1,Valerenga IF 2,"Norwegen 2. Division, avd. 1"
10.07. 19:00,SWE 1,IFK Norrköping,1:2,Halmstads BK,Schweden Allsvenskan
10.07. 19:00,SWE 1,IFK Göteborg,1:2,Varbergs BoIS,Schweden Allsvenskan
10.07. 19:00,SWE 2,Trelleborgs FF,0:3,Utsiktens BK,Schweden Superettan
10.07. 19:00,SWE 2,Helsingborgs IF,1:0,Östersunds FK,Schweden Superettan
10.07. 19:00,ARG 1,Barracas Central,0:0,Argentinos Juniors,Argentinien Primera Division
10.07. 19:30,EGY 1,Ghazl El Mahallah,0:0,Nat. Bank Egypt,Ägypten Premier League
10.07. 19:30,EGY 1,El Daklyeh,0:1,Ismaily SC,Ägypten Premier League
10.07. 19:30,EGY 1,Talaea El Gaish,1:0,Aswan FC,Ägypten Premier League
10.07. 19:30,EGY 1,Ceramica Cleopatra,2:1,Pyramids FC,Ägypten Premier League
10.07. 21:00,U19 EM,Griechenland U19,0:0,Island U19,U19 Europameisterschaft
10.07. 21:00,U19 EM,Spanien U19,0:0,Norwegen U19,U19 Europameisterschaft
10.07. 21:30,ARG 1,Colon Santa Fe,0:0,CA Belgrano,Argentinien Primera Division
10.07. 22:15,PER 1,Sport Huancayo,3:1,Cusco FC,Peru Primera Division
11.07. 00:00,URU 1,Montevideo City,0:1,CA River Plate,Uruguay Primera Division
11.07. 00:30,ARG 1,Boca Juniors,1:0,CA Huracan,Argentinien Primera Division
11.07. 02:00,BOL 1,CA Nacional Potosi,3:1,Oriente Petrolero,Bolivien Liga Profesjonal
11.07. 02:30,ARG 1,CA Talleres,0:0,Union de Santa Fe,Argentinien Primera Division
11.07. 04:00,MEX 1,Club Leon,4:0,CF Pachuca,Mexiko Primera Division
11.07. 23:45,ARG 1,CA Rosario Central,2:0,CA Central Cordoba,Argentinien Primera Division
