Date,League,Team 1,Score,Team 2,League Name
19.11. 18:00,INT FS,Kosovo,1:1,Färöer Inseln,Internationale Freundschaftsspiele
19.11. 18:00,SUI 2,Lausanne-Ouchy,5:0,Yverdon-Sport,Schweiz Challenge League
19.11. 18:00,SUI 2,FC Aarau,1:0,FC Schaffhausen,Schweiz Challenge League
19.11. 18:30,ESP 2,Sporting Gijon,2:2,CD Leganes,Spanien Segunda Division
19.11. 18:30,ESP 2,Teneriffa CD,2:0,SD Huesca,Spanien Segunda Division
19.11. 18:45,NL 2,Heracles Almelo,3:0,FC Oss,Niederlande Jupiler League
19.11. 19:45,EH AUT,HC Bozen Foxes,3:5,Vienna Capitals,win2day ICE Hockey League
19.11. 20:00,NL 2,MVV Maastricht,1:0,Almere City FC,Niederlande Jupiler League
19.11. 20:30,INT FS,Schweden,2:0,Algerien,Internationale Freundschaftsspiele
19.11. 21:00,ESP 2,Real Saragossa,1:1,Malaga CF,Spanien Segunda Division
19.11. 21:00,NL 2,NAC Breda,0:2,FC Zwolle,Niederlande Jupiler League
20.11. 13:30,INT FS,Slowakei,0:0,Chile,Internationale Freundschaftsspiele
20.11. 14:00,INT FS,Nordmazedonien,1:3,Aserbaidschan,Internationale Freundschaftsspiele
20.11. 14:00,INT FS,Norwegen,1:1,Finnland,Internationale Freundschaftsspiele
20.11. 14:00,INT FS,Norwegen,1:2,Finnland+1,Internationale Freundschaftsspiele
20.11. 14:15,SUI 2,FC Vaduz,1:0,Lausanne-Sport,Schweiz Challenge League
20.11. 14:30,NL 2,FC Dordrecht,2:2,Willem II Tilburg,Niederlande Jupiler League
20.11. 15:00,EH AUT,HC Pustertal,2:4,Vienna Capitals,win2day ICE Hockey League
20.11. 15:00,INT FS,Luxemburg,0:0,Bulgarien,Internationale Freundschaftsspiele
20.11. 15:00,INT FS,Slowenien,1:0,Montenegro,Internationale Freundschaftsspiele
20.11. 16:00,BEL 2,KMSK Deinze,2:1,Lierse Kempenzonen,Belgium Tweede Klasse
20.11. 16:00,EH AUT,EC Graz 99ers,1:0,EC RB Salzburg,win2day ICE Hockey League
20.11. 16:30,EH AUT,EC VSV,3:2,Black Wings Linz,win2day ICE Hockey League
20.11. 17:00,WM,Katar,0:2,Ecuador,Weltmeisterschaft 2022
20.11. 17:00,WM,Katar+1,1:2,Ecuador,Weltmeisterschaft 2022
20.11. 17:00,WM,Katar,0:3,Ecuador+1,Weltmeisterschaft 2022
20.11. 17:00,WM,HZ/T Katar,0:2,HZ/T Ecuador,Weltmeisterschaft 2022
20.11. 17:30,INT FS,Israel,2:3,Zypern,Internationale Freundschaftsspiele
20.11. 17:30,EH AUT,Fehervar AV19,3:1,EC KAC,win2day ICE Hockey League
20.11. 19:00,ESP 2,Racing Santander,0:1,Burgos CF,Spanien Segunda Division
20.11. 19:00,ESP 2,SD Eibar,0:0,CD Alaves,Spanien Segunda Division
20.11. 19:30,INT FS,Moldawien,0:5,Rumänien,Internationale Freundschaftsspiele
20.11. 20:00,INT FS,Malta,0:1,Irland,Internationale Freundschaftsspiele
20.11. 20:15,INT FS,Ungarn,2:1,Griechenland,Internationale Freundschaftsspiele
20.11. 20:45,INT FS,Österreich,2:0,Italien,Internationale Freundschaftsspiele
20.11. 20:45,INT FS,Österreich,2:1,Italien+1,Internationale Freundschaftsspiele
20.11. 20:45,INT FS,Österreich+1,3:0,Italien,Internationale Freundschaftsspiele
20.11. 21:00,ESP 2,Levante UD,1:1,UD Las Palmas,Spanien Segunda Division
20.11. 22:25,NFL,Minnesota Vikings,3:40,Dallas Cowboys,USA NFL
21.11. 13:00,FS U21,Polen U21*,3:2,Türkei U21,U21 Freundschaftsspiele
21.11. 14:00,WM,England,6:2,Iran,Weltmeisterschaft 2022
21.11. 14:00,WM,England,6:3,Iran+1,Weltmeisterschaft 2022
21.11. 14:00,WM,England,6:4,Iran+2,Weltmeisterschaft 2022
21.11. 14:00,WM,HZ/T England,6:2,HZ/T Iran,Weltmeisterschaft 2022
21.11. 17:00,WM,Senegal,0:2,Niederlande,Weltmeisterschaft 2022
21.11. 17:00,WM,Senegal+1,1:2,Niederlande,Weltmeisterschaft 2022
21.11. 17:00,WM,1.HZ Senegal,0:2,1.HZ Niederlande,Weltmeisterschaft 2022
21.11. 17:00,WM,HZ/T Senegal,0:2,HZ/T Niederlande,Weltmeisterschaft 2022
21.11. 18:00,FS U21,Kroatien U21,1:1,Österreich U21,U21 Freundschaftsspiele
21.11. 20:00,WM,USA,1:1,Wales,Weltmeisterschaft 2022
21.11. 20:00,WM,USA,1:2,Wales+1,Weltmeisterschaft 2022
21.11. 20:00,WM,USA+1,2:1,Wales,Weltmeisterschaft 2022
21.11. 20:00,WM,1.HZ USA,1:1,1.HZ Wales,Weltmeisterschaft 2022
21.11. 20:00,WM,HZ/T USA,1:1,HZ/T Wales,Weltmeisterschaft 2022
22.11. 01:00,NHL,New Jersey Devils,5:2,Edmonton Oilers,USA NHL
22.11. 01:30,NHL,Toronto Maple L.,2:2,NY Islanders,USA NHL
22.11. 02:30,NHL,Dallas Stars,2:2,Colorado Avalan.,USA NHL
22.11. 11:00,WM,Argentinien,1:2,Saudi Arabien,Weltmeisterschaft 2022
22.11. 14:00,WM,Dänemark,0:0,Tunesien,Weltmeisterschaft 2022
22.11. 17:00,WM,Mexiko,0:0,Polen,Weltmeisterschaft 2022
22.11. 20:00,WM,Frankreich,4:1,Australien,Weltmeisterschaft 2022
23.11. 11:00,WM,Marokko,0:0,Kroatien,Weltmeisterschaft 2022
23.11. 14:00,WM,Deutschland,1:2,Japan,Weltmeisterschaft 2022
23.11. 17:00,WM,Spanien,7:0,Costa Rica,Weltmeisterschaft 2022
23.11. 20:00,WM,Belgien,1:0,Kanada,Weltmeisterschaft 2022
24.11. 11:00,WM,Schweiz,1:0,Kamerun,Weltmeisterschaft 2022
24.11. 14:00,WM,Uruguay,0:0,Südkorea,Weltmeisterschaft 2022
24.11. 17:00,WM,Portugal,3:2,Ghana,Weltmeisterschaft 2022
24.11. 20:00,WM,Brasilien,2:0,Serbien,Weltmeisterschaft 2022
