Date,League,Team 1,Score,Team 2,League Name
12.09. 22:00,WM Q,Bolivien,0:3,Argentinien,"WM Qualifikation, CONMEBOL"
12.09. 22:00,WM Q,Bolivien+1,1:3,Argentinien,"WM Qualifikation, CONMEBOL"
12.09. 23:00,WM Q,Ecuador,2:1,Uruguay,"WM Qualifikation, CONMEBOL"
13.09. 00:00,WM Q,Venezuela,1:0,Paraguay,"WM Qualifikation, CONMEBOL"
13.09. 02:00,INT FS,Mexiko*,3:3,Usbekistan,Internationale Freundschaftsspiele
13.09. 02:00,CRC 1,Santos de Guapiles,0:0,Sporting San Jose,Costa Rica Primera División
13.09. 02:30,WM Q,Chile,0:0,Kolumbien,"WM Qualifikation, CONMEBOL"
13.09. 02:30,INT FS,USA,4:0,Oman,Internationale Freundschaftsspiele
13.09. 04:00,WM Q,Peru,0:1,Brasilien,"WM Qualifikation, CONMEBOL"
13.09. 04:00,WM Q,Peru+1,1:1,Brasilien,"WM Qualifikation, CONMEBOL"
13.09. 04:00,CRC 1,Perez Zeledon,2:2,Deportivo Saprissa,Costa Rica Primera División
13.09. 17:30,EH FIN,Kärpät Oulu,1:1,Vaasan Sport,Finnland SM-Liiga
13.09. 17:30,EH FIN,KalPa Kuopio,3:3,SaiPa Lappeenr.,Finnland SM-Liiga
13.09. 17:30,EH FIN,Tappara Tampere,4:0,Pelicans Lahti,Finnland SM-Liiga
13.09. 17:30,EH FIN,Ässät Pori,3:4,Ilves Tampere,Finnland SM-Liiga
13.09. 17:30,EH FIN,JYP Jyväskylä,2:2,HC TPS Turku,Finnland SM-Liiga
13.09. 17:30,EH FIN,Jukurit Mikkeli,4:1,KooKoo Kouvola,Finnland SM-Liiga
13.09. 18:30,BOS 1,Zrinjski Mostar,0:1,NK Posusje,Bosnien Premier Liga
13.09. 19:45,EH SUI,Fribourg Gotteron,2:2,HC Lausanne,Schweiz National League A
13.09. 20:45,WAL 1,Bala Town,0:0,The New Saints,Wales Premier League
13.09. 20:45,HB CL,Montpellier HB FRA,25:30,FC Barcelona ESP,Champions League
13.09. 23:00,COL 1,Deportes Pereira,2:1,Deportivo Pasto,Kolumbien Primera Liga
13.09. 23:00,CRC 1,Municipal Grecia,1:2,AD Guanacasteca,Costa Rica Primera División
13.09. 23:00,ARG LC,Gimnasia La Plata,2:1,Velez Sarsfield,"Argentinien, Ligacup"
13.09. 23:30,CHI 1,Curico Unido,1:3,O'Higgins,Chile Primera Divison
14.09. 00:45,COL 1,Boyaca Chico FC,1:1,Indep. Santa Fe,Kolumbien Primera Liga
14.09. 01:00,ARG LC,CA Sarmiento,0:1,CA Central Cordoba,"Argentinien, Ligacup"
14.09. 01:10,COL 1,Jaguares Cordoba,0:1,America de Cali,Kolumbien Primera Liga
14.09. 02:00,CRC 1,CS Herediano,2:1,AD San Carlos,Costa Rica Primera División
14.09. 02:30,BRA 1,Internacional RS,2:1,Sao Paulo SP,Brasilien Brasilero Serie A
14.09. 02:30,BRA 1,Flamengo RJ,0:3,CA Paranaense,Brasilien Brasilero Serie A
14.09. 03:00,CRC 1,Puntarenas FC,1:0,Municipal Liberia,Costa Rica Primera División
14.09. 03:20,COL 1,Atletico Nacional,5:0,Dep. La Equidad,Kolumbien Primera Liga
14.09. 04:30,CRC 1,LD Alajuelense,2:0,CS Cartagines,Costa Rica Primera División
14.09. 17:00,SAUD 1,Al Akhdood,0:1,Al Ittihad,Saudi Professional League
14.09. 17:30,EH FIN,Ilves Tampere,3:3,Lukko Rauma,Finnland SM-Liiga
14.09. 17:30,EH CZE,HC Pilsen,3:1,HC Trinec,Tschechische Republik Extraliga
14.09. 18:30,ISR 2,Hap. Rishon LeZion,0:2,Ironi K. Shmona,Israel National League
14.09. 18:30,ISR 2,Bnei Yehuda,4:1,Ironi Tiberias,Israel National League
14.09. 18:30,ISR 2,I. Ramat Hasharon,1:1,El Fahem,Israel National League
14.09. 18:30,ISR 2,Hapoel Akko,2:3,Maccabi Herzliya,Israel National League
14.09. 18:30,ISR 2,Hapoel Ramat Gan,5:1,Sectzya Nes Ziona,Israel National League
14.09. 18:45,HB CL,Croatia Zagreb CRO,23:30,THW Kiel GER,Champions League
14.09. 18:45,HB CL,Pick Szeged HUN,29:31,Paris Handball FRA,Champions League
14.09. 19:00,EH SWE,IK Oskarshamn,2:2,Lulea Hockey,Schweden Elitserien
14.09. 19:00,EH SWE,Rögle BK,3:2,Malmö Redhawks,Schweden Elitserien
14.09. 19:00,EH SWE,HV 71,2:2,Linköpings HC,Schweden Elitserien
14.09. 19:00,EH SWE,Färjestads BK,4:1,Växjö Lakers,Schweden Elitserien
14.09. 19:00,EH SWE,Leksands IF,3:5,Örebro Hockey,Schweden Elitserien
14.09. 19:00,EH SWE,Timra IK,4:2,Frölunda HC,Schweden Elitserien
14.09. 19:00,EH SWE,Skelleftea AIK,1:1,MoDo Hockey,Schweden Elitserien
14.09. 19:00,DEN 2,HB Köge,0:1,Kolding IF,Dänemark 1. Division
14.09. 19:30,BUL 1,Levski Sofia,2:0,Pirin Blagoevgrad,Bulgarien Premier League
14.09. 19:30,EH GER,EHC München,4:2,Düsseldorfer EG,Deutschland Eishockey Liga
14.09. 20:00,SAUD 1,Al Wehda,4:2,Damac FC,Saudi Professional League
14.09. 20:45,HB CL,SC Magdeburg GER,28:33,Veszprem HC HUN,Champions League
14.09. 20:45,HB CL,Porto POR,24:23,Wisla Plock POL,Champions League
14.09. 23:30,COL 1,Deportes Tolima,1:1,Indep. Medellin,Kolumbien Primera Liga
14.09. 23:30,BRA 2,Londrina EC PR,2:2,Ituano FC SP,Brasilien Brasilero Serie B
15.09. 00:00,BRA 1,Fortaleza EC CE,2:1,Corinthians SP,Brasilien Brasilero Serie A
15.09. 00:00,BRA 1,Santos SP,0:3,Cruzeiro EC MG,Brasilien Brasilero Serie A
15.09. 00:00,ARG LC,CA Platense,2:1,Atletico Lanus,"Argentinien, Ligacup"
15.09. 00:45,COL 1,Rionegro Aguilas,2:1,UM Santa Marta,Kolumbien Primera Liga
15.09. 01:00,BRA 1,Coritiba FC PR,2:4,EC Bahia BA,Brasilien Brasilero Serie A
15.09. 01:40,COL 1,AD Cali,1:0,Atletico Huila,Kolumbien Primera Liga
15.09. 02:00,ARG LC,CA Independiente,1:0,CA Huracan,"Argentinien, Ligacup"
15.09. 02:15,NFL,Philadelph. Eagles,34:28,Minnesota Vikings,USA NFL
15.09. 02:30,BRA 1,RB Bragantino,2:0,Gremio RS,Brasilien Brasilero Serie A
15.09. 03:50,COL 1,Alianza Petrolera,1:5,Atletico Junior,Kolumbien Primera Liga
15.09. 20:30,GER BL,Bayern München,2:2,Bayer Leverkusen,Deutschland Bundesliga
16.09. 15:30,GER BL,1. FC Köln,1:3,TSG Hoffenheim,Deutschland Bundesliga
16.09. 15:30,GER BL,FSV Mainz 05,1:3,VfB Stuttgart,Deutschland Bundesliga
16.09. 15:30,GER BL,VfL Wolfsburg,2:1,Union Berlin,Deutschland Bundesliga
16.09. 15:30,GER BL,SC Freiburg,2:4,Borussia Dortmund,Deutschland Bundesliga
16.09. 15:30,GER BL,RB Leipzig,3:0,FC Augsburg,Deutschland Bundesliga
16.09. 17:00,AUT BL,BW Linz,1:1,SCR Altach,Österreich Bundesliga
16.09. 17:00,AUT BL,Austria Klagenfurt,1:3,LASK,Österreich Bundesliga
16.09. 18:30,GER BL,VfL Bochum,1:1,Eintr. Frankfurt,Deutschland Bundesliga
16.09. 19:30,AUT BL,SK Sturm Graz,2:2,RB Salzburg,Österreich Bundesliga
17.09. 14:30,AUT BL,TSV Hartberg,2:1,FK Austria Wien,Österreich Bundesliga
17.09. 14:30,AUT BL,Austria Lustenau,2:3,WSG Tirol,Österreich Bundesliga
17.09. 15:30,GER BL,FC Heidenheim,4:2,SV Werder Bremen,Deutschland Bundesliga
17.09. 17:00,AUT BL,SK Rapid Wien,3:3,Wolfsberger AC,Österreich Bundesliga
17.09. 17:30,GER BL,SV Darmstadt 98,3:3,Mönchengladbach,Deutschland Bundesliga
