Date,League,Team 1,Score,Team 2,League Name
25.06. 21:00,BRA 1,SE Palmeiras SP,0:1,Botafogo FR RJ,Brasilien Brasilero Serie A
25.06. 21:58,G-CUP,Trinidad & Tobago,3:0,St Kitts and Nevis,Gold Cup
25.06. 23:30,BRA 1,America Mineiro MG,1:2,Internacional RS,Brasilien Brasilero Serie A
25.06. 23:30,BRA 1,RB Bragantino,2:0,Goias EC GO,Brasilien Brasilero Serie A
25.06. 23:30,BRA 1,Santos SP,2:3,Flamengo RJ,Brasilien Brasilero Serie A
26.06. 00:00,ARG 1,CA Rosario Central,1:1,Colon Santa Fe,Argentinien Primera Division
26.06. 00:00,G-CUP,Haiti,2:1,Katar,Gold Cup
26.06. 01:30,ARG 1,CA Sarmiento,4:1,Atletico Tucuman,Argentinien Primera Division
26.06. 02:00,G-CUP,Mexiko,4:0,Honduras,Gold Cup
26.06. 02:00,G-CUP,Mexiko,4:1,Honduras+1,Gold Cup
26.06. 17:00,NOR 3,FK Arendal,3:1,Aalesund 2,"Norwegen 2. Division, avd. 1"
26.06. 17:00,LAT 1,BFC Daugavpils,3:1,FK Tukums 2000,Lettland LMT Virsliga
26.06. 17:30,TUN 1,Olympique Beja,1:3,US Monastir,"Tunesien, Ligue 1"
26.06. 18:00,NOR 3,Ullern,1:1,Strömsgodset 2,"Norwegen 2. Division, avd. 2"
26.06. 19:00,NOR 3,FK Lyn,4:0,Valerenga IF 2,"Norwegen 2. Division, avd. 1"
26.06. 19:00,SWE 3S,FC Trollhättan,3:4,Tvaakers IF,Schweden Div 1 Södra
26.06. 20:15,PER 2,Ali.Univ. Huanuco,1:0,Comerciantes FC,"Peru, Segunda Division"
26.06. 20:45,IRL 1,FC Dundalk,1:1,St Patrick's,Irland Premier Division
26.06. 21:00,IRL 1,FC Shamrock Rovers,1:0,FC Derry City,Irland Premier Division
26.06. 22:00,PER 2,Santos de Nasca FC,4:1,Ayacucho FC,"Peru, Segunda Division"
26.06. 22:30,PER 1,Cusco FC,2:1,UTC de Cajamarca,Peru Primera Division
27.06. 00:30,G-CUP,El Salvador,1:2,Martinique,Gold Cup
27.06. 01:00,ARG 1,CA Belgrano,3:1,CA Banfield,Argentinien Primera Division
27.06. 01:00,BOL 1,Indep. Petrolero,1:0,Guabira Montero,Bolivien Liga Profesjonal
27.06. 02:00,BRA 1,Vasco Da Gama RJ,1:0,Cuiaba MT,Brasilien Brasilero Serie A
27.06. 02:30,G-CUP,Costa Rica,1:2,Panama,Gold Cup
27.06. 02:30,G-CUP,Costa Rica,1:3,Panama+1,Gold Cup
27.06. 02:30,G-CUP,Costa Rica+1,2:2,Panama,Gold Cup
