Date,League,Team 1,Score,Team 2,League Name
09.04. 20:45,ENG 1,Cheltenham Town,0:1,Carlisle United,England League One
09.04. 20:45,ENG 1,FC Stevenage,2:1,FC Barnsley,England League One
09.04. 20:45,ENG 1,FC Blackpool,1:0,Fleetwood Town,England League One
09.04. 20:45,ENG 1,Bristol Rovers,0:2,FC Reading,England League One
09.04. 20:45,ENG 1,Leyton Orient,2:2,Exeter City,England League One
09.04. 20:45,ENG 1,Charlton Athletic,2:2,Wigan Athletic,England League One
09.04. 20:45,ENG CS,FC Southampton,2:1,Coventry City,England Championship
09.04. 20:45,ENG CS,Sheffield Wednes.,2:2,Norwich City,England Championship
09.04. 20:45,ENG CS,Preston North End,4:1,Huddersfield Town,England Championship
09.04. 20:45,ENG CS,Plymouth Argyle,1:1,Queens Park R.,England Championship
09.04. 20:45,ENG CS,FC Millwall,1:0,Leicester City,England Championship
09.04. 21:00,ENG CS,Leeds United,0:0,AFC Sunderland,England Championship
09.04. 21:00,CL,FC Arsenal ENG,2:2,Bayern München GER,UEFA Champions League
09.04. 21:00,CL,FC Arsenal,2:3,Bayern München+1,UEFA Champions League
09.04. 21:00,CL,Real Madrid ESP,3:3,Man. City ENG,UEFA Champions League
09.04. 21:00,CL,Real Madrid,3:4,Manch. City+1,UEFA Champions League
09.04. 21:00,CL,Real Madrid+1,4:3,Manchester City,UEFA Champions League
09.04. 22:00,EGY 1,El Gouna FC,0:4,Pyramids FC,Ägypten Premier League
10.04. 00:00,COPA L,Gremio RS BRA,0:2,Huachipato CHI,Copa Libertadores
10.04. 00:00,COPA L,Estudiantes LP ARG,2:1,The Strongest BOL,Copa Libertadores
10.04. 00:00,COPA S,Corinthians SP BRA,4:0,Nacional Asunc PAR,Copa Sudamericana
10.04. 02:00,COPA L,Fluminense RJ BRA,2:1,Colo Colo CHI,Copa Libertadores
10.04. 02:00,COPA S,Boca Juniors ARG,1:0,Sportivo Trini PAR,Copa Sudamericana
10.04. 02:45,CONCAC,UANL Tigres MEX,1:1,Columbus Crew USA,CONCACAF Champions Cup
10.04. 04:30,CONCAC,Club America MEX,5:2,New England USA,CONCACAF Champions Cup
10.04. 12:00,JPN 1,Yokohama F Marinos,2:0,Gamba Osaka,Japan J-League 1
10.04. 14:45,SLO 1,NK Celje,2:1,ASK Bravo,Slowenien PrvaLiga Telekom
10.04. 15:00,SER CUP,Partizan Belgrad,1:1,FK Vozdovac,Serbien Cup
10.04. 16:00,ROU 2,FK Csikszereda,1:1,CS Mioveni,"Rumänien, Liga 2"
10.04. 16:45,SLO 1,NK Domzale,0:1,NK Rogaska,Slowenien PrvaLiga Telekom
10.04. 17:00,CYP CUP,FC Pafos,2:1,Apollon Limassol,Zypern Cup
10.04. 17:00,SER CUP,Cukaricki Belgrad,1:1,FK Vojvodina,Serbien Cup
10.04. 18:00,ROU 2,Corvinul Hunedoara,1:0,FC Unirea Slobozia,"Rumänien, Liga 2"
10.04. 18:00,HUN 1,Ferencvaros,2:1,Diosgyör VTK,Ungarn NB I
10.04. 18:45,SLO 1,Olimpija Ljubljana,2:2,NK Radomlje,Slowenien PrvaLiga Telekom
10.04. 19:00,GER 3,FC Saarbrücken,2:1,Unterhaching,Deutschland 3. Liga
10.04. 19:00,CYP CUP,Aris Limassol,0:3,Omonia Nikosia,Zypern Cup
10.04. 19:00,BB AUT,Vienna Timberw.,55:82,Kapfenberg Bulls,Basketball Superliga
10.04. 19:00,EH SWE,Frölunda HC,2:0,Skelleftea AIK,Schweden Elitserien
10.04. 19:30,EH GER,Eisbären Berlin,2:2,Straubing Tigers,Deutschland Eishockey Liga
10.04. 20:00,EH SUI,Fribourg Gotteron,2:4,HC Lausanne,Schweiz National League A
10.04. 20:45,ENG 1,Peterborough Utd.,3:0,Port Vale FC,England League One
10.04. 20:45,ENG 1,Wycombe Wanderers,0:0,Derby County,England League One
10.04. 20:45,ENG CS,Ipswich Town,0:0,FC Watford,England Championship
10.04. 20:45,ENG CS,Bristol City,5:0,Blackburn Rovers,England Championship
10.04. 20:45,ENG CS,Birmingham City,0:1,Cardiff City,England Championship
10.04. 21:00,ENG CS,Hull City,2:2,Middlesbrough,England Championship
10.04. 21:00,ENG CS,West Bromwich,2:0,Rotherham United,England Championship
10.04. 21:00,ENG CS,Swansea City,3:0,Stoke City,England Championship
10.04. 21:00,SCO PS,FC Dundee,abgesagt,Glasgow Rangers,Schottland Premiership
10.04. 21:00,SCO PS,FC Dundee+1,abgesagt,Glasgow Rangers,Schottland Premiership
10.04. 21:00,CL,Atl. Madrid ESP,2:1,Bor. Dortmund GER,UEFA Champions League
10.04. 21:00,CL,Atletico Madrid,2:2,Bor. Dortmund+1,UEFA Champions League
10.04. 21:00,CL,Paris SG FRA,2:3,FC Barcelona ESP,UEFA Champions League
10.04. 21:00,CL,Paris SG,2:4,FC Barcelona+1,UEFA Champions League
11.04. 00:00,COPA L,Cerro Porteno PAR,1:0,Alianza Lima PER,Copa Libertadores
11.04. 00:00,COPA L,Indep. d.Valle ECU,2:0,CA San Lorenzo ARG,Copa Libertadores
11.04. 02:15,CONCAC,CF Pachuca MEX,2:1,CS Herediano CRC,CONCACAF Champions Cup
11.04. 02:30,COPA L,Sao Paulo SP BRA,2:0,Cobresal CHI,Copa Libertadores
11.04. 04:30,CONCAC,CF Monterrey MEX,3:1,Inter Miami CF USA,CONCACAF Champions Cup
11.04. 16:00,SER CUP,FK Radnicki 1923,3:1,FK Novi Pazar,Serbien Cup
11.04. 16:00,EGY 1,Al-Masry Club,1:2,Future FC,Ägypten Premier League
11.04. 16:45,SLO 1,FC Koper,2:1,NK Aluminij,Slowenien PrvaLiga Telekom
11.04. 17:00,FIN 1,HJK Helsinki,4:0,FC Lahti,Finnland Veikkausliiga
11.04. 17:45,BUL 1,CSKA 1948 Sofia,0:1,Ludogorets,Bulgarien Premier League
11.04. 18:00,DEN CUP,FC Fredericia,2:0,Silkeborg IF,Dänemark Landspokalturneringen
11.04. 18:00,ROU 2,FC Gloria Buzau,0:0,CSC 1599 Selimbar,"Rumänien, Liga 2"
11.04. 18:45,CON LG,Vikt. Pilsen CZE,0:0,AC Fiorentina ITA,UEFA Europa Conference League
11.04. 18:45,CON LG,Viktoria Pilsen+1,1:0,AC Fiorentina,UEFA Europa Conference League
11.04. 18:45,CON LG,Olympiakos P. GRE,3:2,Fenerbahce TUR,UEFA Europa Conference League
11.04. 18:45,CON LG,Olympiakos Piräus,3:3,Fenerbahce+1,UEFA Europa Conference League
11.04. 18:45,CON LG,Olympiakos Pir.+1,4:2,Fenerbahce,UEFA Europa Conference League
11.04. 19:00,EGY 1,El Zamalek,3:0,Al Ittihad,Ägypten Premier League
11.04. 19:00,EH FS,Slowenien,5:2,Österreich,Freundschaftsspiele Männer
11.04. 19:00,BB EL,BC Zalgiris LTU,62:64,Real Madrid BC ESP,Euroleague
11.04. 19:00,BB EL,AS Monaco FRA,89:85,Bayern München GER,Euroleague
11.04. 19:30,BB EL,Efes Istanbul TUR,100:55,Roter Stern SRB,Euroleague
11.04. 19:30,EH SWE,Rögle BK,4:2,Växjö Lakers,Schweden Elitserien
11.04. 20:05,BB EL,M.Tel Aviv ISR*,92:86,O.Milano ITA,Euroleague
11.04. 20:15,BB EL,Panathinaikos GRE,84:75,Alba Berlin GER,Euroleague
11.04. 21:00,EL,Leverkusen GER,2:0,West Ham ENG,UEFA Europa League
11.04. 21:00,EL,Bayer Leverkusen,2:1,West Ham+1,UEFA Europa League
11.04. 21:00,EL,Bayer Leverkusen,2:2,West Ham+2,UEFA Europa League
11.04. 21:00,EL,AC Milan ITA,0:1,AS Roma ITA,UEFA Europa League
11.04. 21:00,EL,AC Milan,0:2,AS Roma+1,UEFA Europa League
11.04. 21:00,EL,FC Liverpool ENG,0:3,Atalanta BC ITA,UEFA Europa League
11.04. 21:00,EL,FC Liverpool,0:4,Atalanta Bergamo+1,UEFA Europa League
11.04. 21:00,EL,FC Liverpool,0:5,Atalanta Bergamo+2,UEFA Europa League
11.04. 21:00,EL,Benfica Lissab POR,2:1,Ol. Marseille FRA,UEFA Europa League
11.04. 21:00,EL,Benfica Lissabon,2:2,Olymp. Marseille+1,UEFA Europa League
11.04. 21:00,CON LG,Aston Villa ENG,2:1,Lille OSC FRA,UEFA Europa Conference League
11.04. 21:00,CON LG,Aston Villa,2:2,Lille OSC+1,UEFA Europa Conference League
11.04. 21:00,CON LG,Club Brügge BEL,1:0,PAOK Thessal. GRE,UEFA Europa Conference League
11.04. 21:00,CON LG,Club Brügge,1:1,PAOK Thessalon.+1,UEFA Europa Conference League
11.04. 21:30,DEN CUP,AGF Aarhus,1:0,FC Nordsjaelland,Dänemark Landspokalturneringen
12.04. 00:00,COPA L,LDU Quito ECU,1:0,Botafogo FR RJ BRA,Copa Libertadores
12.04. 00:00,COPA L,Bolivar La Paz BOL,3:2,Millonarios COL,Copa Libertadores
12.04. 02:00,COPA L,SE Palmeiras S BRA,3:1,Liverpool Mont URU,Copa Libertadores
12.04. 02:00,COPA L,CA River Plate ARG,2:0,Club Nacional URU,Copa Libertadores
