Date,League,Team 1,Score,Team 2,League Name
09.04. 17:30,BUL 1,Lokomotive Sofia,1:0,Beroe Stara Zagora,Bulgarien Premier League
09.04. 17:30,EH FIN,Tappara Tampere,1:2,KalPa Kuopio,Finnland SM-Liiga
09.04. 17:30,EH FIN,Pelicans Lahti,1:0,Kärpät Oulu,Finnland SM-Liiga
09.04. 18:00,EMQFR,Polen Frauen,1:3,Österreich Frauen,"EM Qualifikation, Frauen"
09.04. 18:00,EMQFR,Polen Frauen+1,2:3,Österreich Frauen,"EM Qualifikation, Frauen"
09.04. 18:00,EMQFR,Dänemark Frauen,4:2,Belgien Frauen,"EM Qualifikation, Frauen"
09.04. 18:10,EMQFR,Deutschland Frauen,3:1,Island Frauen,"EM Qualifikation, Frauen"
09.04. 18:10,EMQFR,Deutschland Frauen,3:2,Island Frauen+1,"EM Qualifikation, Frauen"
09.04. 18:30,EH CZE,Sparta Prag,2:3,HC Trinec,Tschechische Republik Extraliga
09.04. 18:45,SLO 1,NK Maribor,5:0,NS Mura,Slowenien PrvaLiga Telekom
09.04. 19:00,SWE 2,Helsingborgs IF,1:1,IK Brage,Schweden Superettan
09.04. 19:00,EMQFR,Schweden Frauen,0:1,Frankreich Frauen,"EM Qualifikation, Frauen"
09.04. 19:00,EH SWE,Rögle BK,2:2,Växjö Lakers,Schweden Elitserien
09.04. 19:30,EH AUT,EC KAC,4:2,EC RB Salzburg,win2day ICE Hockey League
09.04. 19:30,EH GER,Bremerhaven P.,3:0,EHC München,Deutschland Eishockey Liga
09.04. 20:30,EMQFR,Irland Frauen,0:2,England Frauen,"EM Qualifikation, Frauen"
09.04. 20:45,EMQFR,Niederlande Frauen,1:0,Norwegen Frauen,"EM Qualifikation, Frauen"
09.04. 20:45,SCO CS,FC Raith Rovers,1:3,Airdrie Utd.,Schottland Championship
09.04. 20:45,SCO CS,Ayr United,1:1,Greenock Morton,Schottland Championship
09.04. 20:45,WAL 1,The New Saints,4:1,Bala Town,Wales Premier League
