Date,League,Team 1,Score,Team 2,League Name
17.04. 18:00,CZE 2,FC Zbrojovka Brno,1:0,FC Jihlava,Tschechien 2. Liga
17.04. 18:00,CZE 2,FC Graffin Vlasim,4:5,SK Lisen Brno,Tschechien 2. Liga
17.04. 18:00,SUI 3,FC Paradiso,0:0,BSC Young Boys II,"Schweiz, 1, Liga Promotion"
17.04. 18:30,SLO 1,Olimpija Ljubljana,1:2,NK Maribor,Slowenien PrvaLiga Telekom
17.04. 19:00,CYP CUP,Apollon Limassol,1:1,FC Pafos,Zypern Cup
17.04. 19:00,EGY 1,Enppi Club,0:0,El Daklyeh,Ägypten Premier League
17.04. 19:30,EH GER,Bremerhaven P.,4:2,Eisbären Berlin,Deutschland Eishockey Liga
17.04. 19:30,SUI 3,SC Kriens,1:1,SC Brühl SG,"Schweiz, 1, Liga Promotion"
17.04. 19:30,SUI 3,FC Bavois,5:2,FC Luzern II,"Schweiz, 1, Liga Promotion"
17.04. 19:30,SUI 3,SC Cham,3:2,FC Breitenrain,"Schweiz, 1, Liga Promotion"
17.04. 19:30,SUI 3,St. Gallen A.,3:4,Rapperswil-Jona,"Schweiz, 1, Liga Promotion"
17.04. 19:45,SUI 3,SR Delemont,1:0,FC Biel-Bienne,"Schweiz, 1, Liga Promotion"
17.04. 20:00,SUI 3,FC Bulle,1:0,FC Zürich II,"Schweiz, 1, Liga Promotion"
17.04. 20:00,SUI 3,Etoile Carouge FC,2:2,FC Basel II,"Schweiz, 1, Liga Promotion"
17.04. 20:00,BB GER,Hamburg Towers,76:84,Alba Berlin,Deutschland BBL
17.04. 20:20,VB AUT,Tirol Innsbruck,3:1,TSV Hartberg,Österreich Austrian Volley League
17.04. 21:00,CL,Bayern München GER,1:0,FC Arsenal ENG,UEFA Champions League
17.04. 21:00,CL,Bayern München,1:1,FC Arsenal+1,UEFA Champions League
17.04. 21:00,CL,Bayern München+1,2:0,FC Arsenal,UEFA Champions League
17.04. 21:00,CL,Man. City ENG,1:1,Real Madrid ESP,UEFA Champions League
17.04. 21:00,CL,Manchester City,1:2,Real Madrid+1,UEFA Champions League
17.04. 21:00,SCO PS,FC Dundee,0:0,Glasgow Rangers,Schottland Premiership
17.04. 21:00,SCO PS,FC Dundee+1,1:0,Glasgow Rangers,Schottland Premiership
17.04. 21:00,BRA 1,Cuiaba MT,abgesagt,EC Vitoria BA,Brasilien Brasilero Serie A
17.04. 21:15,POR CUP,FC Porto,3:1,Vitoria Guimaraes,Portugal Taca de Portugal
17.04. 21:15,POR CUP,FC Porto,3:2,Vit. Guimaraes+1,Portugal Taca de Portugal
17.04. 23:00,COL 1,Rionegro Aguilas,4:0,Alianza Valledupar,Kolumbien Primera Liga
17.04. 23:00,CRC 1,Puntarenas FC,0:0,Perez Zeledon,Costa Rica Primera División
18.04. 00:00,BRA 1,RB Bragantino,2:1,Vasco Da Gama RJ,Brasilien Brasilero Serie A
18.04. 00:00,BRA 1,Gremio RS,2:0,CA Paranaense,Brasilien Brasilero Serie A
18.04. 01:00,BRA 1,EC Juventude RS,2:0,Corinthians SP,Brasilien Brasilero Serie A
18.04. 01:00,BRA 1,Fortaleza EC CE,1:1,Cruzeiro EC MG,Brasilien Brasilero Serie A
18.04. 01:00,BRA 1,SE Palmeiras SP,0:1,Internacional RS,Brasilien Brasilero Serie A
18.04. 01:00,BRA 1,Atletico MG,1:1,Criciuma EC SC,Brasilien Brasilero Serie A
18.04. 01:10,COL 1,Los Millonarios,3:2,Atletico Junior,Kolumbien Primera Liga
18.04. 02:00,CRC 1,Sporting San Jose,2:1,Santos de Guapiles,Costa Rica Primera División
18.04. 02:30,BRA 1,Flamengo RJ,2:1,Sao Paulo SP,Brasilien Brasilero Serie A
18.04. 03:20,COL 1,Atletico Nacional,0:1,Deportes Pereira,Kolumbien Primera Liga
18.04. 17:10,EH FS,Tschechien,5:1,Österreich,Freundschaftsspiele Männer
18.04. 17:30,EH FS,Finnland,0:4,Schweden,Freundschaftsspiele Männer
18.04. 18:00,DEN 2,SönderjyskE,0:0,Vendsyssel FF,Dänemark 1. Division
18.04. 18:45,CON LG,AC Fiorentina ITA,0:0,Vikt. Pilsen CZE,UEFA Europa Conference League
18.04. 18:45,CON LG,AC Fiorentina,0:1,Viktoria Pilsen+1,UEFA Europa Conference League
18.04. 18:45,CON LG,Lille OSC FRA,2:1,Aston Villa ENG,UEFA Europa Conference League
18.04. 18:45,CON LG,Lille OSC,2:2,Aston Villa+1,UEFA Europa Conference League
18.04. 18:45,CON LG,Lille OSC+1,3:1,Aston Villa,UEFA Europa Conference League
18.04. 19:00,EGY 1,Future FC,2:0,Pharco FC,Ägypten Premier League
18.04. 19:00,EGY 1,Ismaily SC,1:2,ZED FC,Ägypten Premier League
18.04. 19:30,ROU CUP,ASC Otelul Galati,2:1,Universitatea Cluj,Rumänien Cup
18.04. 19:30,EH FS,Deutschland,7:3,Slowakei,Freundschaftsspiele Männer
18.04. 20:00,EH SUI,HC Lausanne,4:2,Zürcher SC Lions,Schweiz National League A
18.04. 21:00,EL,West Ham ENG,1:1,Leverkusen GER,UEFA Europa League
18.04. 21:00,EL,West Ham+1,2:1,Bayer Leverkusen,UEFA Europa League
18.04. 21:00,EL,Ol. Marseille FRA,1:0,Benfica Lissab POR,UEFA Europa League
18.04. 21:00,EL,Olymp. Marseille,1:1,Benfica Lissabon+1,UEFA Europa League
18.04. 21:00,EL,Olymp. Marseille+1,2:0,Benfica Lissabon,UEFA Europa League
18.04. 21:00,EL,Atalanta BC ITA,0:1,FC Liverpool ENG,UEFA Europa League
18.04. 21:00,EL,Atalanta Bergamo+1,1:1,FC Liverpool,UEFA Europa League
18.04. 21:00,EL,AS Roma ITA,2:1,AC Milan ITA,UEFA Europa League
18.04. 21:00,EL,AS Roma,2:2,AC Milan+1,UEFA Europa League
18.04. 21:00,EL,AS Roma+1,3:1,AC Milan,UEFA Europa League
18.04. 21:00,CON LG,Fenerbahce TUR,1:0,Olympiakos P. GRE,UEFA Europa Conference League
18.04. 21:00,CON LG,Fenerbahce,1:1,Olympiakos Pir.+1,UEFA Europa Conference League
18.04. 21:00,CON LG,PAOK Thessal. GRE,0:2,Club Brügge BEL,UEFA Europa Conference League
18.04. 21:00,CON LG,PAOK Thessaloniki,0:3,Club Brügge+1,UEFA Europa Conference League
18.04. 23:00,COL 1,Dep. La Equidad,0:0,FC Fortaleza,Kolumbien Primera Liga
19.04. 02:30,BRA 1,Botafogo FR RJ,1:0,Atl. Goianense GO,Brasilien Brasilero Serie A
19.04. 03:20,COL 1,America de Cali,0:0,Deportivo Pasto,Kolumbien Primera Liga
